time,latitude,longitude,si
2022-04-01,21.0,91.0,5.173555
2022-04-01,20.5,87.25,1.6843618
2022-04-01,20.25,90.0,2.0780928
2022-04-01,20.75,89.5,1.8941907
2022-04-01,21.5,88.75,2.898968
2022-04-01,21.75,89.75,3.4181442
2022-04-01,21.75,89.5,3.3244414
2022-04-01,20.25,89.75,1.9578153
2022-04-01,21.5,87.5,2.6978185
2022-04-01,20.75,87.75,1.6079189
2022-04-01,20.5,89.75,1.9216151
2022-04-01,20.25,87.5,1.5922408
2022-04-01,20.75,90.5,3.3380494
2022-04-01,21.25,88.5,2.767505
2022-04-01,20.75,87.5,1.6409627
2022-04-01,22.5,91.0,17.326975
2022-04-01,20.75,89.75,2.1657965
2022-04-01,21.0,88.25,2.4751256
2022-04-01,20.25,88.25,1.5396111
2022-04-01,21.25,87.75,2.4370918
2022-04-01,21.5,88.0,2.7937863
2022-04-01,20.5,89.5,1.8040054
2022-04-01,20.0,90.0,2.0302417
2022-04-01,20.25,88.0,1.4308382
2022-04-01,21.0,87.25,1.8290128
2022-04-01,20.75,90.0,2.734333
2022-04-01,21.25,87.25,2.09705
2022-04-01,20.75,87.0,1.9595437
2022-04-01,21.75,91.0,8.266214
2022-04-01,20.75,90.25,3.1304393
2022-04-01,21.5,91.0,8.066392
2022-04-01,20.0,88.25,1.7162865
2022-04-01,21.5,88.25,2.947415
2022-04-01,21.25,87.5,2.2614565
2022-04-01,20.5,89.25,1.7913244
2022-04-01,21.0,87.5,2.095756
2022-04-01,22.0,90.5,6.6570086
2022-04-01,20.5,88.5,1.5674413
2022-04-01,20.0,88.0,1.553761
2022-04-01,21.5,87.75,2.7315862
2022-04-01,21.0,89.75,2.469538
2022-04-01,20.25,87.75,1.5069242
2022-04-01,20.5,88.25,1.434859
2022-04-01,22.0,91.0,11.34459
2022-04-01,21.5,88.5,3.032513
2022-04-01,21.25,88.25,2.6533287
2022-04-01,20.0,90.25,2.0976496
2022-04-01,21.5,90.75,8.6757555
2022-04-01,21.75,90.0,3.5976317
2022-04-01,20.5,87.0,1.7544996
2022-04-01,21.0,89.5,2.0136263
2022-04-01,20.75,87.25,1.7211066
2022-04-01,20.0,87.25,1.6267738
2022-04-01,20.0,88.75,1.7817708
2022-04-01,21.25,88.0,2.5647006
2022-04-01,20.25,91.0,3.17369
2022-04-01,20.25,90.5,2.5100198
2022-04-01,21.5,90.25,4.691786
2022-04-01,20.0,90.5,2.1605926
2022-04-01,20.25,90.75,2.8419046
2022-04-01,21.25,90.25,5.2076516
2022-04-01,20.5,90.0,2.31505
2022-04-01,21.5,89.75,2.9767706
2022-04-01,21.25,89.75,2.3056877
2022-04-01,21.0,87.0,2.1193125
2022-04-01,20.75,88.0,1.5525726
2022-04-01,21.0,90.75,4.3272223
2022-04-01,20.75,91.0,4.4046946
2022-04-01,20.5,87.5,1.6337451
2022-04-01,20.0,88.5,1.7529056
2022-04-01,21.75,90.25,4.616342
2022-04-01,20.0,87.0,1.62904
2022-04-01,20.75,90.75,3.832274
2022-04-01,20.75,88.5,1.5029004
2022-04-01,20.75,88.75,1.5700727
2022-04-01,22.25,90.75,18.945248
2022-04-01,21.5,89.0,2.7107034
2022-04-01,20.25,87.0,1.7025054
2022-04-01,22.25,91.0,18.717787
2022-04-01,21.5,89.25,2.6979332
2022-04-01,21.25,90.75,6.5407486
2022-04-01,21.0,90.25,3.3618135
2022-04-01,21.0,90.5,3.8071063
2022-04-01,21.25,90.0,3.4715726
2022-04-01,20.75,88.25,1.4996294
2022-04-01,21.5,89.5,2.6899283
2022-04-01,20.5,90.5,2.9118667
2022-04-01,21.75,90.5,6.035251
2022-04-01,21.0,87.75,2.6028812
2022-04-01,21.0,88.75,1.9461982
2022-04-01,20.25,89.25,1.7849178
2022-04-01,20.5,90.25,2.6946917
2022-04-01,21.0,89.0,1.7955382
2022-04-01,20.0,90.75,2.2056396
2022-04-01,20.0,89.25,1.8952427
2022-04-01,21.25,89.5,2.153274
2022-04-01,20.5,87.75,1.5558627
2022-04-01,21.25,89.25,2.2017403
2022-04-01,20.0,89.75,1.9712995
2022-04-01,22.0,90.75,9.939967
2022-04-01,20.25,90.25,2.249701
2022-04-01,21.25,90.5,5.2640643
2022-04-01,21.0,88.0,2.5612562
2022-04-01,20.0,89.5,1.9379201
2022-04-01,21.25,91.0,7.5561223
2022-04-01,20.5,88.0,1.4657531
2022-04-01,20.75,89.25,1.8140877
2022-04-01,20.25,88.5,1.6876317
2022-04-01,20.25,89.5,1.861874
2022-04-01,21.75,87.75,2.9091895
2022-04-01,21.25,89.0,2.3191836
2022-04-01,20.25,89.0,1.7511842
2022-04-01,20.5,88.75,1.7115203
2022-04-01,21.75,88.0,3.1090424
2022-04-01,21.0,88.5,2.2853281
2022-04-01,20.0,91.0,2.2341254
2022-04-01,20.25,88.75,1.7295293
2022-04-01,22.5,90.75,22.507225
2022-04-01,21.0,90.0,2.8879657
2022-04-01,20.0,87.75,1.5508859
2022-04-01,20.5,90.75,3.374053
2022-04-01,20.5,89.0,1.7756494
2022-04-01,20.25,87.25,1.6569537
2022-04-01,20.0,87.5,1.6156231
2022-04-01,20.75,89.0,1.6910819
2022-04-01,21.5,90.0,3.1158433
2022-04-01,21.5,87.25,2.6749024
2022-05-01,22.5,90.75,19.104502
2022-05-01,21.0,90.25,4.1205554
2022-05-01,21.0,87.25,1.8697324
2022-05-01,21.0,88.0,2.0436
2022-05-01,20.75,91.0,3.1336207
2022-05-01,20.0,87.25,1.9082371
2022-05-01,20.25,89.25,1.9658515
2022-05-01,20.25,89.5,1.9760193
2022-05-01,20.25,88.75,2.018694
2022-05-01,21.25,87.25,2.0800827
2022-05-01,21.75,89.75,5.389182
2022-05-01,20.75,90.25,3.2151866
2022-05-01,20.25,90.5,2.2685747
2022-05-01,21.0,88.25,2.090281
2022-05-01,20.25,89.0,1.9984176
2022-05-01,21.0,91.0,5.661832
2022-05-01,21.0,87.5,1.7256657
2022-05-01,22.0,90.75,18.429508
2022-05-01,20.25,90.25,2.1350486
2022-05-01,20.75,90.5,3.3051913
2022-05-01,20.25,89.75,2.0206494
2022-05-01,20.25,88.5,2.046421
2022-05-01,20.0,88.0,1.965628
2022-05-01,21.0,88.5,2.1513996
2022-05-01,20.25,90.0,2.0773988
2022-05-01,22.5,91.0,14.377776
2022-05-01,20.25,88.25,2.0839682
2022-05-01,21.0,89.75,3.2031817
2022-05-01,21.0,89.25,2.905894
2022-05-01,21.0,87.75,1.783028
2022-05-01,21.25,87.0,2.3383436
2022-05-01,20.75,90.75,3.0964594
2022-05-01,21.0,90.75,5.2339997
2022-05-01,21.0,89.0,2.8343256
2022-05-01,21.0,87.0,2.2048633
2022-05-01,21.0,89.5,2.960055
2022-05-01,20.25,90.75,2.4785006
2022-05-01,21.0,88.75,2.3860056
2022-05-01,21.0,90.5,4.711747
2022-05-01,20.25,91.0,2.8114614
2022-05-01,21.0,90.0,3.8344932
2022-05-01,21.75,90.0,6.866377
2022-05-01,21.25,89.5,3.6357276
2022-05-01,20.0,89.5,1.9517525
2022-05-01,20.5,88.25,2.231164
2022-05-01,21.25,89.75,4.4806886
2022-05-01,21.25,91.0,8.428813
2022-05-01,20.0,90.0,2.0742671
2022-05-01,20.5,90.5,2.5122068
2022-05-01,21.5,89.5,4.186519
2022-05-01,20.5,87.5,1.683776
2022-05-01,21.75,90.5,12.106023
2022-05-01,20.25,87.25,1.8147453
2022-05-01,20.75,88.0,2.0054505
2022-05-01,20.0,87.0,1.8670784
2022-05-01,21.5,87.25,2.7548466
2022-05-01,20.5,90.25,2.5115838
2022-05-01,21.5,89.75,4.7373137
2022-05-01,21.5,88.25,2.713819
2022-05-01,21.25,89.25,3.0961099
2022-05-01,20.75,89.25,2.2941353
2022-05-01,20.5,91.0,2.6708014
2022-05-01,21.25,89.0,2.705243
2022-05-01,20.75,87.0,1.9681935
2022-05-01,20.75,89.0,2.4721558
2022-05-01,20.5,88.75,2.2361634
2022-05-01,20.75,88.75,2.454696
2022-05-01,20.5,88.5,2.2675192
2022-05-01,20.5,90.75,2.4820778
2022-05-01,21.25,90.75,6.563244
2022-05-01,20.5,87.75,1.9533043
2022-05-01,21.25,90.5,4.95279
2022-05-01,20.75,88.25,2.2055004
2022-05-01,20.0,89.75,2.0026524
2022-05-01,20.0,87.5,1.9280132
2022-05-01,20.0,91.0,2.719346
2022-05-01,22.25,90.75,23.818369
2022-05-01,21.75,90.25,9.912659
2022-05-01,20.0,88.5,1.9516104
2022-05-01,21.25,90.25,7.1009574
2022-05-01,21.5,89.0,2.688324
2022-05-01,21.75,88.0,2.8744109
2022-05-01,20.75,88.5,2.3419938
2022-05-01,21.5,88.5,2.5989735
2022-05-01,20.0,90.75,2.646413
2022-05-01,21.25,90.0,8.096346
2022-05-01,22.25,91.0,22.459063
2022-05-01,21.5,89.25,3.4197056
2022-05-01,20.25,87.0,1.7295291
2022-05-01,20.0,89.25,1.9371053
2022-05-01,21.75,87.75,2.6694722
2022-05-01,20.5,88.0,2.1253247
2022-05-01,21.5,87.5,2.5772643
2022-05-01,20.75,87.75,1.729827
2022-05-01,20.5,87.25,1.635181
2022-05-01,20.5,87.0,1.719975
2022-05-01,20.5,89.75,2.1081717
2022-05-01,21.25,88.0,2.0872731
2022-05-01,21.5,90.5,11.3266735
2022-05-01,20.75,87.25,1.7157313
2022-05-01,20.0,90.25,2.1838758
2022-05-01,21.25,87.75,2.006151
2022-05-01,22.0,90.5,12.213401
2022-05-01,20.25,88.0,2.0982478
2022-05-01,20.0,88.75,1.9463801
2022-05-01,20.75,90.0,2.9595895
2022-05-01,20.5,89.25,1.9905014
2022-05-01,20.0,88.25,1.9568465
2022-05-01,21.5,90.75,12.224055
2022-05-01,20.75,87.5,1.5833617
2022-05-01,21.5,87.75,2.4968638
2022-05-01,20.5,89.5,1.992053
2022-05-01,21.5,91.0,14.72561
2022-05-01,22.0,91.0,21.149649
2022-05-01,20.0,90.5,2.4973419
2022-05-01,21.25,87.5,2.0649354
2022-05-01,21.5,88.75,2.4271595
2022-05-01,21.75,91.0,17.58345
2022-05-01,21.5,88.0,2.5368965
2022-05-01,20.5,89.0,2.1286047
2022-05-01,20.75,89.5,2.32935
2022-05-01,20.0,89.0,1.9407744
2022-05-01,20.5,90.0,2.3554559
2022-05-01,20.25,87.5,1.9137043
2022-05-01,21.25,88.5,2.1927562
2022-05-01,21.75,89.5,4.243556
2022-05-01,21.75,90.75,14.549724
2022-05-01,21.5,90.25,9.686575
2022-05-01,21.5,90.0,6.031175
2022-05-01,21.25,88.25,2.1464493
2022-05-01,20.75,89.75,2.653131
2022-05-01,20.0,87.75,1.9624286
2022-05-01,20.25,87.75,2.023965
2022-05-01,21.25,88.75,2.1719222
2022-06-01,21.5,88.0,3.1388228
2022-06-01,21.75,90.0,19.997509
2022-06-01,21.75,87.75,3.1806378
2022-06-01,20.5,91.0,4.495623
2022-06-01,21.0,89.25,3.1489096
2022-06-01,21.0,87.25,2.4008014
2022-06-01,20.75,87.25,2.3756015
2022-06-01,20.0,90.25,3.1971185
2022-06-01,21.5,88.25,3.1602037
2022-06-01,21.0,89.5,3.5195005
2022-06-01,20.5,88.5,2.4936724
2022-06-01,20.0,90.0,2.8117094
2022-06-01,21.75,91.0,48.340946
2022-06-01,20.25,89.25,2.7206826
2022-06-01,22.5,90.75,29.084282
2022-06-01,21.5,88.5,2.9063632
2022-06-01,20.75,87.0,2.842061
2022-06-01,21.25,87.5,2.493601
2022-06-01,20.5,90.75,4.636679
2022-06-01,21.75,90.75,43.645275
2022-06-01,21.0,88.5,2.366243
2022-06-01,21.5,90.0,10.185433
2022-06-01,20.5,89.0,2.8737638
2022-06-01,20.5,90.0,3.858251
2022-06-01,20.0,89.0,2.3184412
2022-06-01,20.25,89.75,2.829168
2022-06-01,20.25,90.0,3.0849404
2022-06-01,21.0,87.75,2.0160484
2022-06-01,21.5,90.25,17.587868
2022-06-01,20.0,87.25,2.2636676
2022-06-01,21.5,90.5,30.861692
2022-06-01,20.5,89.5,2.9216082
2022-06-01,20.0,88.75,2.269863
2022-06-01,21.0,88.25,2.1479633
2022-06-01,21.5,90.75,35.272476
2022-06-01,20.5,89.25,2.8725908
2022-06-01,21.5,91.0,38.722904
2022-06-01,20.5,89.75,3.5510437
2022-06-01,21.5,88.75,2.4397867
2022-06-01,20.0,89.25,2.438883
2022-06-01,21.5,89.75,6.3073153
2022-06-01,21.0,87.5,2.096364
2022-06-01,20.25,90.25,3.2886024
2022-06-01,20.0,89.75,2.5517278
2022-06-01,22.25,91.0,27.198418
2022-06-01,21.0,89.0,2.820192
2022-06-01,21.5,89.0,2.9120915
2022-06-01,20.0,87.0,2.257354
2022-06-01,20.0,88.5,2.2671096
2022-06-01,21.75,90.5,36.12787
2022-06-01,21.5,89.25,3.9381266
2022-06-01,20.0,89.5,2.5122132
2022-06-01,20.25,89.5,2.7298713
2022-06-01,22.5,91.0,16.39864
2022-06-01,21.75,89.75,15.787129
2022-06-01,20.5,90.5,4.45854
2022-06-01,21.5,89.5,4.787189
2022-06-01,21.0,88.75,2.5192745
2022-06-01,20.5,90.25,4.091643
2022-06-01,20.5,88.75,2.694928
2022-06-01,22.0,90.75,47.49627
2022-06-01,20.0,90.5,3.555285
2022-06-01,20.5,88.25,2.3202975
2022-06-01,21.25,89.75,4.1254783
2022-06-01,20.25,87.75,2.1801138
2022-06-01,20.75,89.75,4.0004244
2022-06-01,20.25,90.75,3.582114
2022-06-01,20.75,88.75,2.660045
2022-06-01,20.25,87.0,2.2481103
2022-06-01,21.0,90.5,6.3573537
2022-06-01,21.25,87.0,3.0181456
2022-06-01,21.75,88.0,3.234308
2022-06-01,20.75,88.5,2.4130034
2022-06-01,20.0,88.0,2.2844825
2022-06-01,21.25,90.25,9.214212
2022-06-01,20.0,91.0,3.5296664
2022-06-01,20.25,88.75,2.3910308
2022-06-01,20.0,87.5,2.2742615
2022-06-01,21.25,88.75,2.317302
2022-06-01,21.25,90.0,8.732734
2022-06-01,20.5,87.75,2.1268098
2022-06-01,21.25,88.25,2.4196002
2022-06-01,20.5,87.5,2.1355753
2022-06-01,21.0,91.0,9.651258
2022-06-01,20.75,90.5,5.6733594
2022-06-01,20.25,87.5,2.1644807
2022-06-01,21.25,89.0,2.7646127
2022-06-01,20.75,89.25,3.1082335
2022-06-01,20.25,88.5,2.277982
2022-06-01,21.25,89.25,3.2692273
2022-06-01,21.25,88.5,2.4834797
2022-06-01,21.75,89.5,10.043139
2022-06-01,20.25,87.25,2.2076578
2022-06-01,20.0,87.75,2.2840054
2022-06-01,21.0,88.0,2.0552835
2022-06-01,21.25,89.5,3.6866295
2022-06-01,20.75,90.75,6.1510973
2022-06-01,20.75,89.5,3.5037532
2022-06-01,21.0,90.75,7.8159924
2022-06-01,20.75,89.0,2.883578
2022-06-01,20.5,87.0,2.388378
2022-06-01,21.25,90.5,9.003702
2022-06-01,20.5,87.25,2.2234683
2022-06-01,20.25,89.0,2.6106122
2022-06-01,20.75,87.75,1.9306606
2022-06-01,21.25,87.25,2.642629
2022-06-01,20.75,90.0,3.973549
2022-06-01,20.5,88.0,2.1468391
2022-06-01,20.25,91.0,3.5477936
2022-06-01,21.5,87.25,3.6689477
2022-06-01,20.75,90.25,4.423981
2022-06-01,21.25,88.0,2.3390443
2022-06-01,22.25,90.75,39.24843
2022-06-01,20.25,88.0,2.1941066
2022-06-01,21.25,91.0,16.873898
2022-06-01,21.0,90.0,3.7888842
2022-06-01,20.0,88.25,2.2772222
2022-06-01,21.5,87.5,3.3040564
2022-06-01,21.0,87.0,3.3480532
2022-06-01,20.75,87.5,2.0952303
2022-06-01,20.75,91.0,5.9809875
2022-06-01,21.5,87.75,3.1770515
2022-06-01,22.0,91.0,46.854298
2022-06-01,21.0,90.25,4.5340805
2022-06-01,20.75,88.0,1.9759631
2022-06-01,21.25,90.75,13.385986
2022-06-01,20.75,88.25,2.1968265
2022-06-01,22.0,90.5,36.356956
2022-06-01,21.0,89.75,3.772861
2022-06-01,21.75,90.25,26.415009
2022-06-01,20.0,90.75,3.5737891
2022-06-01,21.25,87.75,2.3174138
2022-06-01,20.25,88.25,2.2248912
2022-06-01,20.25,90.5,3.463938
2022-07-01,20.5,89.25,4.185335
2022-07-01,20.75,90.0,4.1820836
2022-07-01,22.0,91.0,48.36313
2022-07-01,20.5,89.0,4.1001263
2022-07-01,20.25,91.0,4.1257396
2022-07-01,20.75,89.5,3.8881185
2022-07-01,20.25,90.0,4.0206795
2022-07-01,20.75,89.75,3.9969618
2022-07-01,20.5,89.5,4.036014
2022-07-01,20.5,87.0,4.341499
2022-07-01,20.5,89.75,3.9933627
2022-07-01,20.75,90.25,5.43912
2022-07-01,22.5,91.0,13.939061
2022-07-01,20.5,90.5,5.4437613
2022-07-01,21.75,90.5,50.213173
2022-07-01,20.75,91.0,7.9983306
2022-07-01,20.5,91.0,5.754178
2022-07-01,20.5,88.5,3.670565
2022-07-01,20.75,88.0,3.0534635
2022-07-01,21.0,87.25,2.9654086
2022-07-01,21.75,90.25,50.36537
2022-07-01,22.25,90.75,39.82355
2022-07-01,20.5,90.75,5.7741733
2022-07-01,21.0,87.0,5.008732
2022-07-01,20.75,87.0,5.5429354
2022-07-01,20.75,87.75,2.9475734
2022-07-01,20.25,90.5,4.458769
2022-07-01,20.75,87.5,2.8730597
2022-07-01,21.75,90.0,50.55809
2022-07-01,20.75,87.25,3.3479192
2022-07-01,22.5,90.75,19.385323
2022-07-01,20.5,88.0,2.9631393
2022-07-01,20.5,87.25,3.1032765
2022-07-01,20.75,88.25,3.505266
2022-07-01,20.25,90.25,4.2308617
2022-07-01,20.5,90.0,4.1737046
2022-07-01,21.0,87.75,2.6126075
2022-07-01,20.75,90.5,6.686963
2022-07-01,20.75,89.25,4.07445
2022-07-01,20.75,89.0,4.2151237
2022-07-01,20.5,90.25,4.7997637
2022-07-01,20.75,90.75,7.3157763
2022-07-01,20.5,87.75,2.8317232
2022-07-01,21.0,87.5,2.5367577
2022-07-01,20.5,88.25,3.4076202
2022-07-01,20.5,88.75,3.7000823
2022-07-01,20.75,88.75,4.266444
2022-07-01,20.25,90.75,4.3552074
2022-07-01,20.75,88.5,4.1011996
2022-07-01,20.0,87.0,2.7430587
2022-07-01,20.0,88.0,2.9452753
2022-07-01,20.5,87.5,2.7914798
2022-07-01,21.0,88.0,2.7880154
2022-07-01,21.5,91.0,27.281597
2022-07-01,20.0,87.75,2.7059526
2022-07-01,21.25,90.25,16.270414
2022-07-01,21.0,90.25,6.308412
2022-07-01,20.0,91.0,3.3710573
2022-07-01,21.25,90.5,14.663946
2022-07-01,20.0,87.5,2.5658133
2022-07-01,21.25,90.75,15.896501
2022-07-01,20.0,90.75,3.48451
2022-07-01,21.0,90.0,4.8947797
2022-07-01,21.25,91.0,16.70365
2022-07-01,20.25,89.0,3.6679502
2022-07-01,21.5,87.25,3.4100752
2022-07-01,21.0,89.75,4.1039076
2022-07-01,21.5,87.5,2.8366978
2022-07-01,21.75,91.0,40.083927
2022-07-01,21.5,87.75,2.9058464
2022-07-01,21.0,89.5,4.0944405
2022-07-01,22.0,90.75,52.125904
2022-07-01,20.25,89.25,3.8792672
2022-07-01,20.0,90.25,3.7738478
2022-07-01,21.75,87.75,3.2696579
2022-07-01,21.5,88.0,3.4525166
2022-07-01,21.5,88.25,4.447256
2022-07-01,20.0,90.0,3.7355106
2022-07-01,21.25,90.0,15.286709
2022-07-01,21.75,88.0,3.1799557
2022-07-01,20.25,87.0,3.1920125
2022-07-01,21.25,89.75,8.670812
2022-07-01,21.25,87.25,2.7433884
2022-07-01,22.0,90.5,49.48186
2022-07-01,20.25,88.25,3.3268251
2022-07-01,21.25,87.5,2.24642
2022-07-01,20.25,88.0,2.9981918
2022-07-01,21.25,87.75,2.2083986
2022-07-01,20.0,88.25,3.1558018
2022-07-01,21.25,88.0,2.8887806
2022-07-01,21.25,87.0,3.4291823
2022-07-01,20.25,87.75,2.7675498
2022-07-01,21.0,91.0,11.415225
2022-07-01,21.0,89.25,4.3791566
2022-07-01,21.25,88.25,4.165487
2022-07-01,20.25,88.5,3.4423428
2022-07-01,20.25,87.5,2.6228175
2022-07-01,21.25,88.75,6.4971676
2022-07-01,21.0,90.75,9.696826
2022-07-01,21.25,89.0,7.5643167
2022-07-01,21.75,89.5,47.04173
2022-07-01,20.25,87.25,2.8068678
2022-07-01,21.25,89.25,7.9048176
2022-07-01,21.25,89.5,7.7711415
2022-07-01,21.0,90.5,8.0097475
2022-07-01,20.25,88.75,3.4308672
2022-07-01,21.25,88.5,6.044801
2022-07-01,21.5,88.5,4.8560243
2022-07-01,20.0,90.5,3.738405
2022-07-01,20.25,89.75,3.9153392
2022-07-01,21.5,89.25,17.44145
2022-07-01,21.5,90.5,35.265972
2022-07-01,21.5,90.25,29.547245
2022-07-01,20.0,89.5,3.724747
2022-07-01,20.0,88.5,3.1610103
2022-07-01,20.0,89.0,3.4530869
2022-07-01,21.5,89.0,10.933953
2022-07-01,21.75,89.75,51.22497
2022-07-01,21.5,89.5,19.68053
2022-07-01,21.0,88.75,4.738503
2022-07-01,21.0,88.5,4.1919966
2022-07-01,21.5,90.0,32.149307
2022-07-01,21.5,89.75,24.770576
2022-07-01,20.0,89.25,3.6223662
2022-07-01,20.0,87.25,2.5531402
2022-07-01,20.25,89.5,3.8982158
2022-07-01,21.75,90.75,43.621986
2022-07-01,21.5,90.75,28.135887
2022-07-01,20.0,88.75,3.2401168
2022-07-01,21.0,88.25,3.4017553
2022-07-01,21.0,89.0,4.6861005
2022-07-01,21.5,88.75,6.406826
2022-07-01,20.0,89.75,3.7772355
2022-07-01,22.25,91.0,33.958885
2022-08-01,21.25,89.5,5.9571877
2022-08-01,20.0,89.0,4.1284575
2022-08-01,20.75,89.25,4.550805
2022-08-01,21.25,87.5,3.0466678
2022-08-01,20.5,87.5,3.190827
2022-08-01,20.5,89.25,4.5721464
2022-08-01,21.25,89.0,4.391839
2022-08-01,20.75,89.0,4.038505
2022-08-01,20.25,87.25,3.6111143
2022-08-01,20.5,89.0,4.4727774
2022-08-01,20.5,87.25,4.101414
2022-08-01,21.5,90.75,27.957624
2022-08-01,21.5,90.0,31.10931
2022-08-01,21.25,89.25,5.7965183
2022-08-01,21.75,88.0,4.2004313
2022-08-01,21.5,89.75,20.833479
2022-08-01,21.25,88.0,2.6767285
2022-08-01,21.25,88.75,2.8157852
2022-08-01,20.25,88.0,3.0764253
2022-08-01,20.5,89.5,4.760035
2022-08-01,21.5,90.5,37.506527
2022-08-01,20.0,88.25,3.805834
2022-08-01,20.5,87.0,5.9299855
2022-08-01,20.75,89.75,5.4788747
2022-08-01,20.25,87.75,2.9308906
2022-08-01,20.0,87.75,3.0721078
2022-08-01,21.25,87.75,2.4707398
2022-08-01,21.5,90.25,32.133274
2022-08-01,20.5,89.75,5.118677
2022-08-01,21.25,88.25,2.8449926
2022-08-01,22.0,91.0,56.27114
2022-08-01,20.75,89.5,5.0578675
2022-08-01,20.75,88.75,3.3870552
2022-08-01,21.25,88.5,2.7136931
2022-08-01,20.0,88.75,4.2118797
2022-08-01,21.75,90.0,49.61693
2022-08-01,20.25,87.5,3.0455406
2022-08-01,21.75,90.5,55.014004
2022-08-01,20.75,90.0,5.7974563
2022-08-01,20.5,91.0,5.220331
2022-08-01,20.0,89.25,4.0811687
2022-08-01,20.5,90.0,5.4624476
2022-08-01,21.75,91.0,36.462524
2022-08-01,22.25,90.75,60.361435
2022-08-01,20.0,89.5,4.1017017
2022-08-01,20.75,87.5,3.3218613
2022-08-01,21.5,87.5,3.9763455
2022-08-01,20.5,90.5,5.7916985
2022-08-01,21.5,89.0,7.1108155
2022-08-01,21.5,87.75,3.9862566
2022-08-01,20.5,88.25,3.0178165
2022-08-01,20.75,87.25,4.576559
2022-08-01,21.25,87.25,3.7011106
2022-08-01,20.0,90.25,4.228397
2022-08-01,21.75,87.75,4.5888505
2022-08-01,20.5,90.75,5.5943084
2022-08-01,21.5,88.0,4.0839725
2022-08-01,20.75,87.0,7.8461757
2022-08-01,20.0,87.0,3.5102563
2022-08-01,21.5,88.25,4.3542433
2022-08-01,20.0,90.0,4.277347
2022-08-01,21.5,88.75,3.3973398
2022-08-01,22.25,91.0,57.78428
2022-08-01,20.5,88.5,3.5288785
2022-08-01,20.0,89.75,4.2255597
2022-08-01,20.25,87.0,4.167519
2022-08-01,20.0,90.5,4.046743
2022-08-01,20.5,88.0,2.7665722
2022-08-01,21.25,89.75,6.861429
2022-08-01,20.75,88.5,2.7864237
2022-08-01,21.5,88.5,3.8314037
2022-08-01,21.25,90.0,15.078892
2022-08-01,21.75,90.75,47.33666
2022-08-01,20.5,90.25,5.820945
2022-08-01,21.25,90.25,15.332254
2022-08-01,20.0,91.0,3.7942195
2022-08-01,21.5,89.5,17.090796
2022-08-01,21.25,90.5,13.813664
2022-08-01,20.75,87.75,2.8508418
2022-08-01,20.5,87.75,2.819674
2022-08-01,20.0,88.5,4.1200037
2022-08-01,21.25,90.75,13.093385
2022-08-01,20.0,90.75,3.8797042
2022-08-01,21.5,89.25,13.659586
2022-08-01,20.75,88.0,2.5125358
2022-08-01,20.0,87.5,3.0206757
2022-08-01,20.5,88.75,4.059217
2022-08-01,21.25,91.0,12.662114
2022-08-01,21.75,90.25,52.412796
2022-08-01,21.5,87.25,4.5116305
2022-08-01,20.75,88.25,2.4698615
2022-08-01,20.75,90.25,6.1415267
2022-08-01,21.0,88.0,2.0499952
2022-08-01,21.0,89.5,4.462273
2022-08-01,21.0,89.25,3.8559692
2022-08-01,20.25,89.75,4.555152
2022-08-01,21.0,91.0,7.153513
2022-08-01,20.75,90.5,5.96506
2022-08-01,21.0,87.0,6.906191
2022-08-01,20.25,90.0,4.7422447
2022-08-01,21.5,91.0,22.947376
2022-08-01,21.0,90.5,7.6404347
2022-08-01,20.25,88.5,4.0163755
2022-08-01,20.25,90.25,4.8973613
2022-08-01,21.0,89.0,3.4791121
2022-08-01,22.5,91.0,30.058033
2022-08-01,21.0,88.5,2.1973195
2022-08-01,20.25,90.5,4.8539214
2022-08-01,22.5,90.75,31.3194
2022-08-01,20.25,89.5,4.258546
2022-08-01,20.75,91.0,5.1674094
2022-08-01,20.75,90.75,5.4741244
2022-08-01,21.0,90.25,7.3376007
2022-08-01,21.0,87.75,2.653534
2022-08-01,21.0,87.5,3.0983942
2022-08-01,20.0,87.25,3.1447484
2022-08-01,20.0,88.0,3.3289638
2022-08-01,20.25,90.75,4.6998615
2022-08-01,21.75,89.5,41.65352
2022-08-01,21.75,89.75,48.35848
2022-08-01,21.0,88.75,2.7347205
2022-08-01,20.25,88.75,4.2966375
2022-08-01,21.0,90.75,7.142927
2022-08-01,20.25,89.0,4.339337
2022-08-01,21.0,90.0,6.645974
2022-08-01,20.25,91.0,4.439704
2022-08-01,22.0,90.5,59.15394
2022-08-01,20.25,89.25,4.1988974
2022-08-01,21.0,89.75,5.4296117
2022-08-01,22.0,90.75,65.25458
2022-08-01,21.0,87.25,4.005587
2022-08-01,21.25,87.0,4.255602
2022-08-01,20.25,88.25,3.5254037
2022-08-01,21.0,88.25,1.9574288
2022-09-01,22.25,90.75,53.229336
2022-09-01,20.0,91.0,3.5458186
2022-09-01,20.75,91.0,6.5467196
2022-09-01,20.25,89.25,3.3071864
2022-09-01,21.5,89.0,2.8889863
2022-09-01,21.25,90.0,13.309216
2022-09-01,21.0,90.25,6.758482
2022-09-01,20.5,90.5,4.8187566
2022-09-01,20.75,88.5,2.324656
2022-09-01,21.0,87.25,4.138205
2022-09-01,20.75,87.0,7.7293873
2022-09-01,20.25,89.5,3.5562124
2022-09-01,20.5,88.0,2.59154
2022-09-01,21.25,89.75,5.7057652
2022-09-01,21.25,90.25,13.8787985
