time,latitude,longitude,o2
2022-04-01,20.0,90.0,204.34204
2022-04-01,20.25,88.0,206.97688
2022-04-01,21.0,87.25,204.62698
2022-04-01,20.75,90.0,207.55565
2022-04-01,21.25,87.25,202.69336
2022-04-01,20.75,87.0,204.3496
2022-04-01,21.75,91.0,224.46854
2022-04-01,20.75,90.25,207.66243
2022-04-01,21.5,91.0,231.223
2022-04-01,20.0,88.25,206.2271
2022-04-01,21.5,88.25,200.30617
2022-04-01,21.25,87.5,202.85658
2022-04-01,20.5,89.25,205.6805
2022-04-01,21.0,87.5,205.43185
2022-04-01,22.0,90.5,211.41937
2022-04-01,20.5,88.5,207.85464
2022-04-01,20.0,88.0,206.24907
2022-04-01,21.5,87.75,200.19562
2022-04-01,21.0,89.75,207.57422
2022-04-01,20.25,87.75,206.52898
2022-04-01,20.5,88.25,208.0909
2022-04-01,22.0,91.0,233.12315
2022-04-01,21.5,88.5,201.26617
2022-04-01,21.25,88.25,200.9848
2022-04-01,20.0,90.25,204.3127
2022-04-01,21.5,90.75,209.67984
2022-04-01,21.75,90.0,204.12502
2022-04-01,20.5,87.0,205.07326
2022-04-01,21.0,89.5,207.32405
2022-04-01,20.75,87.25,205.15552
2022-04-01,20.0,87.25,205.51802
2022-04-01,20.0,88.75,204.57115
2022-04-01,21.25,88.0,201.58176
2022-04-01,20.25,91.0,206.4556
2022-04-01,20.25,90.5,205.2961
2022-04-01,21.5,90.25,203.847
2022-04-01,20.0,90.5,204.30376
2022-04-01,20.25,90.75,205.99362
2022-04-01,21.25,90.25,208.58661
2022-04-01,20.5,90.0,206.38927
2022-04-01,21.5,89.75,205.64595
2022-04-01,21.25,89.75,206.26346
2022-04-01,21.0,87.0,203.93011
2022-04-01,20.75,88.0,207.34393
2022-04-01,21.0,90.75,208.75937
2022-04-01,20.75,91.0,208.5449
2022-04-01,20.5,87.5,205.68312
2022-04-01,20.0,88.5,205.19319
2022-04-01,21.75,90.25,206.2046
2022-04-01,20.0,87.0,205.64166
2022-04-01,20.75,90.75,208.4515
2022-04-01,20.75,88.5,207.7761
2022-04-01,20.75,88.75,207.62994
2022-04-01,22.25,90.75,252.78741
2022-04-01,21.5,89.0,205.57684
2022-04-01,20.25,87.0,205.73799
2022-04-01,22.25,91.0,255.41417
2022-04-01,21.5,89.25,205.19432
2022-04-01,21.25,90.75,209.46503
2022-04-01,21.0,90.25,208.83983
2022-04-01,21.0,90.5,208.96962
2022-04-01,21.25,90.0,207.72266
2022-04-01,20.75,88.25,207.9123
2022-04-01,21.5,89.5,205.63573
2022-04-01,20.5,90.5,206.84084
2022-04-01,21.75,90.5,209.31766
2022-04-01,21.0,87.75,205.25089
2022-04-01,21.0,88.75,205.6804
2022-04-01,20.25,89.25,204.60509
2022-04-01,20.5,90.25,206.68375
2022-04-01,21.0,89.0,206.72594
2022-04-01,20.0,90.75,204.46631
2022-04-01,20.0,89.25,204.3067
2022-04-01,21.25,89.5,206.02629
2022-04-01,20.5,87.75,206.31688
2022-04-01,21.25,89.25,205.17503
2022-04-01,20.0,89.75,204.56227
2022-04-01,22.0,90.75,223.27705
2022-04-01,20.25,90.25,205.05734
2022-04-01,21.25,90.5,208.96043
2022-04-01,21.0,88.0,205.48772
2022-04-01,20.0,89.5,204.50722
2022-04-01,21.25,91.0,215.71823
2022-04-01,20.5,88.0,207.44325
2022-04-01,20.75,89.25,207.41455
2022-04-01,20.25,88.5,206.00821
2022-04-01,20.25,89.5,204.88075
2022-04-01,21.75,87.75,200.7177
2022-04-01,21.25,89.0,203.68022
2022-04-01,20.25,89.0,204.85963
2022-04-01,20.5,88.75,207.15297
2022-04-01,21.75,88.0,200.98691
2022-04-01,21.0,88.5,205.1346
2022-04-01,20.0,91.0,204.63913
2022-04-01,20.25,88.75,205.37387
2022-04-01,22.5,90.75,268.58478
2022-04-01,21.0,90.0,207.98578
2022-04-01,20.0,87.75,205.72847
2022-04-01,20.5,90.75,207.51103
2022-04-01,20.5,89.0,206.27003
2022-04-01,20.25,87.25,205.9171
2022-04-01,20.0,87.5,205.40785
2022-04-01,20.75,89.0,207.79001
2022-04-01,21.5,90.0,204.23114
2022-04-01,21.5,87.25,200.54906
2022-05-01,22.5,90.75,266.74197
2022-05-01,21.0,90.25,204.02544
2022-05-01,21.0,87.25,199.65144
2022-05-01,21.0,88.0,200.13782
2022-05-01,20.75,91.0,202.19987
2022-05-01,20.0,87.25,201.52782
2022-05-01,20.25,89.25,200.12274
2022-05-01,20.25,89.5,200.42711
2022-05-01,20.25,88.75,200.12186
2022-05-01,21.25,87.25,198.14227
2022-05-01,21.75,89.75,203.44612
2022-05-01,20.75,90.25,202.29805
2022-05-01,20.25,90.5,200.99155
2022-05-01,21.0,88.25,199.56978
2022-05-01,20.25,89.0,200.0518
2022-05-01,21.0,91.0,204.04
2022-05-01,21.0,87.5,199.3394
2022-05-01,22.0,90.75,260.01147
2022-05-01,20.25,90.25,200.6326
2022-05-01,20.75,90.5,202.36908
2022-05-01,20.25,89.75,200.52109
2022-05-01,20.25,88.5,200.23354
2022-05-01,20.0,88.0,200.16522
2022-05-01,21.0,88.5,199.51328
2022-05-01,20.25,90.0,200.4106
2022-05-01,22.5,91.0,270.3637
2022-05-01,20.25,88.25,200.48958
2022-05-01,21.0,89.75,203.0432
2022-05-01,21.0,89.25,202.39272
2022-05-01,21.0,87.75,200.00006
2022-05-01,21.25,87.0,196.79019
2022-05-01,20.75,90.75,202.23564
2022-05-01,21.0,90.75,203.78012
2022-05-01,21.0,89.0,202.08554
2022-05-01,21.0,87.0,200.1715
2022-05-01,21.0,89.5,202.57117
2022-05-01,20.25,90.75,201.17416
2022-05-01,21.0,88.75,200.14679
2022-05-01,21.0,90.5,203.58217
2022-05-01,20.25,91.0,201.59967
2022-05-01,21.0,90.0,204.2909
2022-05-01,21.75,90.0,211.63818
2022-05-01,21.25,89.5,204.0748
2022-05-01,20.0,89.5,200.05565
2022-05-01,20.5,88.25,201.45236
2022-05-01,21.25,89.75,205.95609
2022-05-01,21.25,91.0,211.43071
2022-05-01,20.0,90.0,200.53546
2022-05-01,20.5,90.5,201.31607
2022-05-01,21.5,89.5,202.06795
2022-05-01,20.5,87.5,201.93913
2022-05-01,21.75,90.5,244.3055
2022-05-01,20.25,87.25,202.51749
2022-05-01,20.75,88.0,201.30235
2022-05-01,20.0,87.0,202.21718
2022-05-01,21.5,87.25,197.22363
2022-05-01,20.5,90.25,201.24287
2022-05-01,21.5,89.75,206.13339
2022-05-01,21.5,88.25,195.7543
2022-05-01,21.25,89.25,202.38788
2022-05-01,20.75,89.25,201.12624
2022-05-01,20.5,91.0,202.03851
2022-05-01,21.25,89.0,199.8951
2022-05-01,20.75,87.0,201.53438
2022-05-01,20.75,89.0,201.49522
2022-05-01,20.5,88.75,200.82487
2022-05-01,20.75,88.75,201.47888
2022-05-01,20.5,88.5,201.10622
2022-05-01,20.5,90.75,201.63058
2022-05-01,21.25,90.75,208.95445
2022-05-01,20.5,87.75,202.0147
2022-05-01,21.25,90.5,207.09293
2022-05-01,20.75,88.25,201.43074
2022-05-01,20.0,89.75,200.36769
2022-05-01,20.0,87.5,200.97887
2022-05-01,20.0,91.0,201.08656
2022-05-01,22.25,90.75,290.1112
2022-05-01,21.75,90.25,232.43965
2022-05-01,20.0,88.5,199.87003
2022-05-01,21.25,90.25,214.61887
2022-05-01,21.5,89.0,199.29164
2022-05-01,21.75,88.0,195.97331
2022-05-01,20.75,88.5,201.46074
2022-05-01,21.5,88.5,196.95137
2022-05-01,20.0,90.75,200.84398
2022-05-01,21.25,90.0,210.3026
2022-05-01,22.25,91.0,292.44907
2022-05-01,21.5,89.25,199.77048
2022-05-01,20.25,87.0,203.11737
2022-05-01,20.0,89.25,199.91727
2022-05-01,21.75,87.75,196.49713
2022-05-01,20.5,88.0,201.75691
2022-05-01,21.5,87.5,196.11433
2022-05-01,20.75,87.75,201.04211
2022-05-01,20.5,87.25,202.20277
2022-05-01,20.5,87.0,202.25221
2022-05-01,20.5,89.75,200.59573
2022-05-01,21.25,88.0,197.14459
2022-05-01,21.5,90.5,233.61844
2022-05-01,20.75,87.25,200.9641
2022-05-01,20.0,90.25,200.78241
2022-05-01,21.25,87.75,197.67125
2022-05-01,22.0,90.5,241.7761
2022-05-01,20.25,88.0,200.95189
2022-05-01,20.0,88.75,199.82536
2022-05-01,20.75,90.0,202.2432
2022-05-01,20.5,89.25,200.51012
2022-05-01,20.0,88.25,199.93938
2022-05-01,21.5,90.75,244.88852
2022-05-01,20.75,87.5,200.69109
2022-05-01,21.5,87.75,195.98215
2022-05-01,20.5,89.5,200.59523
2022-05-01,21.5,91.0,246.05847
2022-05-01,22.0,91.0,265.9771
2022-05-01,20.0,90.5,201.10977
2022-05-01,21.25,87.5,197.79149
2022-05-01,21.5,88.75,198.67409
2022-05-01,21.75,91.0,250.34279
2022-05-01,21.5,88.0,195.6076
2022-05-01,20.5,89.0,200.53299
2022-05-01,20.75,89.5,201.18251
2022-05-01,20.0,89.0,199.84616
2022-05-01,20.5,90.0,200.91087
2022-05-01,20.25,87.5,201.91948
2022-05-01,21.25,88.5,196.39035
2022-05-01,21.75,89.5,200.12953
2022-05-01,21.75,90.75,247.49425
2022-05-01,21.5,90.25,223.60236
2022-05-01,21.5,90.0,211.4711
2022-05-01,21.25,88.25,196.66565
2022-05-01,20.75,89.75,201.83502
2022-05-01,20.0,87.75,200.53246
2022-05-01,20.25,87.75,201.50374
2022-05-01,21.25,88.75,197.12424
2022-06-01,21.5,88.0,196.29092
2022-06-01,21.75,90.0,227.61163
2022-06-01,21.75,87.75,197.92418
2022-06-01,20.5,91.0,202.39133
2022-06-01,21.0,89.25,201.10992
2022-06-01,21.0,87.25,198.44475
2022-06-01,20.75,87.25,199.3808
2022-06-01,20.0,90.25,200.61581
2022-06-01,21.5,88.25,196.30132
2022-06-01,21.0,89.5,202.00386
2022-06-01,20.5,88.5,200.1476
2022-06-01,20.0,90.0,200.08632
2022-06-01,21.75,91.0,274.76285
2022-06-01,20.25,89.25,199.65482
2022-06-01,22.5,90.75,248.23514
2022-06-01,21.5,88.5,197.78027
2022-06-01,20.75,87.0,199.35411
2022-06-01,21.25,87.5,196.1403
2022-06-01,20.5,90.75,202.68575
2022-06-01,21.75,90.75,274.58002
2022-06-01,21.0,88.5,198.20757
2022-06-01,21.5,90.0,230.13948
2022-06-01,20.5,89.0,200.12444
2022-06-01,20.5,90.0,202.21298
2022-06-01,20.0,89.0,199.2691
2022-06-01,20.25,89.75,199.79233
2022-06-01,20.25,90.0,200.54747
2022-06-01,21.0,87.75,197.6026
2022-06-01,21.5,90.25,250.7922
2022-06-01,20.0,87.25,199.77837
2022-06-01,21.5,90.5,266.06198
2022-06-01,20.5,89.5,200.1922
2022-06-01,20.0,88.75,199.24911
2022-06-01,21.0,88.25,197.75705
2022-06-01,21.5,90.75,268.11227
2022-06-01,20.5,89.25,199.7755
2022-06-01,21.5,91.0,263.99088
2022-06-01,20.5,89.75,201.6356
2022-06-01,21.5,88.75,199.2634
2022-06-01,20.0,89.25,199.26227
2022-06-01,21.5,89.75,215.2059
2022-06-01,21.0,87.5,198.00978
2022-06-01,20.25,90.25,200.99443
2022-06-01,20.0,89.75,199.11124
2022-06-01,22.25,91.0,313.3925
2022-06-01,21.0,89.0,199.75539
2022-06-01,21.5,89.0,199.4518
2022-06-01,20.0,87.0,199.92157
2022-06-01,20.0,88.5,199.25984
2022-06-01,21.75,90.5,272.16306
2022-06-01,21.5,89.25,201.16974
2022-06-01,20.0,89.5,199.07816
2022-06-01,20.25,89.5,199.45453
2022-06-01,22.5,91.0,263.9484
2022-06-01,21.75,89.75,216.31049
2022-06-01,20.5,90.5,202.80875
2022-06-01,21.5,89.5,206.70209
2022-06-01,21.0,88.75,198.63567
2022-06-01,20.5,90.25,202.58206
2022-06-01,20.5,88.75,200.16354
2022-06-01,22.0,90.75,296.1328
2022-06-01,20.0,90.5,200.9659
2022-06-01,20.5,88.25,200.43382
2022-06-01,21.25,89.75,208.34529
2022-06-01,20.25,87.75,200.26454
2022-06-01,20.75,89.75,202.9244
2022-06-01,20.25,90.75,201.21274
2022-06-01,20.75,88.75,199.96086
2022-06-01,20.25,87.0,200.9796
2022-06-01,21.0,90.5,206.32863
2022-06-01,21.25,87.0,194.3278
2022-06-01,21.75,88.0,196.96896
2022-06-01,20.75,88.5,199.50504
2022-06-01,20.0,88.0,199.25932
2022-06-01,21.25,90.25,225.99297
2022-06-01,20.0,91.0,200.78331
2022-06-01,20.25,88.75,199.34456
2022-06-01,20.0,87.5,199.52713
2022-06-01,21.25,88.75,196.83217
2022-06-01,21.25,90.0,218.9603
2022-06-01,20.5,87.75,200.22789
2022-06-01,21.25,88.25,196.23067
2022-06-01,20.5,87.5,200.53383
2022-06-01,21.0,91.0,206.95563
2022-06-01,20.75,90.5,203.86617
2022-06-01,20.25,87.5,200.68709
2022-06-01,21.25,89.0,199.1747
2022-06-01,20.75,89.25,200.54683
2022-06-01,20.25,88.5,199.36302
2022-06-01,21.25,89.25,202.37187
2022-06-01,21.25,88.5,196.19576
2022-06-01,21.75,89.5,207.35841
2022-06-01,20.25,87.25,200.65187
2022-06-01,20.0,87.75,199.34703
2022-06-01,21.0,88.0,197.85806
2022-06-01,21.25,89.5,204.68925
2022-06-01,20.75,90.75,203.8644
2022-06-01,20.75,89.5,201.74677
2022-06-01,21.0,90.75,206.39845
2022-06-01,20.75,89.0,200.1804
2022-06-01,20.5,87.0,200.19789
2022-06-01,21.25,90.5,217.2241
2022-06-01,20.5,87.25,200.45412
2022-06-01,20.25,89.0,199.6854
2022-06-01,20.75,87.75,199.01704
2022-06-01,21.25,87.25,196.65547
2022-06-01,20.75,90.0,202.94716
2022-06-01,20.5,88.0,200.55908
2022-06-01,20.25,91.0,201.20604
2022-06-01,21.5,87.25,198.48062
2022-06-01,20.75,90.25,203.33672
2022-06-01,21.25,88.0,196.22105
2022-06-01,22.25,90.75,316.89307
2022-06-01,20.25,88.0,199.91267
2022-06-01,21.25,91.0,218.18324
2022-06-01,21.0,90.0,204.89883
2022-06-01,20.0,88.25,199.24742
2022-06-01,21.5,87.5,196.68422
2022-06-01,21.0,87.0,198.0983
2022-06-01,20.75,87.5,199.66942
2022-06-01,20.75,91.0,203.44589
2022-06-01,21.5,87.75,196.28116
2022-06-01,22.0,91.0,293.51096
2022-06-01,21.0,90.25,207.28157
2022-06-01,20.75,88.0,199.21294
2022-06-01,21.25,90.75,217.601
2022-06-01,20.75,88.25,199.31989
2022-06-01,22.0,90.5,276.72916
2022-06-01,21.0,89.75,202.4145
2022-06-01,21.75,90.25,257.08908
2022-06-01,20.0,90.75,200.869
2022-06-01,21.25,87.75,196.12546
2022-06-01,20.25,88.25,199.67879
2022-06-01,20.25,90.5,201.18513
2022-07-01,20.5,89.25,205.66534
2022-07-01,20.75,90.0,205.45244
2022-07-01,22.0,91.0,336.45358
2022-07-01,20.5,89.0,204.80048
2022-07-01,20.25,91.0,201.44298
2022-07-01,20.75,89.5,207.5319
2022-07-01,20.25,90.0,202.70164
2022-07-01,20.75,89.75,207.56851
2022-07-01,20.5,89.5,205.58038
2022-07-01,20.5,87.0,205.56047
2022-07-01,20.5,89.75,205.22203
2022-07-01,20.75,90.25,203.95897
2022-07-01,22.5,91.0,271.47614
2022-07-01,20.5,90.5,202.97694
2022-07-01,21.75,90.5,306.98175
2022-07-01,20.75,91.0,205.64827
2022-07-01,20.5,91.0,202.96907
2022-07-01,20.5,88.5,203.21695
2022-07-01,20.75,88.0,206.09224
2022-07-01,21.0,87.25,205.89711
2022-07-01,21.75,90.25,286.8672
2022-07-01,22.25,90.75,355.6993
2022-07-01,20.5,90.75,202.86093
2022-07-01,21.0,87.0,207.21272
2022-07-01,20.75,87.0,208.45148
2022-07-01,20.75,87.75,204.67363
2022-07-01,20.25,90.5,202.01135
2022-07-01,20.75,87.5,204.57933
2022-07-01,21.75,90.0,252.09186
2022-07-01,20.75,87.25,204.42029
2022-07-01,22.5,90.75,258.3233
2022-07-01,20.5,88.0,204.13261
2022-07-01,20.5,87.25,202.93547
2022-07-01,20.75,88.25,207.05162
2022-07-01,20.25,90.25,202.19377
2022-07-01,20.5,90.0,203.7053
2022-07-01,21.0,87.75,207.37561
2022-07-01,20.75,90.5,205.54408
2022-07-01,20.75,89.25,208.31677
2022-07-01,20.75,89.0,208.12614
2022-07-01,20.5,90.25,202.74283
2022-07-01,20.75,90.75,205.7266
2022-07-01,20.5,87.75,203.17355
2022-07-01,21.0,87.5,205.97108
2022-07-01,20.5,88.25,204.04935
2022-07-01,20.5,88.75,203.1442
2022-07-01,20.75,88.75,207.33688
2022-07-01,20.25,90.75,201.67184
2022-07-01,20.75,88.5,207.03136
2022-07-01,20.0,87.0,202.11226
2022-07-01,20.0,88.0,202.92181
2022-07-01,20.5,87.5,203.13272
2022-07-01,21.0,88.0,209.32613
2022-07-01,21.5,91.0,287.6604
2022-07-01,20.0,87.75,202.93849
2022-07-01,21.25,90.25,239.5364
2022-07-01,21.0,90.25,214.64212
2022-07-01,20.0,91.0,200.86324
2022-07-01,21.25,90.5,236.8868
2022-07-01,20.0,87.5,203.07988
2022-07-01,21.25,90.75,237.75494
2022-07-01,20.0,90.75,201.03752
2022-07-01,21.0,90.0,218.62418
2022-07-01,21.25,91.0,236.83514
2022-07-01,20.25,89.0,202.6381
2022-07-01,21.5,87.25,209.58209
2022-07-01,21.0,89.75,212.08322
2022-07-01,21.5,87.5,209.98302
2022-07-01,21.75,91.0,310.55054
2022-07-01,21.5,87.75,212.0847
2022-07-01,21.0,89.5,212.12405
2022-07-01,22.0,90.75,334.1112
2022-07-01,20.25,89.25,203.31902
2022-07-01,20.0,90.25,201.78584
2022-07-01,21.75,87.75,212.88226
2022-07-01,21.5,88.0,213.85895
2022-07-01,21.5,88.25,214.3371
2022-07-01,20.0,90.0,201.98439
2022-07-01,21.25,90.0,239.29135
2022-07-01,21.75,88.0,208.47733
2022-07-01,20.25,87.0,202.7203
2022-07-01,21.25,89.75,229.10506
2022-07-01,21.25,87.25,206.80038
2022-07-01,22.0,90.5,302.23547
2022-07-01,20.25,88.25,203.5627
2022-07-01,21.25,87.5,206.90295
2022-07-01,20.25,88.0,203.46503
2022-07-01,21.25,87.75,208.62428
2022-07-01,20.0,88.25,202.84296
2022-07-01,21.25,88.0,211.40897
2022-07-01,21.25,87.0,204.0172
2022-07-01,20.25,87.75,203.05023
2022-07-01,21.0,91.0,214.05998
2022-07-01,21.0,89.25,214.14542
2022-07-01,21.25,88.25,213.90407
2022-07-01,20.25,88.5,202.83101
2022-07-01,20.25,87.5,202.93425
2022-07-01,21.25,88.75,217.73186
2022-07-01,21.0,90.75,214.45561
2022-07-01,21.25,89.0,219.88092
2022-07-01,21.75,89.5,232.83388
2022-07-01,20.25,87.25,202.50626
2022-07-01,21.25,89.25,221.62805
2022-07-01,21.25,89.5,223.4749
2022-07-01,21.0,90.5,214.23178
2022-07-01,20.25,88.75,202.18053
2022-07-01,21.25,88.5,216.02708
2022-07-01,21.5,88.5,215.6325
2022-07-01,20.0,90.5,201.43144
2022-07-01,20.25,89.75,203.56442
2022-07-01,21.5,89.25,223.63264
2022-07-01,21.5,90.5,295.83765
2022-07-01,21.5,90.25,278.64594
2022-07-01,20.0,89.5,202.39513
2022-07-01,20.0,88.5,202.15077
2022-07-01,20.0,89.0,202.04749
2022-07-01,21.5,89.0,219.4076
2022-07-01,21.75,89.75,240.89243
2022-07-01,21.5,89.5,228.5942
2022-07-01,21.0,88.75,213.52913
2022-07-01,21.0,88.5,212.73737
2022-07-01,21.5,90.0,250.03372
2022-07-01,21.5,89.75,235.81894
2022-07-01,20.0,89.25,202.26048
2022-07-01,20.0,87.25,203.27216
2022-07-01,20.25,89.5,203.44104
2022-07-01,21.75,90.75,311.13467
2022-07-01,21.5,90.75,297.72638
2022-07-01,20.0,88.75,201.94398
2022-07-01,21.0,88.25,211.58522
2022-07-01,21.0,89.0,214.27858
2022-07-01,21.5,88.75,217.73154
2022-07-01,20.0,89.75,202.3258
2022-07-01,22.25,91.0,362.23987
2022-08-01,21.25,89.5,227.85684
2022-08-01,20.0,89.0,203.7028
2022-08-01,20.75,89.25,213.77043
2022-08-01,21.25,87.5,213.75726
2022-08-01,20.5,87.5,208.72397
2022-08-01,20.5,89.25,207.77426
2022-08-01,21.25,89.0,221.49883
2022-08-01,20.75,89.0,215.92204
2022-08-01,20.25,87.25,206.53867
2022-08-01,20.5,89.0,209.24738
2022-08-01,20.5,87.25,207.28036
2022-08-01,21.5,90.75,305.30338
2022-08-01,21.5,90.0,252.67609
2022-08-01,21.25,89.25,224.66945
2022-08-01,21.75,88.0,216.32306
2022-08-01,21.5,89.75,238.58806
2022-08-01,21.25,88.0,220.30687
2022-08-01,21.25,88.75,221.47147
2022-08-01,20.25,88.0,212.24013
2022-08-01,20.5,89.5,206.5988
2022-08-01,21.5,90.5,307.5243
2022-08-01,20.0,88.25,208.79576
2022-08-01,20.5,87.0,212.98393
2022-08-01,20.75,89.75,210.53947
2022-08-01,20.25,87.75,211.34702
2022-08-01,20.0,87.75,210.97464
2022-08-01,21.25,87.75,216.83221
2022-08-01,21.5,90.25,289.43704
2022-08-01,20.5,89.75,206.02489
2022-08-01,21.25,88.25,221.41008
2022-08-01,22.0,91.0,336.22696
2022-08-01,20.75,89.5,211.52766
2022-08-01,20.75,88.75,217.50603
2022-08-01,21.25,88.5,221.76736
2022-08-01,20.0,88.75,204.36888
2022-08-01,21.75,90.0,254.27164
2022-08-01,20.25,87.5,209.4186
2022-08-01,21.75,90.5,310.56244
2022-08-01,20.75,90.0,209.46202
2022-08-01,20.5,91.0,204.07942
2022-08-01,20.0,89.25,203.3956
2022-08-01,20.5,90.0,204.75436
2022-08-01,21.75,91.0,308.30188
2022-08-01,22.25,90.75,360.8958
2022-08-01,20.0,89.5,203.23941
2022-08-01,20.75,87.5,208.87708
2022-08-01,21.5,87.5,220.68025
2022-08-01,20.5,90.5,204.2831
2022-08-01,21.5,89.0,218.22058
2022-08-01,21.5,87.75,222.93605
2022-08-01,20.5,88.25,214.25157
2022-08-01,20.75,87.25,209.77817
2022-08-01,21.25,87.25,213.38272
2022-08-01,20.0,90.25,202.16125
2022-08-01,21.75,87.75,224.54181
2022-08-01,20.5,90.75,204.34941
2022-08-01,21.5,88.0,223.59761
2022-08-01,20.75,87.0,219.07191
2022-08-01,20.0,87.0,204.98918
2022-08-01,21.5,88.25,220.65054
2022-08-01,20.0,90.0,202.42107
2022-08-01,21.5,88.75,217.98174
2022-08-01,22.25,91.0,374.053
2022-08-01,20.5,88.5,213.52773
2022-08-01,20.0,89.75,202.88084
2022-08-01,20.25,87.0,205.88303
2022-08-01,20.0,90.5,201.96933
2022-08-01,20.5,88.0,213.12704
2022-08-01,21.25,89.75,232.95763
2022-08-01,20.75,88.5,217.50456
2022-08-01,21.5,88.5,218.70706
2022-08-01,21.25,90.0,247.22443
2022-08-01,21.75,90.75,312.8751
2022-08-01,20.5,90.25,203.96266
2022-08-01,21.25,90.25,257.1174
2022-08-01,20.0,91.0,201.72939
2022-08-01,21.5,89.5,231.5799
2022-08-01,21.25,90.5,248.99608
2022-08-01,20.75,87.75,210.0468
2022-08-01,20.5,87.75,210.8907
2022-08-01,20.0,88.5,206.14833
2022-08-01,21.25,90.75,246.56465
2022-08-01,20.0,90.75,201.83893
2022-08-01,21.5,89.25,223.52773
2022-08-01,20.75,88.0,212.77399
2022-08-01,20.0,87.5,209.69676
2022-08-01,20.5,88.75,211.356
2022-08-01,21.25,91.0,241.7491
2022-08-01,21.75,90.25,289.38382
2022-08-01,21.5,87.25,217.14337
2022-08-01,20.75,88.25,215.98474
2022-08-01,20.75,90.25,207.35098
2022-08-01,21.0,88.0,214.4013
2022-08-01,21.0,89.5,220.00258
2022-08-01,21.0,89.25,220.26306
2022-08-01,20.25,89.75,203.81721
2022-08-01,21.0,91.0,214.94597
2022-08-01,20.75,90.5,206.77525
2022-08-01,21.0,87.0,217.70935
2022-08-01,20.25,90.0,202.59662
2022-08-01,21.5,91.0,290.81326
2022-08-01,21.0,90.5,218.17267
2022-08-01,20.25,88.5,209.0069
2022-08-01,20.25,90.25,202.13472
2022-08-01,21.0,89.0,220.04065
2022-08-01,22.5,91.0,282.53384
2022-08-01,21.0,88.5,219.10704
2022-08-01,20.25,90.5,202.1784
2022-08-01,22.5,90.75,262.86435
2022-08-01,20.25,89.5,204.5752
2022-08-01,20.75,91.0,206.97314
2022-08-01,20.75,90.75,206.98103
2022-08-01,21.0,90.25,225.0589
2022-08-01,21.0,87.75,211.54453
2022-08-01,21.0,87.5,209.87592
2022-08-01,20.0,87.25,208.08832
2022-08-01,20.0,88.0,210.78719
2022-08-01,20.25,90.75,202.1544
2022-08-01,21.75,89.5,236.7308
2022-08-01,21.75,89.75,246.02977
2022-08-01,21.0,88.75,219.7833
2022-08-01,20.25,88.75,206.50745
2022-08-01,21.0,90.75,216.72847
2022-08-01,20.25,89.0,205.32057
2022-08-01,21.0,90.0,226.87152
2022-08-01,20.25,91.0,202.02701
2022-08-01,22.0,90.5,303.5357
2022-08-01,20.25,89.25,205.03168
2022-08-01,21.0,89.75,221.37675
2022-08-01,22.0,90.75,334.66797
2022-08-01,21.0,87.25,212.19371
2022-08-01,21.25,87.0,210.79883
2022-08-01,20.25,88.25,211.44325
2022-08-01,21.0,88.25,217.25244
2022-09-01,22.25,90.75,379.98907
2022-09-01,20.0,91.0,204.40424
2022-09-01,20.75,91.0,206.353
2022-09-01,20.25,89.25,205.49448
2022-09-01,21.5,89.0,217.94585
2022-09-01,21.25,90.0,255.21725
2022-09-01,21.0,90.25,235.06888
2022-09-01,20.5,90.5,204.56845
2022-09-01,20.75,88.5,218.0961
2022-09-01,21.0,87.25,211.01997
2022-09-01,20.75,87.0,216.02682
2022-09-01,20.25,89.5,205.0543
2022-09-01,20.5,88.0,213.72893
2022-09-01,21.25,89.75,228.57446
2022-09-01,21.25,90.25,277.63974
2022-09-01,21.75,90.75,353.2196
2022-09-01,21.75,89.5,225.19984
2022-09-01,20.5,88.25,213.50334
2022-09-01,20.0,90.25,204.8115
2022-09-01,21.5,87.75,222.86314
2022-09-01,21.5,89.25,217.24553
2022-09-01,20.75,88.75,217.82014
2022-09-01,20.5,88.75,210.58424
2022-09-01,20.0,87.25,209.77295
2022-09-01,21.0,89.5,216.15727
2022-09-01,20.75,87.25,208.4203
2022-09-01,20.25,87.0,207.60287
2022-09-01,20.25,88.75,206.23463
2022-09-01,21.75,87.75,226.13602
2022-09-01,21.0,87.5,208.66005
2022-09-01,20.0,89.5,205.58244
2022-09-01,21.5,88.75,220.78043
2022-09-01,21.25,90.5,266.32892
2022-09-01,20.0,90.0,204.86247
2022-09-01,20.0,87.5,210.33804
2022-09-01,21.75,91.0,363.6556
2022-09-01,20.5,88.5,212.37155
2022-09-01,20.25,90.5,204.49445
2022-09-01,21.0,89.75,217.67384
2022-09-01,21.25,91.0,279.51892
2022-09-01,20.5,91.0,203.76076
2022-09-01,22.0,90.75,365.7086
2022-09-01,20.75,87.75,211.63521
2022-09-01,21.75,90.5,328.76624
2022-09-01,20.0,87.0,208.51152
2022-09-01,20.25,89.0,205.61812
2022-09-01,21.5,87.25,216.77533
2022-09-01,21.0,89.25,217.18158
2022-09-01,20.0,90.5,204.72499
2022-09-01,21.5,88.25,221.78339
2022-09-01,21.5,87.5,221.90796
2022-09-01,21.75,90.25,283.59695
2022-09-01,20.25,90.25,204.5331
2022-09-01,21.5,88.0,223.92918
2022-09-01,22.5,91.0,301.22025
2022-09-01,20.0,88.0,207.97855
2022-09-01,20.5,87.75,212.71391
2022-09-01,20.0,89.75,205.06969
