time,latitude,longitude,o2
2021-12-01,21.25,90.25,238.94
2021-12-01,20.25,88.75,211.3586
2021-12-01,21.0,90.25,221.3102
2021-12-01,21.0,90.0,218.38467
2021-12-01,20.5,87.25,222.87514
2021-12-01,20.75,89.25,213.45065
2021-12-01,20.75,89.0,213.90744
2021-12-01,22.5,91.0,339.9456
2021-12-01,22.25,90.75,311.28235
2021-12-01,20.5,87.5,216.45244
2021-12-01,20.75,88.75,215.6598
2021-12-01,20.75,88.5,216.76205
2021-12-01,20.5,87.75,213.91907
2021-12-01,20.75,88.25,217.32881
2021-12-01,20.75,88.0,218.6491
2021-12-01,20.5,88.0,212.72273
2021-12-01,20.75,87.75,221.28737
2021-12-01,20.75,89.5,213.37656
2021-12-01,20.75,87.5,223.64738
2021-12-01,20.75,87.25,226.42857
2021-12-01,20.75,87.0,230.2253
2021-12-01,20.5,88.5,212.10887
2021-12-01,20.5,91.0,215.1448
2021-12-01,20.5,90.75,214.8482
2021-12-01,20.5,88.75,211.77742
2021-12-01,20.5,90.5,215.45572
2021-12-01,20.5,90.25,215.43527
2021-12-01,20.5,89.0,212.27963
2021-12-01,20.5,90.0,214.66956
2021-12-01,20.5,89.75,213.69142
2021-12-01,20.0,87.0,218.16281
2021-12-01,20.5,89.25,213.05084
2021-12-01,20.5,88.25,212.54015
2021-12-01,21.0,90.5,224.321
2021-12-01,20.75,89.75,213.72289
2021-12-01,20.75,90.0,215.38309
2021-12-01,20.25,89.0,212.44176
2021-12-01,21.0,89.75,216.1379
2021-12-01,21.0,89.5,215.46562
2021-12-01,20.25,89.25,213.31818
2021-12-01,21.0,89.25,217.02313
2021-12-01,20.25,89.5,213.80064
2021-12-01,21.0,89.0,219.26549
2021-12-01,22.5,90.75,333.92593
2021-12-01,21.0,88.75,222.02449
2021-12-01,20.25,89.75,213.82079
2021-12-01,21.0,88.5,224.79434
2021-12-01,21.0,88.25,227.55843
2021-12-01,20.25,90.0,213.86957
2021-12-01,20.5,87.0,228.63873
2021-12-01,21.0,88.0,229.81064
2021-12-01,20.25,90.25,213.37602
2021-12-01,21.0,87.5,230.49994
2021-12-01,20.0,87.25,214.23273
2021-12-01,21.0,87.25,229.306
2021-12-01,20.25,90.5,212.65782
2021-12-01,21.0,87.0,231.28976
2021-12-01,20.75,91.0,219.13113
2021-12-01,22.0,91.0,289.99933
2021-12-01,20.25,90.75,212.23802
2021-12-01,20.75,90.75,219.48048
2021-12-01,20.75,90.5,219.23492
2021-12-01,20.25,91.0,212.67448
2021-12-01,20.75,90.25,217.17532
2021-12-01,21.0,87.75,230.75403
2021-12-01,21.5,91.0,264.65985
2021-12-01,21.25,87.5,231.58972
2021-12-01,21.75,89.75,234.17712
2021-12-01,21.75,90.25,252.99806
2021-12-01,20.0,88.25,210.85432
2021-12-01,21.75,87.75,235.69817
2021-12-01,20.0,88.0,210.7169
2021-12-01,21.75,89.5,228.23885
2021-12-01,21.75,90.0,238.92209
2021-12-01,20.0,88.5,211.07237
2021-12-01,21.75,90.5,265.1456
2021-12-01,20.0,87.75,210.80965
2021-12-01,21.75,88.0,240.3256
2022-01-01,20.5,91.0,220.41006
2022-01-01,20.25,87.0,225.1144
2022-01-01,20.75,88.75,219.40216
2022-01-01,21.5,88.25,245.07158
2022-01-01,22.25,90.75,311.17633
2022-01-01,21.5,89.75,227.7999
2022-01-01,21.0,90.75,231.6984
2022-01-01,20.75,87.75,228.74106
2022-01-01,21.5,87.5,236.69566
2022-01-01,21.25,89.75,223.13504
2022-01-01,20.0,87.5,218.65817
2022-01-01,20.0,90.5,219.85785
2022-01-01,20.5,90.25,218.17357
2022-01-01,21.25,89.5,220.82413
2022-01-01,22.5,90.75,330.4254
2022-01-01,20.25,90.75,220.24722
2022-01-01,20.5,87.5,223.47237
2022-01-01,20.25,90.5,219.33553
2022-01-01,20.0,89.25,217.97209
2022-01-01,21.75,90.25,251.8226
2022-01-01,20.75,89.0,218.55357
2022-01-01,20.5,89.0,217.59744
2022-01-01,21.5,88.75,222.97188
2022-01-01,20.25,87.25,222.33105
2022-01-01,20.0,88.5,217.70627
2022-01-01,21.0,88.0,235.7143
2022-01-01,21.5,90.0,235.89603
2022-01-01,21.0,91.0,234.29912
2022-01-01,21.0,88.75,222.12483
2022-01-01,21.25,90.0,232.47919
2022-01-01,21.75,90.0,238.06453
2022-01-01,21.75,88.0,246.3571
2022-01-01,20.5,88.0,219.62141
2022-01-01,20.25,89.5,217.66676
2022-01-01,21.0,90.0,220.7284
2022-01-01,21.25,90.75,245.00047
2022-01-01,20.75,88.0,224.82289
2022-01-01,21.5,89.25,221.03827
2022-01-01,20.25,90.25,218.66527
2022-01-01,20.5,88.75,217.81047
2022-01-01,21.0,89.0,219.8779
2022-01-01,20.75,88.25,221.99297
2022-01-01,21.0,90.25,223.3691
2022-01-01,20.5,90.75,219.59836
2022-01-01,21.0,87.0,232.15982
2022-01-01,21.25,91.0,247.47481
2022-01-01,20.0,90.75,220.50584
2022-01-01,20.75,91.0,223.45445
2022-01-01,21.0,87.75,234.70164
2022-01-01,20.0,89.75,218.51022
2022-01-01,21.5,87.25,236.23979
2022-01-01,21.0,89.25,218.82304
2022-01-01,21.0,90.5,227.86305
2022-01-01,21.5,89.5,223.66486
2022-01-01,20.5,90.5,218.55252
2022-01-01,22.0,90.75,283.36646
2022-01-01,21.25,90.25,241.05655
2022-01-01,20.25,89.0,217.36247
2022-01-01,20.25,88.75,217.43983
2022-01-01,20.0,87.25,219.63301
2022-01-01,20.75,88.5,220.62868
2022-01-01,20.0,89.5,218.2311
2022-01-01,20.0,87.75,218.20663
2022-01-01,20.0,91.0,220.84071
2022-01-01,22.0,91.0,291.36554
2022-01-01,20.5,87.75,221.77353
2022-01-01,21.25,90.5,240.38489
2022-01-01,20.75,90.75,221.50891
2022-01-01,21.75,91.0,280.23782
2022-01-01,21.5,89.0,218.39597
2022-01-01,21.75,87.75,239.66127
2022-01-01,21.5,90.5,260.7777
2022-01-01,21.25,88.5,233.59666
2022-01-01,22.0,90.5,265.32855
2022-01-01,20.75,89.75,217.65076
2022-01-01,20.25,88.25,217.92134
2022-01-01,20.0,90.25,219.14337
2022-01-01,20.25,87.75,219.575
2022-01-01,20.75,87.5,229.06805
2022-01-01,20.5,89.75,217.73065
2022-01-01,20.0,87.0,221.57954
2022-01-01,20.25,91.0,220.63377
2022-01-01,20.5,88.5,218.13388
2022-01-01,21.75,90.75,273.05927
2022-01-01,21.5,90.75,267.75354
2022-01-01,21.25,87.25,230.19583
2022-01-01,20.25,88.0,218.48056
2022-01-01,21.5,88.0,244.86502
2022-01-01,21.25,88.25,241.48274
2022-01-01,20.25,90.0,218.09053
2022-01-01,20.5,89.25,217.60896
2022-01-01,21.0,88.25,232.60558
2022-01-01,20.0,90.0,218.64981
2022-01-01,20.5,87.0,228.78284
2022-01-01,21.0,89.5,218.44005
2022-01-01,20.25,89.25,217.47531
2022-01-01,21.25,88.0,241.51405
2022-01-01,20.0,88.75,217.70749
2022-01-01,20.75,87.25,228.26134
2022-01-01,20.0,88.0,217.7526
2022-01-01,21.25,87.0,233.30704
2022-01-01,21.75,90.5,264.00867
2022-01-01,20.5,89.5,217.81938
2022-01-01,21.25,89.25,221.24205
2022-01-01,21.75,89.5,222.24042
2022-01-01,20.75,89.25,217.9592
2022-01-01,20.25,89.75,217.58029
2022-01-01,22.25,91.0,316.6742
2022-01-01,20.5,88.25,218.60985
2022-01-01,21.5,87.75,239.01085
2022-01-01,21.5,90.25,249.48193
2022-01-01,20.25,88.5,217.60901
2022-01-01,21.25,87.5,230.93208
2022-01-01,21.25,89.0,220.89186
2022-01-01,20.75,87.0,231.30833
2022-01-01,20.75,90.25,218.35466
2022-01-01,20.25,87.5,221.11267
2022-01-01,21.0,88.5,226.95233
2022-01-01,20.5,90.0,217.99039
2022-01-01,21.0,89.75,218.91164
2022-01-01,20.0,88.25,217.65033
2022-01-01,21.5,88.5,235.10555
2022-01-01,20.75,90.5,219.53984
2022-01-01,21.0,87.25,228.81062
2022-01-01,21.25,88.75,223.475
2022-01-01,21.75,89.75,228.81284
2022-01-01,21.0,87.5,230.66959
2022-01-01,20.0,89.0,217.77798
2022-01-01,21.25,87.75,236.7023
2022-01-01,20.75,89.5,217.86461
2022-01-01,22.5,91.0,322.48007
2022-01-01,20.5,87.25,224.76755
2022-01-01,21.5,91.0,269.97882
2022-01-01,20.75,90.0,217.91403
2022-02-01,20.25,89.25,217.01897
2022-02-01,21.25,91.0,241.333
2022-02-01,20.75,88.0,222.12732
2022-02-01,20.75,87.5,223.27722
2022-02-01,21.75,89.75,227.88904
2022-02-01,21.5,87.75,231.54285
2022-02-01,20.5,88.25,219.29881
2022-02-01,21.0,89.75,222.00545
2022-02-01,20.25,90.5,219.54141
2022-02-01,21.5,87.5,231.13835
2022-02-01,20.75,87.75,223.09753
2022-02-01,21.0,90.0,223.24254
2022-02-01,21.0,87.25,224.58592
2022-02-01,20.0,90.5,219.47707
2022-02-01,20.25,89.0,216.97679
2022-02-01,20.75,87.25,223.83043
2022-02-01,20.5,88.0,219.85728
2022-02-01,21.5,87.25,231.34537
2022-02-01,21.5,88.0,234.46141
2022-02-01,20.0,90.25,218.72249
2022-02-01,21.0,89.5,222.20512
2022-02-01,20.25,87.0,220.9246
2022-02-01,21.0,87.0,228.14558
2022-02-01,21.25,89.0,225.60373
2022-02-01,21.75,89.5,221.99365
2022-02-01,21.0,91.0,229.35861
2022-02-01,20.25,87.5,219.61217
2022-02-01,20.5,87.25,221.93214
2022-02-01,21.25,88.75,230.10191
2022-02-01,20.75,90.5,221.31734
2022-02-01,20.75,89.5,219.60251
2022-02-01,21.25,87.0,228.78613
2022-02-01,21.25,88.5,233.40599
2022-02-01,20.75,89.75,219.76295
2022-02-01,22.0,90.5,261.12717
2022-02-01,20.25,88.5,217.34407
2022-02-01,20.25,87.75,218.90205
2022-02-01,21.25,88.25,233.94482
2022-02-01,21.25,87.25,226.48872
2022-02-01,20.5,87.0,223.94669
2022-02-01,20.25,91.0,220.01573
2022-02-01,21.25,88.0,231.68704
2022-02-01,22.5,91.0,311.71317
2022-02-01,20.75,90.0,220.37245
2022-02-01,20.25,88.25,217.71172
2022-02-01,20.25,88.0,218.2289
2022-02-01,21.25,87.75,228.53734
2022-02-01,20.0,88.0,215.87558
2022-02-01,20.75,90.25,220.66846
2022-02-01,20.0,88.25,215.51036
2022-02-01,20.0,90.75,219.80797
2022-02-01,20.75,89.25,219.88376
2022-02-01,22.0,91.0,286.8724
2022-02-01,20.75,88.25,221.50809
2022-02-01,21.0,90.25,224.76494
2022-02-01,21.25,90.75,237.86931
2022-02-01,21.75,88.0,238.89005
2022-02-01,22.0,90.75,276.94757
2022-02-01,20.75,91.0,223.68619
2022-02-01,21.25,90.5,234.69678
2022-02-01,20.5,87.75,220.59695
2022-02-01,20.0,91.0,219.76843
2022-02-01,22.25,90.75,305.53912
2022-02-01,20.25,88.75,217.08716
2022-02-01,21.25,90.25,232.56126
2022-02-01,21.25,89.25,223.37532
2022-02-01,20.75,88.5,221.10756
2022-02-01,21.25,90.0,226.85023
2022-02-01,20.0,87.5,217.35225
2022-02-01,20.75,88.75,220.85245
2022-02-01,20.25,90.75,219.823
2022-02-01,21.0,90.75,227.37898
2022-02-01,21.25,89.75,224.33015
2022-02-01,20.5,87.5,221.38493
2022-02-01,21.25,89.5,223.6044
2022-02-01,21.75,90.25,247.97725
2022-02-01,20.75,89.0,220.35732
2022-02-01,20.25,87.25,220.0429
2022-02-01,20.75,90.75,222.55788
2022-02-01,21.0,90.5,226.26643
2022-02-01,21.5,88.25,237.80879
2022-02-01,21.25,87.5,226.14467
2022-02-01,20.25,89.5,217.34183
2022-02-01,21.0,87.75,226.02507
2022-02-01,21.0,87.5,224.3406
2022-02-01,21.0,89.0,224.74832
2022-02-01,20.5,89.75,218.34708
2022-02-01,20.0,89.75,216.41747
2022-02-01,22.5,90.75,320.52713
2022-02-01,21.5,89.75,225.02365
2022-02-01,21.5,90.5,254.17381
2022-02-01,21.5,89.0,225.63408
2022-02-01,21.75,87.75,234.63196
2022-02-01,21.0,88.5,227.82396
2022-02-01,21.5,88.75,232.03723
2022-02-01,20.0,87.0,219.01596
2022-02-01,20.25,90.0,218.07314
2022-02-01,21.0,88.75,226.82422
2022-02-01,21.0,89.25,223.27074
2022-02-01,20.5,91.0,221.23326
2022-02-01,20.5,90.25,219.68222
2022-02-01,20.5,90.0,218.97556
2022-02-01,21.75,90.5,258.99442
2022-02-01,20.0,89.25,215.4882
2022-02-01,20.5,90.75,220.38571
2022-02-01,21.5,90.25,245.04619
2022-02-01,20.5,89.0,218.42397
2022-02-01,20.25,89.75,217.68344
2022-02-01,21.0,88.0,227.47607
2022-02-01,22.25,91.0,310.6059
2022-02-01,20.0,88.5,215.30173
2022-02-01,20.0,89.0,215.19678
2022-02-01,21.75,90.75,266.99484
2022-02-01,21.5,90.0,229.92915
2022-02-01,21.75,91.0,273.806
2022-02-01,20.0,88.75,215.178
2022-02-01,20.5,90.5,220.04343
2022-02-01,21.5,89.25,221.27144
2022-02-01,20.0,89.5,215.92381
2022-02-01,20.5,89.5,218.1679
2022-02-01,21.5,91.0,264.11273
2022-02-01,20.0,87.75,216.46216
2022-02-01,20.5,88.5,218.90332
2022-02-01,20.0,90.0,217.42784
2022-02-01,21.5,88.5,236.84067
2022-02-01,20.75,87.0,227.9152
2022-02-01,21.0,88.25,228.12186
2022-02-01,20.5,89.25,218.26396
2022-02-01,20.0,87.25,218.26497
2022-02-01,20.25,90.25,218.86794
2022-02-01,21.75,90.0,234.87
2022-02-01,21.5,90.75,261.14664
2022-02-01,21.5,89.5,223.33679
2022-02-01,20.5,88.75,218.62976
2022-03-01,20.75,90.75,216.91542
2022-03-01,21.25,89.5,217.85098
2022-03-01,20.0,87.25,210.84163
2022-03-01,20.0,87.0,210.83058
2022-03-01,20.75,89.0,213.57097
2022-03-01,20.5,89.0,213.10371
2022-03-01,20.0,91.0,214.22041
2022-03-01,20.0,89.5,212.21996
2022-03-01,20.25,89.5,212.19862
2022-03-01,20.0,89.25,211.6996
2022-03-01,20.25,88.75,212.21057
2022-03-01,21.0,88.75,217.82794
2022-03-01,20.5,87.5,213.14833
2022-03-01,21.25,90.0,220.5987
2022-03-01,20.0,87.5,210.71857
2022-03-01,21.0,90.5,219.6752
2022-03-01,21.0,87.75,216.39104
2022-03-01,21.5,89.5,218.07562
2022-03-01,20.5,90.25,212.62885
2022-03-01,20.25,87.0,212.47481
2022-03-01,20.25,90.75,213.83841
2022-03-01,20.75,88.5,215.22966
2022-03-01,20.75,88.75,214.79268
2022-03-01,21.5,89.75,217.63629
2022-03-01,21.0,90.75,220.1722
2022-03-01,20.5,90.5,213.69527
2022-03-01,21.25,89.75,218.8045
2022-03-01,21.25,90.25,224.08461
2022-03-01,22.25,90.75,284.00443
2022-03-01,21.75,90.25,217.77553
2022-03-01,20.25,89.25,212.04263
2022-03-01,21.5,90.0,217.74529
2022-03-01,20.25,87.75,211.46428
2022-03-01,22.5,91.0,288.51947
2022-03-01,20.0,88.0,210.71048
2022-03-01,21.25,88.25,217.62346
2022-03-01,21.5,90.75,238.64612
2022-03-01,22.0,90.5,237.45267
2022-03-01,20.5,87.0,213.83665
2022-03-01,20.5,89.25,212.87675
2022-03-01,20.25,91.0,214.96907
2022-03-01,21.25,88.0,217.29253
2022-03-01,20.5,89.75,212.36711
2022-03-01,20.0,88.75,211.28606
2022-03-01,20.25,88.25,211.6049
2022-03-01,20.25,88.0,211.55028
2022-03-01,20.5,89.5,212.54062
2022-03-01,20.0,88.25,210.80374
2022-03-01,20.75,90.0,213.4372
2022-03-01,21.25,87.25,216.34769
2022-03-01,21.25,87.75,217.33789
2022-03-01,20.75,90.25,215.22159
2022-03-01,21.5,91.0,242.49782
2022-03-01,22.5,90.75,299.16245
2022-03-01,21.0,88.25,217.7243
2022-03-01,22.0,91.0,256.9448
2022-03-01,20.75,89.75,212.62968
2022-03-01,20.25,90.0,212.0773
2022-03-01,21.25,89.25,217.9147
2022-03-01,21.0,88.5,218.22073
2022-03-01,21.0,88.0,217.19786
2022-03-01,20.75,89.25,213.19301
2022-03-01,20.25,88.5,211.87285
2022-03-01,21.25,89.0,217.82677
2022-03-01,21.5,90.25,222.48074
2022-03-01,20.25,89.75,212.20123
2022-03-01,20.5,90.0,212.27322
2022-03-01,20.5,87.75,212.47295
2022-03-01,20.5,87.25,213.46848
2022-03-01,21.75,89.5,215.64894
2022-03-01,20.25,87.5,211.66753
2022-03-01,20.0,89.0,211.49907
2022-03-01,20.75,90.5,216.2492
2022-03-01,21.25,88.75,218.78188
2022-03-01,21.75,87.75,218.80083
2022-03-01,20.75,89.5,212.90976
2022-03-01,21.25,87.0,216.32532
2022-03-01,21.25,88.5,218.45558
2022-03-01,21.75,90.75,237.45839
2022-03-01,21.5,90.5,231.18364
2022-03-01,20.0,87.75,210.63547
2022-03-01,20.25,87.25,212.01521
2022-03-01,21.0,91.0,221.23352
2022-03-01,22.25,91.0,286.06314
2022-03-01,21.5,88.5,221.16542
2022-03-01,21.75,91.0,244.33002
2022-03-01,20.25,90.25,212.34851
2022-03-01,20.75,88.25,214.82796
2022-03-01,20.75,87.25,214.23636
2022-03-01,21.75,90.5,225.86095
2022-03-01,21.5,88.75,220.71483
2022-03-01,21.0,89.0,216.06932
2022-03-01,21.5,87.25,217.05998
2022-03-01,21.0,89.5,214.59705
2022-03-01,20.0,89.75,212.09055
2022-03-01,22.0,90.75,249.47882
2022-03-01,20.0,88.5,210.98102
2022-03-01,21.75,90.0,214.93512
2022-03-01,20.0,90.75,213.81653
2022-03-01,20.0,90.25,212.63612
2022-03-01,21.0,90.0,218.2655
2022-03-01,20.5,90.75,214.88098
2022-03-01,21.5,89.0,220.08365
2022-03-01,21.75,88.0,219.3683
2022-03-01,21.0,87.0,217.231
2022-03-01,20.75,88.0,214.63663
2022-03-01,20.75,87.5,214.35544
2022-03-01,20.5,91.0,215.67857
2022-03-01,20.5,88.25,212.45586
2022-03-01,21.0,87.5,215.12431
2022-03-01,21.0,89.75,215.1946
2022-03-01,21.5,87.75,216.3223
2022-03-01,20.5,88.5,213.11475
2022-03-01,21.0,90.25,219.73491
2022-03-01,20.25,90.5,212.7783
2022-03-01,21.5,87.5,217.07663
2022-03-01,21.25,87.5,216.60786
2022-03-01,21.25,90.5,224.88196
2022-03-01,20.25,89.0,212.18225
2022-03-01,21.5,88.25,217.40132
2022-03-01,20.75,87.0,216.56993
2022-03-01,20.5,88.75,213.20616
2022-03-01,20.0,90.5,213.34604
2022-03-01,21.75,89.75,214.50656
2022-03-01,20.75,91.0,217.47253
2022-03-01,21.0,87.25,214.93945
2022-03-01,20.5,88.0,212.11734
2022-03-01,21.25,91.0,229.6449
2022-03-01,20.0,90.0,211.93124
2022-03-01,20.75,87.75,214.66405
2022-03-01,21.0,89.25,215.23958
2022-03-01,21.25,90.75,226.53894
2022-03-01,21.5,89.25,219.19205
2022-03-01,21.5,88.0,216.19711
2022-04-01,20.0,89.0,204.30525
2022-04-01,21.75,90.75,214.91696
2022-04-01,21.5,90.5,203.3507
2022-04-01,21.0,89.25,207.07466
2022-04-01,21.25,87.0,201.7529
2022-04-01,20.5,91.0,208.0127
2022-04-01,21.25,88.75,201.80293
2022-04-01,21.0,91.0,208.6353
2022-04-01,20.5,87.25,205.44434
2022-04-01,20.25,90.0,205.22598
2022-04-01,20.75,89.5,206.8809
2022-04-01,21.5,88.75,202.91963
2022-04-01,21.75,89.75,204.60136
2022-04-01,21.75,89.5,204.94234
2022-04-01,20.25,89.75,205.53336
2022-04-01,21.5,87.5,200.51947
2022-04-01,20.75,87.75,206.57593
2022-04-01,20.5,89.75,205.8394
2022-04-01,20.25,87.5,206.22879
2022-04-01,20.75,90.5,207.96088
2022-04-01,21.25,88.5,200.7079
2022-04-01,20.75,87.5,206.10007
2022-04-01,22.5,91.0,259.40656
2022-04-01,20.75,89.75,207.12755
2022-04-01,21.0,88.25,205.28578
2022-04-01,20.25,88.25,206.81993
2022-04-01,21.25,87.75,202.37462
2022-04-01,21.5,88.0,199.83417
2022-04-01,20.5,89.5,205.30124
