time,latitude,longitude,fe
2022-08-01,21.5,91.0,0.013825842
2022-08-01,21.0,90.5,0.005094086
2022-08-01,20.25,88.5,0.003546547
2022-08-01,20.25,90.25,0.0026951192
2022-08-01,21.0,89.0,0.00427903
2022-08-01,22.5,91.0,0.012845258
2022-08-01,21.0,88.5,0.0035244601
2022-08-01,20.25,90.5,0.0027555504
2022-08-01,22.5,90.75,0.01604824
2022-08-01,20.25,89.5,0.0027466877
2022-08-01,20.75,91.0,0.0034639938
2022-08-01,20.75,90.75,0.0035130072
2022-08-01,21.0,90.25,0.006053794
2022-08-01,21.0,87.75,0.0037796579
2022-08-01,21.0,87.5,0.0039069424
2022-08-01,20.0,87.25,0.003215752
2022-08-01,20.0,88.0,0.003475699
2022-08-01,20.25,90.75,0.0027644848
2022-08-01,21.75,89.5,0.0065956903
2022-08-01,21.75,89.75,0.00738611
2022-08-01,21.0,88.75,0.003838079
2022-08-01,20.25,88.75,0.0032297194
2022-08-01,21.0,90.75,0.005008072
2022-08-01,20.25,89.0,0.0028879105
2022-08-01,21.0,90.0,0.0060394467
2022-08-01,20.25,91.0,0.0026854589
2022-08-01,22.0,90.5,0.013485249
2022-08-01,20.25,89.25,0.0027378814
2022-08-01,21.0,89.75,0.0054447073
2022-08-01,22.0,90.75,0.014727039
2022-08-01,21.0,87.25,0.0046324735
2022-08-01,21.25,87.0,0.006167781
2022-08-01,20.25,88.25,0.0036080484
2022-08-01,21.0,88.25,0.0034719259
2022-09-01,22.25,90.75,0.01887551
2022-09-01,20.0,91.0,0.0023551036
2022-09-01,20.75,91.0,0.0032282611
2022-09-01,20.25,89.25,0.002294771
2022-09-01,21.5,89.0,0.0037057935
2022-09-01,21.25,90.0,0.014067541
2022-09-01,21.0,90.25,0.0059604407
2022-09-01,20.5,90.5,0.0027028662
2022-09-01,20.75,88.5,0.003104856
2022-09-01,21.0,87.25,0.003932033
2022-09-01,20.75,87.0,0.005830263
2022-09-01,20.25,89.5,0.0023102225
2022-09-01,20.5,88.0,0.0029726133
2022-09-01,21.25,89.75,0.005851072
2022-09-01,21.25,90.25,0.015862321
2022-09-01,21.75,90.75,0.0151309185
2022-09-01,21.75,89.5,0.005191723
2022-09-01,20.5,88.25,0.0029404266
2022-09-01,20.0,90.25,0.002368841
2022-09-01,21.5,87.75,0.003882778
2022-09-01,21.5,89.25,0.0036836325
2022-09-01,20.75,88.75,0.0032305373
2022-09-01,20.5,88.75,0.002827788
2022-09-01,20.0,87.25,0.0027979251
2022-09-01,21.0,89.5,0.003937728
2022-09-01,20.75,87.25,0.0042547956
2022-09-01,20.25,87.0,0.0032804129
2022-09-01,20.25,88.75,0.0024625887
2022-09-01,21.75,87.75,0.005905549
2022-09-01,21.0,87.5,0.0032380214
2022-09-01,20.0,89.5,0.0023210857
2022-09-01,21.5,88.75,0.0037002142
2022-09-01,21.25,90.5,0.0072990456
2022-09-01,20.0,90.0,0.0023343617
2022-09-01,20.0,87.5,0.0027602203
2022-09-01,21.75,91.0,0.014937683
2022-09-01,20.5,88.5,0.0028831244
2022-09-01,20.25,90.5,0.002439228
2022-09-01,21.0,89.75,0.0042345994
2022-09-01,21.25,91.0,0.008810291
2022-09-01,20.5,91.0,0.0025280963
2022-09-01,22.0,90.75,0.015553887
2022-09-01,20.75,87.75,0.0029579594
2022-09-01,21.75,90.5,0.014739573
2022-09-01,20.0,87.0,0.0028287
2022-09-01,20.25,89.0,0.0023226854
2022-09-01,21.5,87.25,0.0054559526
2022-09-01,21.0,89.25,0.0039089825
2022-09-01,20.0,90.5,0.002388887
2022-09-01,21.5,88.25,0.0035738912
2022-09-01,21.5,87.5,0.004756042
2022-09-01,21.75,90.25,0.011842099
2022-09-01,20.25,90.25,0.0023912315
2022-09-01,21.5,88.0,0.0037154094
2022-09-01,22.5,91.0,0.014081895
2022-09-01,20.0,88.0,0.0026566451
2022-09-01,20.5,87.75,0.0029132196
2022-09-01,20.0,89.75,0.0023179518
2022-09-01,21.0,87.0,0.0055194544
2022-09-01,20.5,90.75,0.0026037418
2022-09-01,20.75,88.25,0.003036653
2022-09-01,21.0,89.0,0.0035786391
2022-09-01,20.75,87.5,0.003179381
2022-09-01,21.25,90.75,0.008033031
2022-09-01,22.25,91.0,0.018360386
2022-09-01,20.0,90.75,0.0023843455
2022-09-01,21.0,90.0,0.0051165665
2022-09-01,21.5,88.5,0.003900852
2022-09-01,20.75,88.0,0.0030331765
2022-09-01,21.0,88.0,0.003100312
2022-09-01,20.5,87.5,0.0029446401
2022-09-01,21.0,90.5,0.0051831966
2022-09-01,21.5,90.25,0.013890165
2022-09-01,20.25,89.75,0.0023120905
2022-09-01,20.75,89.75,0.003537484
2022-09-01,21.0,91.0,0.005280927
2022-09-01,20.0,88.25,0.0025025343
2022-09-01,20.5,89.75,0.0026738176
2022-09-01,21.25,88.25,0.002970304
2022-09-01,20.75,90.5,0.003610862
2022-09-01,21.25,89.5,0.004268309
2022-09-01,20.75,89.5,0.003450353
2022-09-01,21.75,89.75,0.0055758585
2022-09-01,20.0,89.0,0.0023095757
2022-09-01,22.5,90.75,0.016611202
2022-09-01,21.25,88.5,0.0026751042
2022-09-01,20.25,88.5,0.002576022
2022-09-01,22.0,91.0,0.015793016
2022-09-01,20.25,87.5,0.0028540394
2022-09-01,20.5,87.0,0.004474634
2022-09-01,20.5,89.0,0.002738663
2022-09-01,20.25,87.75,0.0028689988
2022-09-01,21.25,88.0,0.00314212
2022-09-01,20.75,90.25,0.0037126124
2022-09-01,20.25,91.0,0.002406949
2022-09-01,21.25,87.25,0.004251333
2022-09-01,21.5,91.0,0.014650403
2022-09-01,20.25,88.25,0.002710607
2022-09-01,21.25,87.5,0.0035750296
2022-09-01,21.5,90.75,0.014090191
2022-09-01,20.5,89.25,0.0025686426
2022-09-01,20.75,90.0,0.003560485
2022-09-01,21.0,88.25,0.0029837254
2022-09-01,20.25,88.0,0.0028420729
2022-09-01,22.0,90.5,0.01407106
2022-09-01,20.0,88.75,0.0023193874
2022-09-01,21.25,87.0,0.005476806
2022-09-01,21.25,87.75,0.0034250324
2022-09-01,20.0,87.75,0.0027469466
2022-09-01,20.5,89.5,0.0026095624
2022-09-01,21.5,90.5,0.01434943
2022-09-01,21.75,90.0,0.006168595
2022-09-01,20.25,90.0,0.0023483182
2022-09-01,21.0,90.75,0.005481987
2022-09-01,20.5,90.0,0.0026304824
2022-09-01,20.75,90.75,0.003471694
2022-09-01,20.5,90.25,0.0026786241
2022-09-01,21.5,89.5,0.0040452927
2022-09-01,20.25,87.25,0.0030415065
2022-09-01,20.75,89.25,0.0033193182
2022-09-01,20.25,90.75,0.0024374232
2022-09-01,21.5,89.75,0.0048037847
2022-09-01,21.0,87.75,0.003111831
2022-09-01,20.75,89.0,0.003341057
2022-09-01,20.5,87.25,0.0034876247
2022-09-01,20.0,89.25,0.0023191485
2022-09-01,21.5,90.0,0.0059072888
2022-09-01,21.0,88.75,0.003206045
2022-09-01,20.0,88.5,0.002393949
2022-09-01,21.0,88.5,0.0030384196
2022-09-01,21.75,88.0,0.004910734
2022-09-01,21.25,88.75,0.0028762652
2022-09-01,21.25,89.25,0.0037552153
2022-09-01,21.25,89.0,0.003332432
2022-10-01,21.0,87.5,0.0026671838
2022-10-01,21.0,88.25,0.0028370337
2022-10-01,20.0,90.0,0.0014660453
2022-10-01,21.5,89.5,0.0045080576
2022-10-01,21.5,88.0,0.0036418908
2022-10-01,20.0,87.0,0.0021023445
2022-10-01,20.5,88.75,0.0017889969
2022-10-01,20.25,89.25,0.00140768
2022-10-01,20.0,88.75,0.001320477
2022-10-01,20.75,87.0,0.0052376515
2022-10-01,21.0,87.25,0.0032291042
2022-10-01,20.5,89.25,0.001719451
2022-10-01,22.25,91.0,0.014963061
2022-10-01,20.5,90.25,0.0020495635
2022-10-01,21.5,90.75,0.011393083
2022-10-01,21.75,90.75,0.0113794245
2022-10-01,22.5,91.0,0.010747935
2022-10-01,21.5,91.0,0.010734916
2022-10-01,21.5,89.25,0.0040760445
2022-10-01,21.0,88.75,0.0032031846
2022-10-01,20.5,88.25,0.0020458307
2022-10-01,21.0,88.0,0.00268353
2022-10-01,20.5,91.0,0.0023402278
2022-10-01,21.0,89.25,0.0030879453
2022-10-01,20.5,89.5,0.0017703219
2022-10-01,20.0,87.25,0.0018462089
2022-10-01,20.5,89.0,0.0017191718
2022-10-01,20.5,90.75,0.0022703048
2022-10-01,21.5,90.0,0.007409811
2022-10-01,20.0,89.75,0.0013913539
2022-10-01,21.0,89.0,0.0031699422
2022-10-01,20.0,89.0,0.0013078353
2022-10-01,21.5,88.75,0.004107071
2022-10-01,21.5,88.5,0.004153239
2022-10-01,21.5,89.75,0.005345885
2022-10-01,21.0,88.5,0.0030097195
2022-10-01,20.25,90.0,0.0016898501
2022-10-01,21.0,87.75,0.002634275
2022-10-01,20.5,89.75,0.0018272777
2022-10-01,20.0,89.25,0.0013060024
2022-10-01,20.25,90.25,0.0018186381
2022-10-01,20.0,88.5,0.0013280787
2022-10-01,20.5,90.5,0.0021915298
2022-10-01,22.0,90.75,0.012647657
2022-10-01,21.5,88.25,0.0036560197
2022-10-01,20.25,89.5,0.0014815134
2022-10-01,21.5,90.25,0.013282363
2022-10-01,21.5,89.0,0.0041058627
2022-10-01,20.25,89.75,0.0016137399
2022-10-01,20.5,90.0,0.0019037701
2022-10-01,21.75,90.5,0.012144605
2022-10-01,21.75,89.75,0.0057967417
2022-10-01,20.0,87.75,0.0014553791
2022-10-01,21.5,90.5,0.012265488
2022-10-01,20.0,89.5,0.0013230545
2022-10-01,20.5,88.5,0.0018984535
2022-10-01,20.75,90.25,0.0027183895
2022-10-01,21.0,89.75,0.0034894226
2022-10-01,21.5,87.75,0.003710381
2022-10-01,21.25,89.0,0.003712297
2022-10-01,21.75,91.0,0.011091982
2022-10-01,21.75,90.0,0.006601979
2022-10-01,20.75,89.0,0.0023104895
2022-10-01,20.25,87.25,0.0022916421
2022-10-01,21.0,90.5,0.0037640755
2022-10-01,21.25,89.25,0.0039030043
2022-10-01,21.75,88.0,0.004764903
2022-10-01,20.5,87.5,0.0024432265
2022-10-01,20.0,90.25,0.001604747
2022-10-01,20.25,90.75,0.0019735708
2022-10-01,20.75,88.75,0.002500816
2022-10-01,20.25,87.0,0.0026742977
2022-10-01,20.25,88.75,0.001412225
2022-10-01,21.75,89.5,0.005296404
2022-10-01,21.25,89.75,0.005843188
2022-10-01,20.75,88.5,0.0026321951
2022-10-01,21.0,90.25,0.003936984
2022-10-01,21.25,90.0,0.011380908
2022-10-01,20.0,91.0,0.001750125
2022-10-01,20.75,91.0,0.0030500824
2022-10-01,21.25,90.25,0.01126792
2022-10-01,20.75,90.75,0.0030614536
2022-10-01,20.75,89.25,0.002224411
2022-10-01,20.5,87.25,0.0026129736
2022-10-01,21.25,88.75,0.0034136616
2022-10-01,21.25,87.25,0.0035613158
2022-10-01,21.25,87.5,0.0031177308
2022-10-01,20.75,90.0,0.0024620187
2022-10-01,20.25,88.25,0.0015068037
2022-10-01,20.25,88.0,0.0016470863
2022-10-01,21.25,87.0,0.0049273586
2022-10-01,21.25,87.75,0.0030029253
2022-10-01,22.5,90.75,0.013048237
2022-10-01,21.25,88.0,0.002810496
2022-10-01,22.0,90.5,0.011770378
2022-10-01,20.25,87.75,0.0018815915
2022-10-01,20.5,87.0,0.0036745004
2022-10-01,20.75,89.75,0.0022725563
2022-10-01,21.0,91.0,0.0042882427
2022-10-01,21.25,88.25,0.0028323524
2022-10-01,20.75,89.5,0.0022252663
2022-10-01,20.75,90.5,0.0029336466
2022-10-01,20.0,88.25,0.0013319773
2022-10-01,21.25,88.5,0.0028845875
2022-10-01,20.25,87.5,0.0021030626
2022-10-01,22.0,91.0,0.012617215
2022-10-01,20.25,88.5,0.0014415425
2022-10-01,21.0,90.75,0.004159464
2022-10-01,21.25,90.5,0.0059829783
2022-10-01,20.5,87.75,0.0023815285
2022-10-01,21.25,89.5,0.004165503
2022-10-01,21.75,87.75,0.0060119233
2022-10-01,21.5,87.25,0.005029269
2022-10-01,20.0,90.5,0.0017241285
2022-10-01,21.5,87.5,0.0042617437
2022-10-01,21.25,91.0,0.0062533845
2022-10-01,20.25,90.5,0.0019283104
2022-10-01,20.25,89.0,0.0013983755
2022-10-01,21.25,90.75,0.006247791
2022-10-01,20.5,88.0,0.0022289224
2022-10-01,20.75,88.0,0.0026445824
2022-10-01,21.75,90.25,0.010968923
2022-10-01,20.0,90.75,0.001781253
2022-10-01,20.75,87.75,0.002619928
2022-10-01,21.0,87.0,0.0049043996
2022-10-01,20.0,87.5,0.0016321858
2022-10-01,21.0,90.0,0.0037278812
2022-10-01,20.0,88.0,0.001360015
2022-10-01,20.75,87.5,0.0026084385
2022-10-01,20.75,88.25,0.0026756201
2022-10-01,20.75,87.25,0.0031268978
2022-10-01,22.25,90.75,0.015450959
2022-10-01,21.0,89.5,0.0032369567
2022-10-01,20.25,91.0,0.001998442
2022-11-01,20.75,89.5,0.0018248239
2022-11-01,20.75,89.75,0.0021521163
2022-11-01,21.5,87.5,0.0049996865
2022-11-01,22.0,90.75,0.010586391
2022-11-01,21.25,88.5,0.0031380402
2022-11-01,20.75,87.5,0.002630849
2022-11-01,21.5,90.0,0.0039904322
2022-11-01,21.0,87.0,0.0040464425
2022-11-01,21.5,88.0,0.005069742
2022-11-01,20.5,89.75,0.0015087932
2022-11-01,20.75,87.0,0.0044927076
2022-11-01,22.0,90.5,0.010206282
2022-11-01,21.25,88.25,0.0036609569
2022-11-01,20.75,88.25,0.002107932
2022-11-01,21.0,91.0,0.004315552
2022-11-01,21.25,87.25,0.0034719035
2022-11-01,21.5,90.75,0.008561866
2022-11-01,21.75,90.25,0.0073563326
2022-11-01,22.5,90.75,0.007765357
2022-11-01,20.75,90.0,0.0024050272
2022-11-01,21.0,88.0,0.00327811
2022-11-01,21.75,89.75,0.004729157
2022-11-01,21.5,91.0,0.008319434
2022-11-01,21.75,90.5,0.009393082
2022-11-01,21.25,87.5,0.003275895
2022-11-01,20.75,87.25,0.0026172746
2022-11-01,21.25,87.0,0.0051405686
2022-11-01,21.5,87.75,0.0048122737
2022-11-01,21.25,87.75,0.0038440994
2022-11-01,21.5,90.5,0.00922197
2022-11-01,21.0,88.25,0.0028234546
2022-11-01,20.75,90.25,0.0027381508
2022-11-01,21.0,89.5,0.002453043
2022-11-01,20.5,89.5,0.0012290896
2022-11-01,21.0,89.25,0.0020546454
2022-11-01,21.25,88.0,0.0040233135
2022-11-01,21.0,87.25,0.0027955945
2022-11-01,22.25,90.75,0.011164197
2022-11-01,21.5,90.25,0.00900124
2022-11-01,22.25,91.0,0.01142384
2022-11-01,20.75,89.25,0.0014394346
2022-11-01,21.5,87.25,0.0055537215
2022-11-01,21.25,90.75,0.005831465
2022-11-01,20.75,90.75,0.0031378316
2022-11-01,21.0,87.5,0.0025737728
2022-11-01,20.75,88.0,0.002616625
2022-11-01,20.75,88.5,0.0017476272
2022-11-01,21.5,88.5,0.0048185983
2022-11-01,21.75,90.75,0.009205748
2022-11-01,21.5,89.0,0.003693246
2022-11-01,21.0,90.25,0.004236161
2022-11-01,21.0,88.75,0.0021778927
2022-11-01,21.25,89.75,0.0035690619
2022-11-01,20.5,90.5,0.0023406348
2022-11-01,21.25,90.0,0.006892747
2022-11-01,21.0,90.0,0.003306872
2022-11-01,21.75,89.5,0.0050240173
2022-11-01,21.5,88.75,0.0041715656
2022-11-01,21.25,90.5,0.005985534
2022-11-01,21.25,90.25,0.00854883
2022-11-01,20.75,91.0,0.003088651
2022-11-01,20.5,90.75,0.0023562042
2022-11-01,21.0,89.0,0.0019724232
2022-11-01,21.0,90.75,0.004214265
2022-11-01,21.25,91.0,0.0058971527
2022-11-01,21.25,89.5,0.0029631641
2022-11-01,21.75,87.75,0.006870238
2022-11-01,21.5,89.75,0.0031804019
2022-11-01,21.25,88.75,0.0029508336
2022-11-01,20.5,91.0,0.0023280052
2022-11-01,21.0,87.75,0.0032394475
2022-11-01,21.75,91.0,0.008427371
2022-11-01,21.0,89.75,0.00281071
2022-11-01,21.25,89.0,0.002592364
2022-11-01,20.5,90.0,0.0018610888
2022-11-01,21.5,89.25,0.0029987697
2022-11-01,21.0,88.5,0.0024088195
2022-11-01,20.75,89.0,0.0013453892
2022-11-01,21.5,89.5,0.0028515973
2022-11-01,21.75,88.0,0.0061543672
2022-11-01,21.0,90.5,0.003985962
2022-11-01,21.75,90.0,0.0044003753
2022-11-01,20.5,90.25,0.0021673876
2022-11-01,21.5,88.25,0.0044042836
2022-11-01,21.25,89.25,0.0026214905
2022-11-01,20.75,87.75,0.002880406
2022-11-01,22.0,91.0,0.010014683
2022-11-01,20.75,88.75,0.0014698483
2022-11-01,20.75,90.5,0.0029947278
2022-11-01,20.25,90.5,0.0015567165
2022-11-01,20.25,90.0,0.0012195887
2022-11-01,20.0,88.25,0.0011802833
2022-11-01,20.5,88.25,0.0014497354
2022-11-01,20.25,88.5,0.0010977298
2022-11-01,20.0,89.75,0.00093708746
2022-11-01,20.0,88.75,0.0009955451
2022-11-01,20.25,89.5,0.0009734093
2022-11-01,20.5,87.0,0.0030157403
2022-11-01,20.5,87.5,0.002502366
2022-11-01,20.5,87.75,0.0023899877
2022-11-01,20.0,87.75,0.0015655432
2022-11-01,20.25,88.25,0.0012001214
2022-11-01,20.5,88.75,0.0010869423
2022-11-01,20.5,89.0,0.0010715869
2022-11-01,20.25,89.0,0.001027628
2022-11-01,20.0,88.0,0.0013271304
2022-11-01,20.0,89.5,0.0009383148
2022-11-01,22.5,91.0,0.006232159
2022-11-01,20.0,90.5,0.001083465
2022-11-01,20.0,89.0,0.0009654724
2022-11-01,20.25,89.75,0.0010500654
2022-11-01,20.5,89.25,0.0011080622
2022-11-01,20.25,91.0,0.0017033331
2022-11-01,20.25,90.75,0.0016068802
2022-11-01,20.25,88.75,0.0010550237
2022-11-01,20.0,87.25,0.0016628384
2022-11-01,20.0,87.5,0.0017346911
2022-11-01,20.25,88.0,0.0014691132
2022-11-01,20.5,88.0,0.0018641575
2022-11-01,20.25,87.5,0.0022163922
2022-11-01,20.0,89.25,0.0009489709
2022-11-01,20.0,91.0,0.0012491582
2022-11-01,20.0,87.0,0.0016513427
2022-11-01,20.25,87.75,0.0019419095
2022-11-01,20.0,88.5,0.0010723457
2022-11-01,20.0,90.0,0.00095060683
2022-11-01,20.5,87.25,0.002375885
2022-11-01,20.25,87.0,0.0021713593
2022-11-01,20.25,90.25,0.0014240065
2022-11-01,20.0,90.25,0.0009965604
2022-11-01,20.25,89.25,0.0009973751
2022-11-01,20.5,88.5,0.0012105261
2022-11-01,20.0,90.75,0.0011326051
2022-11-01,20.25,87.25,0.0021834297
2022-12-01,20.0,89.5,0.00069041434
2022-12-01,20.5,90.75,0.0016098775
2022-12-01,20.75,89.25,0.0009788648
2022-12-01,20.0,87.75,0.00094003923
2022-12-01,21.5,89.25,0.002729966
2022-12-01,21.25,89.5,0.0024164165
2022-12-01,21.0,90.25,0.0020782358
2022-12-01,21.75,90.5,0.007558785
2022-12-01,20.75,89.5,0.0010738797
2022-12-01,21.0,91.0,0.0027922885
2022-12-01,20.25,89.75,0.0007082076
2022-12-01,20.25,91.0,0.0015967599
2022-12-01,21.75,91.0,0.007180979
2022-12-01,20.0,87.5,0.0013091903
2022-12-01,21.0,88.25,0.0021708235
2022-12-01,21.0,90.5,0.0021298083
2022-12-01,21.5,88.5,0.0054199384
2022-12-01,20.5,90.25,0.0013735681
2022-12-01,20.75,90.0,0.0012657915
2022-12-01,21.25,89.75,0.003282432
2022-12-01,22.5,90.75,0.005903956
2022-12-01,21.0,88.5,0.0016307019
2022-12-01,22.5,91.0,0.0053807986
2022-12-01,20.0,89.75,0.00068922935
2022-12-01,21.25,87.5,0.003564812
2022-12-01,21.5,88.75,0.0040648556
2022-12-01,20.25,87.0,0.0018339974
2022-12-01,20.75,89.75,0.0011490623
2022-12-01,20.5,88.75,0.0006759196
2022-12-01,20.5,87.25,0.0019084486
2022-12-01,21.75,90.75,0.0073435367
2022-12-01,20.5,87.0,0.0030327505
2022-12-01,20.5,90.5,0.0015330252
2022-12-01,20.25,88.75,0.0006482028
2022-12-01,21.0,88.75,0.0015423241
2022-12-01,20.25,87.25,0.0015217646
2022-12-01,21.25,89.25,0.0022486974
2022-12-01,20.25,89.25,0.0006659778
2022-12-01,21.75,89.5,0.005281568
2022-12-01,21.0,89.25,0.0015429166
2022-12-01,20.0,88.75,0.0006533747
2022-12-01,21.5,90.75,0.0061729285
2022-12-01,20.5,88.25,0.00077086233
2022-12-01,20.0,88.25,0.0006973454
2022-12-01,20.75,87.25,0.00237323
2022-12-01,20.25,87.5,0.0015339688
2022-12-01,20.75,88.0,0.001667442
2022-12-01,21.5,91.0,0.0060923574
2022-12-01,21.0,89.75,0.0017326876
2022-12-01,20.25,89.0,0.0006531951
2022-12-01,21.25,88.5,0.0027800216
2022-12-01,21.0,89.5,0.0016476784
2022-12-01,21.75,88.0,0.0066614947
2022-12-01,20.75,87.75,0.0025115036
2022-12-01,20.5,88.0,0.00094016583
2022-12-01,20.25,87.75,0.0010993282
2022-12-01,21.25,88.25,0.0037949095
2022-12-01,20.75,87.5,0.0025464587
2022-12-01,20.0,88.5,0.00065741607
2022-12-01,21.75,87.75,0.0077296724
2022-12-01,20.5,87.75,0.0015808026
2022-12-01,21.5,89.5,0.0026784064
2022-12-01,20.75,88.25,0.0011088598
2022-12-01,21.25,88.0,0.0042934823
2022-12-01,21.75,90.25,0.005971772
2022-12-01,20.25,88.0,0.0007690296
2022-12-01,21.25,87.75,0.004109844
2022-12-01,20.75,89.0,0.00089319854
2022-12-01,20.0,89.25,0.000685061
2022-12-01,21.5,89.75,0.0029068044
2022-12-01,20.5,88.5,0.0007158789
2022-12-01,20.5,91.0,0.0017016556
2022-12-01,20.25,89.5,0.0006806435
2022-12-01,21.5,90.0,0.0034953302
2022-12-01,20.75,88.75,0.0009314324
2022-12-01,20.5,87.5,0.001963964
2022-12-01,21.75,90.0,0.0044363877
2022-12-01,20.0,88.0,0.0007657328
2022-12-01,21.25,89.0,0.0021528073
2022-12-01,21.0,89.0,0.0014792745
2022-12-01,21.0,90.0,0.0018505797
2022-12-01,20.75,88.5,0.0009812545
2022-12-01,20.0,89.0,0.000671823
2022-12-01,21.75,89.75,0.0049095117
2022-12-01,20.75,87.0,0.004450603
2022-12-01,21.5,90.25,0.005779217
2022-12-01,21.25,88.75,0.002284722
2022-12-01,21.5,90.5,0.006592527
2022-12-01,20.75,90.25,0.0014778454
2022-12-01,21.5,89.0,0.0032473588
2022-12-01,21.25,91.0,0.004074062
2022-12-01,21.25,90.5,0.0040155407
2022-12-01,21.5,87.25,0.0057052076
2022-12-01,20.25,90.0,0.00079538085
2022-12-01,20.75,90.5,0.0015932982
2022-12-01,20.5,89.75,0.0008679041
2022-12-01,21.25,90.25,0.005482817
2022-12-01,20.25,88.5,0.0006583895
2022-12-01,21.0,87.75,0.0034724732
2022-12-01,21.0,87.25,0.002625033
2022-12-01,20.5,90.0,0.0010596769
2022-12-01,20.0,87.0,0.0013885098
2022-12-01,20.0,90.5,0.00093214697
2022-12-01,21.5,87.75,0.00508163
2022-12-01,21.0,87.5,0.0028626325
2022-12-01,20.5,89.25,0.0006999905
2022-12-01,20.5,89.0,0.0006602756
2022-12-01,22.25,90.75,0.010112078
2022-12-01,22.0,91.0,0.009678093
2022-12-01,21.0,88.0,0.0030838775
2022-12-01,21.5,87.5,0.005378845
2022-12-01,21.5,88.0,0.0054515796
2022-12-01,21.0,90.75,0.0025238632
2022-12-01,20.75,91.0,0.001894603
2022-12-01,22.25,91.0,0.010197339
2022-12-01,20.25,88.25,0.0006925504
2022-12-01,21.25,87.25,0.0033900337
2022-12-01,20.25,90.75,0.0014912911
2022-12-01,21.0,87.0,0.003901407
2022-12-01,22.0,90.5,0.008979566
2022-12-01,20.0,90.25,0.00075357343
2022-12-01,21.25,90.75,0.0039879996
2022-12-01,22.0,90.75,0.009794073
2022-12-01,20.0,87.25,0.0013071807
2022-12-01,20.0,90.75,0.0011222495
2022-12-01,20.0,91.0,0.0013019124
2022-12-01,21.25,90.0,0.0052925693
2022-12-01,20.25,90.5,0.0013279734
2022-12-01,20.25,90.25,0.0010698624
2022-12-01,20.5,89.5,0.0007980729
2022-12-01,21.5,88.25,0.004777545
2022-12-01,20.75,90.75,0.0017169245
2022-12-01,20.0,90.0,0.0006865909
2022-12-01,21.25,87.0,0.0050363587
2023-01-01,21.75,90.25,0.005416926
2023-01-01,20.25,89.5,0.0005510002
2023-01-01,20.5,91.0,0.0010385263
2023-01-01,21.5,87.5,0.0054160375
2023-01-01,21.25,87.0,0.0052322247
2023-01-01,20.0,91.0,0.0010486782
2023-01-01,20.0,88.25,0.0008154248
2023-01-01,20.75,88.0,0.0014265002
2023-01-01,20.0,90.25,0.00066031073
2023-01-01,20.25,87.5,0.0012774053
2023-01-01,20.0,89.25,0.00051865
2023-01-01,20.75,90.25,0.000797074
2023-01-01,21.25,87.75,0.004112829
2023-01-01,21.25,90.25,0.003954863
2023-01-01,21.0,89.75,0.0010738791
2023-01-01,20.5,88.5,0.0009332861
2023-01-01,21.5,89.75,0.0027685252
2023-01-01,20.75,89.0,0.00081621937
2023-01-01,20.5,89.75,0.00066933496
2023-01-01,21.25,91.0,0.0039237584
2023-01-01,20.25,87.25,0.0015792367
2023-01-01,20.5,89.25,0.00062424084
2023-01-01,21.0,90.5,0.0015557287
2023-01-01,21.5,90.75,0.005370376
2023-01-01,21.5,90.25,0.0047160713
2023-01-01,20.25,88.5,0.00088406436
2023-01-01,21.25,88.75,0.0024939585
2023-01-01,21.25,90.5,0.0033525277
2023-01-01,20.5,89.5,0.0006034296
2023-01-01,20.0,88.75,0.0006216462
2023-01-01,21.25,88.0,0.0040132925
2023-01-01,20.25,90.5,0.000921159
2023-01-01,21.5,90.5,0.00534778
2023-01-01,20.0,90.75,0.0009085512
2023-01-01,20.75,88.25,0.0012770722
2023-01-01,21.0,89.25,0.00095196173
2023-01-01,20.5,87.75,0.0012041058
2023-01-01,22.25,91.0,0.009285609
2023-01-01,20.25,89.25,0.00053179945
2023-01-01,20.75,87.0,0.004849939
2023-01-01,20.0,90.5,0.000775853
2023-01-01,21.75,89.75,0.0055362824
2023-01-01,21.5,87.25,0.005898834
2023-01-01,20.75,88.75,0.0009670143
2023-01-01,21.0,90.75,0.0018717909
2023-01-01,21.75,90.0,0.004723529
2023-01-01,20.75,91.0,0.0011195993
2023-01-01,20.75,87.25,0.0024733157
2023-01-01,20.0,88.0,0.0009445618
2023-01-01,21.25,89.25,0.0016946258
2023-01-01,21.5,90.0,0.0033642792
2023-01-01,21.25,89.0,0.0020652614
2023-01-01,21.0,87.75,0.0031815246
2023-01-01,21.0,89.0,0.0011244706
2023-01-01,21.0,90.0,0.001327537
2023-01-01,21.0,87.5,0.0027372765
2023-01-01,20.0,89.0,0.0005483172
2023-01-01,20.75,88.5,0.0011482774
2023-01-01,20.5,88.25,0.0009842848
2023-01-01,22.0,91.0,0.008430206
2023-01-01,20.5,87.5,0.0014465927
2023-01-01,20.5,87.25,0.002123962
2023-01-01,20.5,87.0,0.003835654
2023-01-01,20.75,90.5,0.0008722038
2023-01-01,21.0,87.25,0.0028769535
2023-01-01,21.5,88.75,0.0041705943
2023-01-01,20.25,87.75,0.0011327697
2023-01-01,20.5,90.0,0.00073879806
2023-01-01,20.25,87.0,0.0022682573
2023-01-01,21.25,87.5,0.0036453353
2023-01-01,21.5,88.0,0.0052372515
2023-01-01,20.5,88.0,0.0010381261
2023-01-01,20.5,88.75,0.0008550478
2023-01-01,21.0,88.0,0.0028012018
2023-01-01,21.75,90.75,0.006267291
