time,latitude,longitude,wo
2022-06-01,21.58,89.25,-4.3752817e-07
2022-06-01,22.0,90.75,-9.98449e-07
2022-06-01,20.83,89.17,2.465676e-07
2022-06-01,20.42,90.67,-2.2445566e-07
2022-06-01,20.08,87.75,-2.7552127e-07
2022-06-01,21.58,89.33,-2.6153717e-07
2022-06-01,20.83,89.0,4.6040333e-07
2022-06-01,20.83,88.92,-9.888483e-07
2022-06-01,21.58,89.42,-2.9275535e-07
2022-06-01,20.42,90.75,-2.7047454e-07
2022-06-01,20.08,87.67,-2.0974892e-06
2022-06-01,20.83,88.83,-1.7580659e-06
2022-06-01,21.58,89.5,-3.0092124e-07
2022-06-01,20.83,88.75,-4.7426275e-07
2022-06-01,20.83,89.08,-3.7329208e-08
2022-06-01,21.58,90.17,-8.3831753e-07
2022-06-01,20.83,87.83,-5.427873e-07
2022-06-01,20.5,87.25,6.882096e-07
2022-06-01,21.58,90.92,-9.483755e-07
2022-06-01,20.75,90.92,4.0500346e-08
2022-06-01,21.58,91.0,-9.34992e-07
2022-06-01,20.5,87.75,2.9907173e-07
2022-06-01,20.75,90.83,5.532697e-08
2022-06-01,20.75,90.75,1.340332e-07
2022-06-01,20.0,90.92,-7.469504e-07
2022-06-01,21.67,87.5,-5.383794e-07
2022-06-01,20.5,87.83,-1.4607025e-07
2022-06-01,21.67,87.58,-4.7417743e-07
2022-06-01,20.75,90.67,1.0127322e-07
2022-06-01,20.0,91.0,-6.220684e-07
2022-06-01,20.75,90.58,4.9994124e-09
2022-06-01,20.0,90.83,-1.0768781e-06
2022-06-01,21.67,87.67,-4.0074713e-07
2022-06-01,20.75,90.5,-1.144567e-07
2022-06-01,21.67,87.75,-3.0280796e-07
2022-06-01,20.75,90.42,-2.6897385e-07
2022-06-01,20.5,88.0,-1.7636479e-06
2022-06-01,20.75,90.33,-2.0489118e-07
2022-06-01,20.0,90.75,-1.163477e-06
2022-06-01,21.67,87.83,-3.7531223e-07
2022-06-01,20.75,90.25,1.0083855e-07
2022-06-01,20.5,88.08,-1.5152372e-06
2022-06-01,20.5,87.92,-8.207337e-07
2022-06-01,20.75,91.0,-7.4236994e-09
2022-06-01,20.5,87.67,6.420667e-07
2022-06-01,20.83,87.0,4.0051597e-07
2022-06-01,20.08,87.25,-4.652427e-08
2022-06-01,21.58,90.25,-9.156582e-07
2022-06-01,20.83,87.75,-1.8351234e-07
2022-06-01,21.58,90.33,-8.8781064e-07
2022-06-01,20.83,87.67,5.1817135e-08
2022-06-01,20.5,87.33,1.0285544e-06
2022-06-01,20.83,87.58,-8.6935773e-07
2022-06-01,20.08,87.17,1.9106214e-07
2022-06-01,21.58,90.42,-9.04295e-07
2022-06-01,20.83,87.5,-6.4562397e-07
2022-06-01,21.58,90.5,-9.031671e-07
2022-06-01,20.5,87.42,4.0236816e-07
2022-06-01,20.83,87.42,-6.368327e-07
2022-06-01,20.83,87.33,-3.2692046e-07
2022-06-01,20.08,87.08,5.40045e-07
2022-06-01,21.58,90.58,-9.060147e-07
2022-06-01,20.5,87.5,8.187504e-07
2022-06-01,21.58,90.67,-8.9563434e-07
2022-06-01,20.83,87.25,-2.3682894e-06
2022-06-01,20.83,87.17,8.917614e-07
2022-06-01,20.5,87.58,6.8554954e-07
2022-06-01,20.08,87.0,-6.1640276e-07
2022-06-01,21.58,90.75,-9.0645227e-07
2022-06-01,20.83,87.08,-1.1905065e-06
2022-06-01,21.58,90.83,-9.2689993e-07
2022-06-01,20.75,90.17,-5.8068133e-07
2022-06-01,21.75,87.92,-3.639005e-07
2022-06-01,21.0,88.25,-1.5280891e-06
2022-06-01,21.5,87.58,-2.0488655e-07
2022-06-01,20.25,90.08,-4.5894964e-07
2022-06-01,21.33,88.75,-2.7476412e-07
2022-06-01,21.17,89.33,-4.299831e-08
2022-06-01,21.33,88.83,-2.3028815e-06
2022-06-01,21.17,89.25,7.2847495e-10
2022-06-01,20.25,90.17,-5.1327817e-07
2022-06-01,20.17,90.17,5.8261907e-07
2022-06-01,21.33,88.92,-1.1245371e-06
2022-06-01,21.17,89.17,-9.027735e-07
2022-06-01,20.25,90.25,-7.0915945e-07
2022-06-01,21.33,89.0,-6.469574e-07
2022-06-01,20.17,90.25,6.9371157e-07
2022-06-01,21.17,89.08,2.1689775e-07
2022-06-01,21.17,89.0,-2.112262e-07
2022-06-01,21.33,89.08,-2.420937e-06
2022-06-01,20.25,90.33,-1.5487973e-07
2022-06-01,21.33,89.17,5.387764e-07
2022-06-01,21.17,88.92,2.0699418e-09
2022-06-01,21.17,88.83,-3.133431e-06
2022-06-01,20.17,90.0,-3.4311694e-07
2022-06-01,20.25,90.42,4.798847e-07
2022-06-01,21.33,89.25,3.7058598e-08
2022-06-01,21.17,88.75,-7.032892e-07
2022-06-01,21.33,89.33,-1.3704545e-06
2022-06-01,20.17,90.08,2.1823644e-07
2022-06-01,21.17,88.67,4.022924e-09
2022-06-01,21.17,89.42,-5.8814845e-07
2022-06-01,21.33,88.67,-1.3720295e-07
2022-06-01,21.17,90.25,-5.9384604e-07
2022-06-01,20.25,89.67,3.4082944e-07
2022-06-01,21.33,88.17,-2.2705649e-07
2022-06-01,21.17,90.17,-3.0207173e-06
2022-06-01,21.17,90.08,-3.3839299e-06
2022-06-01,20.17,90.5,-2.217834e-07
2022-06-01,20.25,89.75,-4.7355982e-07
2022-06-01,22.08,90.75,-1.0976761e-06
2022-06-01,21.33,88.25,-1.3299675e-07
2022-06-01,21.17,90.0,-2.7352448e-06
2022-06-01,21.33,88.33,-1.6281166e-07
2022-06-01,21.17,89.5,-1.8155828e-06
2022-06-01,21.17,89.92,-1.1687355e-06
2022-06-01,20.17,90.42,4.8777343e-07
2022-06-01,21.33,88.42,-1.6986705e-07
2022-06-01,21.17,89.83,-1.432007e-06
2022-06-01,21.17,89.75,-3.7209256e-07
2022-06-01,21.33,88.5,-3.3878305e-07
2022-06-01,20.25,89.92,-2.3063048e-07
2022-06-01,20.17,90.33,7.859156e-07
2022-06-01,21.17,89.67,3.6047126e-08
2022-06-01,21.33,88.58,-1.496643e-07
2022-06-01,21.17,89.58,-4.001847e-07
2022-06-01,20.25,90.0,-6.265462e-07
2022-06-01,20.25,89.83,-3.8268257e-07
2022-06-01,20.25,90.5,1.6549205e-07
2022-06-01,20.17,89.92,-1.1206159e-07
2022-06-01,21.17,88.58,-6.7799556e-07
2022-06-01,21.33,90.08,1.9789345e-06
2022-06-01,20.25,91.0,8.628095e-09
2022-06-01,21.33,90.17,-2.1651579e-06
2022-06-01,21.17,87.67,-2.9042755e-07
2022-06-01,21.17,87.58,-1.0720572e-06
2022-06-01,20.17,89.5,-7.227901e-07
2022-06-01,20.33,87.0,6.5743615e-07
2022-06-01,21.33,90.25,-6.8018176e-07
2022-06-01,21.17,87.5,-2.1574193e-07
2022-06-01,21.17,87.42,4.8664384e-07
2022-06-01,21.33,90.33,-4.8520394e-07
2022-06-01,21.17,87.75,8.997591e-07
2022-06-01,20.33,87.08,1.9570336e-06
2022-06-01,21.17,87.33,-2.5432564e-07
2022-06-01,21.33,90.42,-1.8336206e-07
2022-06-01,21.17,87.25,6.422628e-08
2022-06-01,20.33,87.17,1.3461562e-07
2022-06-01,21.33,90.5,-1.2940922e-07
2022-06-01,21.17,87.17,-3.5954778e-07
2022-06-01,20.17,89.33,-3.8997925e-07
2022-06-01,22.58,91.0,-3.8085523e-06
2022-06-01,21.17,87.08,3.3607867e-07
2022-06-01,20.33,87.25,3.5221714e-07
2022-06-01,21.33,90.58,-3.8652264e-08
2022-06-01,20.17,89.42,-4.1988963e-07
2022-06-01,20.17,89.58,-1.5641982e-06
2022-06-01,21.17,87.83,-9.979799e-08
2022-06-01,20.25,90.92,2.2429526e-07
2022-06-01,21.33,89.42,-1.3070259e-06
2022-06-01,21.17,88.5,-1.11332234e-07
2022-06-01,22.58,90.83,-4.4707154e-08
2022-06-01,20.25,90.58,-2.84918e-07
2022-06-01,21.33,89.5,-7.54588e-07
2022-06-01,21.17,88.42,-1.2586398e-07
2022-06-01,20.17,89.83,-2.6105275e-07
2022-06-01,22.17,90.58,-1.177768e-06
2022-06-01,21.33,89.58,-3.3561975e-07
2022-06-01,21.17,88.33,-1.0291288e-07
2022-06-01,20.25,90.67,-6.196891e-07
2022-06-01,21.33,89.67,5.3740525e-08
2022-06-01,21.17,88.25,3.0005282e-07
2022-06-01,20.17,89.75,-4.825301e-07
2022-06-01,21.17,88.17,-1.7215062e-07
2022-06-01,21.33,89.75,8.741365e-07
2022-06-01,20.25,90.75,-3.2724583e-07
2022-06-01,21.33,89.83,-6.7232406e-07
2022-06-01,21.17,88.08,3.8364593e-07
2022-06-01,21.17,88.0,-7.8600135e-07
2022-06-01,20.17,89.67,-1.1767496e-06
2022-06-01,20.25,90.83,1.4820704e-07
2022-06-01,21.33,89.92,2.1586382e-06
2022-06-01,21.17,87.92,-4.7303163e-07
2022-06-01,21.33,90.0,-1.154253e-06
2022-06-01,21.33,88.08,-1.01890855e-07
2022-06-01,21.17,87.0,2.7931367e-07
2022-06-01,20.17,90.58,-7.797172e-07
2022-06-01,20.25,89.58,9.5106753e-07
2022-06-01,20.25,87.5,-3.1111238e-06
2022-06-01,21.25,88.83,-2.8659888e-06
2022-06-01,21.25,88.75,-1.7819083e-07
2022-06-01,20.25,88.33,-7.132016e-07
2022-06-01,21.25,90.33,-3.3194783e-06
2022-06-01,21.25,88.67,-1.1443107e-07
2022-06-01,20.25,87.42,-1.6664865e-06
2022-06-01,21.25,88.58,-1.203381e-08
