time,latitude,longitude,wo
2023-02-01,21.33,87.75,-5.6634722e-08
2023-02-01,21.17,90.67,3.56137e-09
2023-02-01,20.58,89.83,-1.4621223e-07
2023-02-01,20.17,90.75,-5.994238e-09
2023-02-01,21.17,90.75,-4.042466e-07
2023-02-01,20.0,87.33,-2.0226538e-07
2023-02-01,20.25,89.33,-2.8928747e-07
2023-02-01,21.33,87.67,4.464168e-07
2023-02-01,20.58,88.42,2.5436998e-07
2023-02-01,21.33,88.08,2.2332708e-07
2023-02-01,20.25,89.67,3.7473973e-07
2023-02-01,20.58,90.0,-1.1408961e-07
2023-02-01,21.33,88.58,3.2809135e-07
2023-02-01,20.58,88.25,3.7343536e-08
2023-02-01,20.58,90.17,-2.3264325e-07
2023-02-01,21.33,88.5,1.34018e-07
2023-02-01,21.17,89.58,3.7025941e-07
2023-02-01,20.25,89.92,-1.1448487e-07
2023-02-01,20.17,90.33,-2.8710335e-07
2023-02-01,22.58,90.83,7.9922046e-07
2023-02-01,21.17,89.67,-5.9152734e-07
2023-02-01,21.92,90.5,-1.1830961e-07
2023-02-01,21.33,88.42,4.31278e-07
2023-02-01,21.17,89.75,-4.368012e-07
2023-02-01,20.58,90.08,-1.9049136e-07
2023-02-01,21.33,88.33,1.522039e-07
2023-02-01,20.25,89.83,-3.2932938e-08
2023-02-01,21.17,89.83,-8.102282e-07
2023-02-01,20.17,90.42,-3.3246343e-07
2023-02-01,21.17,89.92,6.759254e-07
2023-02-01,21.92,90.58,-1.716759e-07
2023-02-01,20.0,87.42,-3.8937216e-07
2023-02-01,21.33,88.25,5.086936e-07
2023-02-01,20.25,89.75,8.512524e-08
2023-02-01,21.33,88.17,2.1496304e-07
2023-02-01,21.17,90.0,8.583034e-07
2023-02-01,20.58,88.33,2.6152736e-07
2023-02-01,20.17,90.5,-2.2945525e-08
2023-02-01,21.17,90.08,1.0496524e-06
2023-02-01,20.25,90.0,-8.528992e-07
2023-02-01,21.0,90.58,-1.1666434e-06
2023-02-01,21.08,87.83,1.2422873e-06
2023-02-01,21.5,89.0,1.7992116e-07
2023-02-01,20.67,89.83,3.248563e-07
2023-02-01,21.5,89.75,1.1816244e-06
2023-02-01,20.92,89.5,-7.696807e-07
2023-02-01,20.42,88.25,-1.252434e-07
2023-02-01,21.5,89.67,2.769388e-06
2023-02-01,21.75,89.83,-2.0965629e-07
2023-02-01,20.92,89.58,-9.0419036e-07
2023-02-01,20.08,89.58,-6.340641e-07
2023-02-01,20.0,88.92,1.8068646e-07
2023-02-01,20.42,88.17,1.4499082e-07
2023-02-01,21.5,89.58,2.2810634e-06
2023-02-01,20.92,89.67,-8.568143e-07
2023-02-01,21.5,89.5,7.8538824e-07
2023-02-01,20.92,89.75,-7.483306e-07
2023-02-01,20.5,90.42,-2.6627112e-07
2023-02-01,20.67,89.75,6.0695027e-07
2023-02-01,20.42,88.08,-3.8159026e-08
2023-02-01,20.08,89.67,-7.8202146e-07
2023-02-01,21.5,89.42,6.9414575e-08
2023-02-01,20.92,89.83,-6.3115215e-07
2023-02-01,21.5,89.33,8.391334e-08
2023-02-01,20.92,89.92,-6.1760085e-07
2023-02-01,20.42,88.0,2.190176e-07
2023-02-01,20.67,89.67,1.2847632e-07
2023-02-01,20.08,89.75,-1.1220608e-06
2023-02-01,20.92,89.42,-9.173345e-07
2023-02-01,20.08,89.5,-4.550334e-07
2023-02-01,21.75,89.75,7.826429e-08
2023-02-01,20.42,88.33,-4.8667545e-07
2023-02-01,20.92,88.75,-9.322154e-07
2023-02-01,20.67,90.08,-2.9720201e-08
2023-02-01,21.5,90.17,6.530617e-09
2023-02-01,20.92,88.83,-8.3830173e-07
2023-02-01,20.42,88.58,-5.366677e-07
2023-02-01,21.75,88.67,6.9373135e-07
2023-02-01,21.5,90.08,3.5703625e-08
2023-02-01,20.92,88.92,-1.8813496e-06
2023-02-01,20.67,90.0,1.6034161e-07
2023-02-01,20.08,89.33,-2.80605e-07
2023-02-01,20.92,89.0,-7.8773917e-07
2023-02-01,20.42,88.5,-6.797169e-07
2023-02-01,20.92,90.0,-7.899008e-07
2023-02-01,22.0,90.83,6.929344e-08
2023-02-01,20.92,89.08,-1.154281e-06
2023-02-01,20.0,89.0,1.19116415e-07
2023-02-01,21.5,89.92,-1.0199743e-07
2023-02-01,20.92,89.17,-1.5749054e-06
2023-02-01,20.42,88.42,-5.950929e-07
2023-02-01,20.08,89.42,2.0784138e-07
2023-02-01,20.5,90.33,-3.6801652e-07
2023-02-01,20.92,89.25,-1.1049895e-06
2023-02-01,22.25,90.83,6.7012046e-08
2023-02-01,20.67,89.92,3.1311006e-07
2023-02-01,21.5,89.83,8.916397e-07
2023-02-01,20.92,89.33,-1.190687e-06
2023-02-01,21.5,90.0,-1.1335904e-08
2023-02-01,20.08,89.25,-2.7461738e-07
2023-02-01,21.5,89.25,5.516617e-08
2023-02-01,21.75,89.92,-1.7038376e-06
2023-02-01,21.5,88.67,1.6512787e-06
2023-02-01,22.67,90.75,7.653626e-07
2023-02-01,20.92,90.83,-4.4031e-07
2023-02-01,20.08,90.08,1.3099627e-07
2023-02-01,20.67,89.42,3.4726302e-08
2023-02-01,20.92,90.92,-5.137513e-07
2023-02-01,20.42,87.5,6.8732453e-07
2023-02-01,21.5,88.58,7.24943e-06
2023-02-01,21.5,88.5,1.1273252e-06
2023-02-01,20.92,91.0,-5.4138883e-07
2023-02-01,20.67,89.33,-1.7046968e-07
2023-02-01,21.0,87.0,1.5175068e-06
2023-02-01,20.42,87.42,1.1898438e-06
2023-02-01,20.08,90.17,3.9735917e-07
2023-02-01,21.75,90.17,2.66084e-07
2023-02-01,21.5,88.42,8.166934e-07
2023-02-01,20.0,88.75,7.680491e-07
2023-02-01,21.0,87.08,-1.7890768e-06
2023-02-01,21.5,88.33,2.100899e-07
2023-02-01,21.0,87.17,-1.2181662e-06
2023-02-01,20.42,87.33,-9.1545536e-07
2023-02-01,20.08,90.25,1.9985922e-09
2023-02-01,20.5,90.67,1.573736e-07
2023-02-01,21.0,87.25,1.3585337e-07
2023-02-01,21.5,88.25,1.9978727e-07
2023-02-01,20.5,90.58,-2.4053423e-07
2023-02-01,20.42,87.58,9.856183e-07
2023-02-01,20.92,90.75,-7.4877886e-07
2023-02-01,21.5,88.75,-3.271031e-06
2023-02-01,20.42,87.92,-6.530236e-08
2023-02-01,21.5,89.17,1.19139045e-07
2023-02-01,20.92,90.17,-7.514721e-07
2023-02-01,21.75,90.0,-1.3778023e-07
2023-02-01,20.08,89.83,-8.427152e-07
2023-02-01,20.92,90.25,-4.861885e-07
2023-02-01,20.5,90.5,-2.1157646e-07
2023-02-01,21.5,89.08,1.5945196e-06
2023-02-01,20.42,87.83,-2.3106224e-07
2023-02-01,20.67,89.58,-2.183922e-07
2023-02-01,21.42,89.83,1.7779494e-06
2023-02-01,20.92,90.33,-2.5793508e-07
2023-02-01,20.92,90.08,-6.7907996e-07
2023-02-01,20.92,90.42,-4.114807e-07
2023-02-01,20.42,87.75,2.360995e-07
2023-02-01,20.08,89.92,-4.399344e-07
2023-02-01,21.5,88.92,5.3139015e-06
2023-02-01,20.92,90.5,-3.7529426e-07
2023-02-01,20.67,89.5,2.1574998e-07
2023-02-01,21.5,88.83,-6.3265516e-06
2023-02-01,20.92,90.58,-4.6995655e-07
2023-02-01,20.42,87.67,-5.1229144e-08
2023-02-01,22.67,90.92,-9.545681e-07
2023-02-01,20.08,90.0,-5.7972205e-08
2023-02-01,20.92,90.67,-1.2987975e-06
2023-02-01,21.75,90.08,2.2668574e-07
2023-02-01,20.0,88.83,2.9927835e-07
2023-02-01,20.67,89.25,-2.6962735e-07
2023-02-01,20.42,88.67,5.2256456e-07
2023-02-01,21.5,90.25,-2.0802763e-07
2023-02-01,21.58,87.92,-2.4276517e-07
2023-02-01,20.83,90.75,-1.930129e-07
2023-02-01,21.75,88.0,-1.02976e-06
2023-02-01,21.58,87.83,-1.5437787e-07
2023-02-01,20.83,90.83,-4.347411e-07
2023-02-01,20.42,89.67,-2.6247145e-07
2023-02-01,20.67,90.67,-7.1898364e-07
2023-02-01,20.08,88.5,2.450079e-07
2023-02-01,20.83,90.92,-3.452805e-07
2023-02-01,22.0,90.58,-3.8179488e-07
2023-02-01,21.58,87.75,-9.874755e-08
2023-02-01,20.0,89.25,1.3920807e-07
2023-02-01,20.42,89.58,7.553123e-07
2023-02-01,21.58,87.67,-1.3384427e-07
2023-02-01,20.83,91.0,-5.587477e-07
2023-02-01,20.92,87.0,4.0032904e-07
2023-02-01,20.08,88.58,-2.7510522e-08
2023-02-01,21.58,87.58,-9.22529e-08
2023-02-01,20.42,89.5,-4.512287e-08
2023-02-01,20.5,90.0,-2.2691746e-07
2023-02-01,20.92,87.08,2.3752489e-06
2023-02-01,20.67,90.58,-4.1804387e-07
2023-02-01,21.58,87.5,-1.8204714e-08
2023-02-01,20.92,87.17,5.013143e-07
2023-02-01,21.75,88.08,1.0257653e-06
2023-02-01,22.5,90.83,-5.0739027e-06
2023-02-01,20.08,88.42,-1.8994658e-07
2023-02-01,20.42,89.75,-2.0453477e-07
2023-02-01,20.67,90.75,-3.998727e-07
2023-02-01,21.58,88.42,5.477548e-08
2023-02-01,20.83,90.08,-3.6739358e-08
2023-02-01,20.5,89.83,1.8720186e-07
2023-02-01,21.58,88.33,1.281094e-07
2023-02-01,20.83,90.17,-1.3629426e-07
2023-02-01,20.42,90.0,-3.441081e-07
2023-02-01,20.08,88.25,-6.006846e-07
2023-02-01,20.83,90.25,-1.3698012e-07
2023-02-01,20.0,89.33,-1.9970399e-07
2023-02-01,21.58,88.25,3.2087772e-07
2023-02-01,20.83,90.33,2.3458357e-08
2023-02-01,20.67,90.83,-1.80367e-07
2023-02-01,20.42,89.42,-6.825649e-08
2023-02-01,21.58,88.17,1.1365544e-06
2023-02-01,20.83,90.42,-1.3365337e-07
2023-02-01,21.75,87.92,-7.5608193e-07
2023-02-01,20.08,88.33,-6.1073104e-07
2023-02-01,20.83,90.5,1.8194296e-08
2023-02-01,22.33,90.92,-1.5052459e-06
2023-02-01,21.58,88.08,-1.009641e-08
2023-02-01,20.42,89.83,5.3253916e-07
2023-02-01,21.58,88.0,-3.476604e-07
2023-02-01,20.83,90.58,1.8365562e-07
2023-02-01,22.25,90.92,-3.8360648e-07
2023-02-01,20.5,89.92,-1.7577695e-07
2023-02-01,20.83,90.67,-7.695325e-08
2023-02-01,20.42,89.92,-7.4258175e-08
2023-02-01,20.5,90.25,-1.2253535e-07
2023-02-01,20.08,88.67,-1.18978086e-07
2023-02-01,20.92,87.25,-1.6579138e-07
2023-02-01,20.42,89.0,6.6261066e-08
2023-02-01,20.08,89.0,1.8765506e-07
2023-02-01,20.92,88.08,-1.4883091e-06
2023-02-01,21.5,90.67,-2.8693872e-08
2023-02-01,20.92,88.17,-9.944914e-07
2023-02-01,20.5,90.17,3.5164298e-08
2023-02-01,20.67,90.25,-8.5588056e-08
2023-02-01,20.42,88.92,3.0236944e-07
2023-02-01,21.5,90.58,-1.479025e-07
2023-02-01,20.92,88.25,-1.6629853e-06
2023-02-01,20.08,89.08,1.02765206e-07
2023-02-01,20.92,88.33,-3.4587702e-06
2023-02-01,21.75,88.58,3.327648e-08
2023-02-01,21.5,90.5,-2.420766e-07
2023-02-01,20.42,88.83,4.0206416e-07
2023-02-01,20.67,90.17,-3.1492715e-09
2023-02-01,21.5,90.42,-2.8007898e-07
2023-02-01,20.92,88.42,-2.875083e-06
2023-02-01,20.92,88.5,-4.470203e-06
2023-02-01,20.0,89.08,2.0191317e-07
2023-02-01,20.08,89.17,2.847236e-07
2023-02-01,20.42,88.75,6.096111e-07
2023-02-01,21.5,90.33,-2.3893898e-07
2023-02-01,20.92,88.58,-9.3875286e-07
2023-02-01,20.92,88.67,-8.317696e-07
2023-02-01,21.75,88.5,4.304912e-07
2023-02-01,20.92,88.0,-6.3284836e-07
2023-02-01,21.5,90.75,1.5510412e-07
2023-02-01,20.92,87.92,-2.322575e-06
2023-02-01,20.67,90.5,-6.2068125e-08
2023-02-01,21.58,87.33,1.240882e-07
2023-02-01,20.92,87.33,-7.28372e-07
2023-02-01,20.42,89.33,-2.0630826e-07
2023-02-01,20.08,88.75,1.7654033e-07
2023-02-01,20.92,87.42,-2.585654e-07
2023-02-01,21.75,88.17,5.4571194e-07
2023-02-01,21.58,87.25,-2.5572479e-07
2023-02-01,20.92,87.5,1.3566888e-07
2023-02-01,20.0,89.17,2.77991e-07
2023-02-01,20.42,89.25,-9.542429e-08
2023-02-01,21.58,87.17,-1.6654066e-07
2023-02-01,21.58,87.42,-1.3348752e-08
2023-02-01,20.5,90.08,1.7602143e-07
2023-02-01,20.08,88.83,3.9099938e-08
2023-02-01,20.92,87.67,2.3681132e-07
2023-02-01,20.67,90.42,-1.8721605e-07
2023-02-01,21.5,91.0,6.683331e-07
2023-02-01,20.42,89.17,-7.0324255e-08
2023-02-01,21.5,90.92,6.430083e-07
2023-02-01,20.92,87.75,2.766041e-07
2023-02-01,20.92,87.83,2.268628e-06
2023-02-01,20.67,90.33,-2.2173109e-07
2023-02-01,20.42,89.08,-3.1137486e-09
2023-02-01,20.08,88.92,1.1158854e-08
2023-02-01,21.5,90.83,3.7546974e-07
2023-02-01,20.92,87.58,7.710414e-07
2023-02-01,20.42,87.25,-9.281124e-07
2023-02-01,20.75,88.58,-9.0598695e-07
2023-02-01,21.5,88.17,3.660998e-07
2023-02-01,20.33,90.75,1.5663798e-07
2023-02-01,21.0,88.42,6.467989e-07
2023-02-01,21.75,90.5,-1.1900731e-07
2023-02-01,20.58,87.0,3.9047524e-07
2023-02-01,21.0,89.83,1.751481e-08
2023-02-01,20.08,90.75,1.270027e-07
2023-02-01,21.75,90.83,-1.5141627e-07
2023-02-01,22.0,90.92,3.0104925e-07
2023-02-01,21.0,89.75,4.2856588e-08
2023-02-01,21.0,88.5,3.6653166e-06
2023-02-01,20.67,88.83,-5.6568905e-07
2023-02-01,21.5,87.33,2.4763164e-08
2023-02-01,20.17,87.17,-4.7332009e-07
2023-02-01,20.33,90.67,-2.9976826e-07
2023-02-01,20.0,88.58,5.9779495e-07
2023-02-01,21.42,90.5,-4.1612273e-07
2023-02-01,20.33,90.08,2.512381e-07
2023-02-01,21.5,87.42,4.3707185e-08
2023-02-01,20.67,88.92,-2.922478e-07
2023-02-01,21.0,88.33,4.1278286e-06
2023-02-01,21.42,90.42,-4.6835024e-07
2023-02-01,21.0,88.08,3.6674821e-06
2023-02-01,20.33,90.92,-5.553166e-08
2023-02-01,21.5,87.67,-3.2028158e-08
2023-02-01,21.75,90.42,-6.435528e-08
2023-02-01,20.33,89.92,-2.7936156e-07
2023-02-01,21.5,87.58,1.6210823e-08
2023-02-01,21.0,88.17,2.4780784e-06
2023-02-01,20.33,90.83,1.5060054e-07
2023-02-01,21.5,87.25,-5.488155e-08
2023-02-01,20.08,90.67,4.0489613e-07
2023-02-01,20.17,87.25,-4.244043e-07
2023-02-01,20.0,88.42,3.206341e-07
2023-02-01,21.0,88.25,-7.383741e-06
2023-02-01,20.5,90.83,-8.015114e-08
2023-02-01,21.0,89.92,-7.373716e-07
2023-02-01,21.42,90.92,4.3912223e-07
2023-02-01,21.5,87.5,8.638866e-08
2023-02-01,20.33,90.0,1.9341517e-08
2023-02-01,21.0,90.0,-1.2777704e-06
2023-02-01,21.0,88.58,2.4796698e-06
2023-02-01,20.67,88.5,1.0323633e-07
2023-02-01,20.08,90.83,-7.620394e-09
2023-02-01,21.0,89.42,6.114516e-07
2023-02-01,21.0,89.0,4.2548564e-07
2023-02-01,21.75,90.67,-1.7930392e-07
2023-02-01,20.67,88.67,-2.5612323e-07
2023-02-01,21.42,91.0,-1.9741426e-06
2023-02-01,21.42,90.75,3.0110985e-07
2023-02-01,20.33,90.25,-8.16879e-08
2023-02-01,20.08,91.0,1.8732794e-07
2023-02-01,21.5,87.0,-1.1417433e-07
2023-02-01,21.0,89.08,2.0888426e-06
2023-02-01,21.0,89.33,4.789164e-07
2023-02-01,21.0,89.17,1.1706359e-06
2023-02-01,20.17,87.0,6.3225997e-07
2023-02-01,22.42,90.92,1.4668451e-06
2023-02-01,21.0,89.25,3.5260413e-07
2023-02-01,21.42,90.83,1.0140737e-06
2023-02-01,20.33,90.33,1.401879e-07
2023-02-01,20.0,88.5,6.7504703e-07
2023-02-01,20.5,91.0,6.549196e-08
2023-02-01,20.08,90.58,2.4178152e-07
2023-02-01,21.0,88.92,-3.7435888e-07
2023-02-01,20.08,90.92,-1.09906026e-07
2023-02-01,21.0,88.67,4.1463812e-07
2023-02-01,20.33,90.58,-6.4889385e-08
2023-02-01,21.0,89.67,2.808608e-07
2023-02-01,21.5,87.17,-6.0803083e-09
2023-02-01,21.0,88.75,-4.4673134e-06
2023-02-01,21.42,90.58,-2.0189347e-07
2023-02-01,20.5,90.92,2.9594224e-08
2023-02-01,21.75,90.58,-1.4227851e-07
2023-02-01,20.67,88.58,-4.0751875e-08
2023-02-01,21.5,87.08,-1.1151195e-07
2023-02-01,21.0,88.83,-4.7595242e-07
2023-02-01,21.75,90.75,-1.6487813e-07
2023-02-01,20.17,87.08,2.2515084e-07
2023-02-01,20.33,90.17,3.654412e-08
2023-02-01,21.0,89.5,4.8095427e-07
2023-02-01,21.42,90.67,1.309926e-07
2023-02-01,20.67,88.75,-4.4967587e-07
2023-02-01,20.33,90.5,1.1680704e-07
2023-02-01,21.0,89.58,4.1481857e-07
2023-02-01,21.0,88.0,2.261731e-06
2023-02-01,21.42,90.33,-1.6440069e-07
2023-02-01,20.67,88.42,1.005012e-07
2023-02-01,20.0,88.67,5.2657526e-07
2023-02-01,21.0,87.83,1.7347953e-06
2023-02-01,20.08,90.5,-1.8898638e-07
2023-02-01,21.75,91.0,-7.0755675e-08
2023-02-01,22.5,90.92,-3.7530383e-06
2023-02-01,21.5,88.08,-2.38681e-07
2023-02-01,21.5,87.83,-5.9122687e-08
2023-02-01,20.42,87.0,2.4851402e-06
2023-02-01,21.0,87.5,-6.7760197e-09
2023-02-01,21.0,90.5,-6.172595e-07
2023-02-01,20.67,89.08,2.6161924e-08
2023-02-01,21.0,90.25,3.3217685e-07
2023-02-01,21.5,88.0,-1.0386331e-07
2023-02-01,21.42,90.08,2.1481961e-07
2023-02-01,20.17,87.33,-1.07085306e-07
2023-02-01,20.5,90.75,7.7221316e-08
2023-02-01,21.0,90.33,4.7440057e-07
2023-02-01,21.0,87.75,4.991159e-07
2023-02-01,21.0,87.58,2.470508e-07
2023-02-01,20.42,87.08,6.923785e-07
2023-02-01,20.58,87.08,4.0088975e-07
2023-02-01,21.5,87.92,-6.707506e-08
2023-02-01,21.5,87.75,-4.5952447e-08
2023-02-01,20.33,89.75,-3.061189e-08
2023-02-01,20.08,90.42,-1.2491898e-07
2023-02-01,21.75,90.33,1.0777649e-07
2023-02-01,21.42,90.0,3.0003736e-07
2023-02-01,20.17,87.42,2.2257352e-07
2023-02-01,21.0,87.67,8.7970915e-07
2023-02-01,21.0,90.42,-6.977448e-07
2023-02-01,20.67,88.33,-1.0525488e-07
2023-02-01,20.33,89.83,-3.8745952e-08
2023-02-01,22.17,90.83,-1.9247193e-06
2023-02-01,20.33,91.0,-3.1813357e-07
2023-02-01,21.0,87.92,-6.3141065e-06
2023-02-01,21.0,87.42,1.3929004e-07
2023-02-01,20.42,87.17,4.808648e-07
2023-02-01,21.0,90.17,-5.775827e-07
2023-02-01,21.75,90.92,-1.1686633e-07
2023-02-01,21.0,90.08,-9.642297e-07
2023-02-01,20.67,89.17,-2.411597e-07
2023-02-01,20.08,90.33,4.3773827e-07
2023-02-01,22.17,91.0,4.753424e-08
2023-02-01,21.42,89.92,3.7433165e-07
2023-02-01,20.67,89.0,-1.5553188e-07
2023-02-01,21.75,90.25,3.0778077e-07
2023-02-01,21.42,90.17,1.870139e-06
2023-02-01,21.0,87.33,-1.4359783e-07
2023-02-01,20.33,89.67,1.3201306e-07
2023-02-01,21.42,90.25,-1.8134708e-07
2023-03-01,20.67,90.92,-2.3211777e-07
2023-03-01,21.75,88.5,3.304535e-07
2023-03-01,21.67,89.67,1.670935e-08
2023-03-01,20.67,88.33,-2.0967053e-07
2023-03-01,20.0,89.42,-1.2118008e-07
2023-03-01,20.0,89.17,-1.9889805e-07
2023-03-01,21.75,90.75,-8.667757e-08
2023-03-01,20.67,88.5,5.060509e-07
2023-03-01,21.67,91.0,-2.1122926e-08
2023-03-01,20.67,87.75,2.4173028e-07
2023-03-01,20.75,87.58,3.0186183e-07
2023-03-01,22.0,90.0,3.4976108e-07
2023-03-01,20.5,90.08,-3.0790957e-08
2023-03-01,20.0,88.33,-1.8085419e-07
2023-03-01,20.58,89.67,4.2323828e-07
2023-03-01,20.58,89.58,2.9709668e-07
2023-03-01,21.67,90.5,-1.2171971e-07
2023-03-01,20.67,90.33,-1.6431414e-07
2023-03-01,20.0,89.33,-4.2484038e-07
2023-03-01,21.75,91.0,-6.784999e-08
2023-03-01,20.0,88.17,-4.4730643e-07
2023-03-01,21.92,90.83,-3.2543645e-07
2023-03-01,21.83,89.92,-4.666437e-07
2023-03-01,20.58,88.5,3.7635394e-07
2023-03-01,22.0,90.42,1.9730184e-07
2023-03-01,20.67,88.58,3.1293354e-07
2023-03-01,20.58,87.33,-6.8615947e-07
2023-03-01,20.75,87.67,6.0626667e-07
2023-03-01,20.5,91.0,-2.0630488e-07
2023-03-01,20.5,89.42,-4.573816e-07
2023-03-01,20.67,87.83,-4.922893e-07
2023-03-01,21.92,90.92,2.9106667e-07
2023-03-01,20.0,87.25,-2.368193e-07
2023-03-01,20.0,87.0,-8.6621844e-07
2023-03-01,20.75,88.33,-7.1752953e-07
2023-03-01,20.5,89.83,8.755426e-08
2023-03-01,20.58,89.0,3.9223235e-07
2023-03-01,20.67,90.42,3.037961e-08
2023-03-01,20.67,90.83,-1.1856447e-07
2023-03-01,20.58,89.5,-5.033228e-08
2023-03-01,21.75,88.17,3.8470583e-07
2023-03-01,21.83,88.0,-1.0328507e-06
2023-03-01,20.5,89.92,-2.5211523e-07
2023-03-01,20.58,87.25,-9.714416e-07
2023-03-01,20.0,88.42,-5.2902262e-08
2023-03-01,20.0,89.67,-4.498939e-07
2023-03-01,20.58,89.17,4.1872366e-07
2023-03-01,20.58,89.33,2.2843376e-07
2023-03-01,20.0,87.08,-4.432261e-07
2023-03-01,21.67,90.92,-2.8338302e-08
2023-03-01,22.0,89.92,5.209542e-07
2023-03-01,20.0,89.25,-2.7995432e-07
2023-03-01,20.0,88.25,-1.373967e-07
2023-03-01,20.58,87.0,3.381131e-07
2023-03-01,20.75,87.5,1.6253951e-07
2023-03-01,20.67,88.08,-3.6659353e-07
2023-03-01,20.67,88.42,1.3497007e-07
2023-03-01,22.0,88.17,2.1937129e-07
2023-03-01,20.67,90.67,-7.105398e-08
2023-03-01,21.67,90.42,-1.18902335e-07
2023-03-01,20.67,91.0,-2.0799996e-07
2023-03-01,22.33,90.92,2.4395142e-06
2023-03-01,20.0,90.0,-3.6560164e-07
2023-03-01,21.67,89.75,4.8270554e-08
2023-03-01,21.75,88.0,-1.0044014e-06
2023-03-01,20.58,89.25,2.6487544e-07
2023-03-01,20.58,88.75,3.1855592e-07
2023-03-01,21.83,88.08,2.7539664e-07
2023-03-01,20.58,88.58,2.3945515e-07
2023-03-01,20.5,90.0,-2.0034004e-07
2023-03-01,22.33,91.0,1.9738053e-07
2023-03-01,20.75,88.5,-1.568856e-07
2023-03-01,20.67,87.92,-8.2772607e-07
2023-03-01,21.83,88.17,3.0048074e-07
2023-03-01,20.58,87.17,1.8250112e-06
2023-03-01,20.58,87.08,-1.87713e-07
2023-03-01,20.58,89.08,2.767283e-07
2023-03-01,20.58,88.83,1.3379075e-07
2023-03-01,20.75,88.42,-4.822157e-07
2023-03-01,20.67,88.17,-1.890131e-07
2023-03-01,20.5,89.0,5.2701057e-07
2023-03-01,20.67,90.5,1.0462419e-07
2023-03-01,20.67,90.75,-5.8498816e-08
2023-03-01,20.58,88.67,3.314302e-07
2023-03-01,21.75,87.92,-5.9532135e-07
2023-03-01,21.92,91.0,1.2278205e-07
2023-03-01,21.75,88.08,8.3625395e-07
2023-03-01,21.75,90.83,-1.01153695e-07
2023-03-01,21.75,90.92,-9.130965e-08
2023-03-01,22.42,90.83,-6.608222e-06
2023-03-01,20.58,89.42,-5.5878735e-07
2023-03-01,22.0,88.08,3.3499154e-07
2023-03-01,20.67,88.0,-7.427699e-07
2023-03-01,20.0,87.17,1.4960246e-07
2023-03-01,21.67,90.33,-9.961363e-08
2023-03-01,20.5,89.75,4.5872122e-07
2023-03-01,20.67,90.58,4.8655135e-08
2023-03-01,22.0,90.58,-3.1591748e-07
2023-03-01,20.58,89.75,2.5406248e-07
2023-03-01,20.75,87.42,4.6612826e-07
2023-03-01,20.5,90.17,3.1532622e-08
2023-03-01,20.5,90.5,-7.522306e-08
2023-03-01,20.0,87.92,3.548602e-07
2023-03-01,20.67,89.58,1.7505265e-07
2023-03-01,20.67,89.0,1.0296235e-07
2023-03-01,21.75,90.0,-3.7974118e-07
2023-03-01,20.75,88.08,-6.0969234e-07
2023-03-01,20.58,90.67,1.07443164e-07
2023-03-01,20.58,88.0,-5.207726e-07
2023-03-01,20.0,88.83,-1.0367449e-07
2023-03-01,21.67,90.17,-1.16978434e-07
2023-03-01,20.58,87.67,3.691838e-07
2023-03-01,20.0,87.67,-4.534973e-07
2023-03-01,20.67,89.5,-1.8235204e-07
2023-03-01,21.92,88.08,4.7142586e-07
2023-03-01,20.67,87.25,-1.2479603e-06
2023-03-01,20.58,90.58,-9.4280715e-08
2023-03-01,21.83,90.67,-1.12575876e-07
2023-03-01,20.5,89.17,4.2917418e-07
2023-03-01,20.75,87.83,1.3172449e-07
2023-03-01,20.58,90.42,-1.5596336e-07
2023-03-01,20.0,87.58,-2.7640212e-07
2023-03-01,21.92,89.92,9.66991e-07
2023-03-01,20.0,89.5,-9.499488e-08
2023-03-01,21.67,90.75,-1.0580316e-07
2023-03-01,21.67,90.0,-1.1670901e-07
2023-03-01,20.75,87.33,-6.0502504e-07
2023-03-01,20.67,89.08,1.4213896e-07
2023-03-01,20.67,89.67,2.3190354e-07
2023-03-01,20.67,87.33,-1.288477e-06
2023-03-01,20.58,88.08,-4.394116e-07
2023-03-01,21.75,90.42,-1.08573126e-07
2023-03-01,21.75,89.92,-1.3280303e-06
2023-03-01,21.92,88.17,3.7730177e-07
2023-03-01,20.75,87.17,1.2238901e-06
2023-03-01,21.83,90.58,-1.3534384e-07
2023-03-01,20.58,90.5,-1.4885674e-07
2023-03-01,20.5,90.83,-5.6766356e-07
2023-03-01,20.5,90.75,-4.3872913e-07
2023-03-01,21.83,91.0,-4.6586575e-08
2023-03-01,21.83,90.92,-1.1853548e-07
2023-03-01,20.5,89.58,4.7759545e-07
2023-03-01,21.75,90.25,6.0952495e-08
2023-03-01,21.75,90.17,-3.696698e-09
2023-03-01,20.58,87.75,-5.342005e-07
2023-03-01,20.58,91.0,-3.0043044e-08
2023-03-01,20.58,87.83,-1.1045748e-06
2023-03-01,20.0,88.75,-1.2943168e-07
2023-03-01,20.67,87.08,2.092892e-07
2023-03-01,20.67,89.17,2.0940553e-07
2023-03-01,22.67,90.92,-4.5773848e-07
2023-03-01,21.83,90.83,-1.799265e-07
2023-03-01,20.0,87.83,1.0543461e-07
2023-03-01,20.5,90.67,-9.220864e-09
2023-03-01,20.67,89.25,6.3706906e-08
2023-03-01,20.58,90.92,-1.7747023e-07
2023-03-01,20.67,89.33,-9.274615e-08
2023-03-01,21.83,90.75,-1.0934796e-07
2023-03-01,20.5,89.25,6.9208704e-07
2023-03-01,21.67,90.08,-1.10695204e-07
2023-03-01,20.67,87.17,1.9818824e-06
