time,latitude,longitude,uo
2023-02-01,21.25,88.0,0.0094904145
2023-02-01,20.58,88.67,-0.005401938
2023-02-01,20.58,89.42,-0.039520737
2023-02-01,21.25,88.08,0.014245811
2023-02-01,22.58,90.92,-0.050522096
2023-02-01,20.0,87.17,0.13177842
2023-02-01,20.25,88.58,0.24824762
2023-02-01,21.25,87.83,0.017649205
2023-02-01,21.25,87.5,0.010679698
2023-02-01,20.25,87.0,-0.038446415
2023-02-01,20.25,88.92,0.23503129
2023-02-01,20.17,90.83,-0.053782772
2023-02-01,22.08,90.75,0.01472857
2023-02-01,21.17,90.92,-0.040243585
2023-02-01,21.33,87.5,0.01665511
2023-02-01,21.17,91.0,-0.045120083
2023-02-01,21.92,90.83,0.026699394
2023-02-01,21.33,87.42,0.017861843
2023-02-01,20.58,88.5,-0.022951337
2023-02-01,20.25,89.17,0.20415619
2023-02-01,21.25,87.0,0.011297672
2023-02-01,20.17,90.92,-0.05192438
2023-02-01,21.25,87.08,0.015519637
2023-02-01,20.58,89.67,-0.07020499
2023-02-01,21.33,87.33,0.018080378
2023-02-01,20.25,89.08,0.22037849
2023-02-01,21.33,87.25,0.021944772
2023-02-01,21.25,87.17,0.022613326
2023-02-01,21.92,90.92,0.036399294
2023-02-01,21.25,87.25,0.03184431
2023-02-01,20.17,91.0,-0.052930873
2023-02-01,20.25,89.0,0.23016575
2023-02-01,20.58,89.58,-0.054043077
2023-02-01,21.33,87.17,0.022223633
2023-02-01,21.25,87.33,0.029682511
2023-02-01,20.0,87.25,0.18176107
2023-02-01,21.33,87.08,0.018491995
2023-02-01,21.25,87.42,0.01740409
2023-02-01,20.25,87.25,-0.099771544
2023-02-01,20.25,89.25,0.17699006
2023-02-01,21.25,90.67,-0.045561552
2023-02-01,21.25,90.58,-0.04825682
2023-02-01,21.25,89.0,-0.03884039
2023-02-01,22.0,90.0,0.034928232
2023-02-01,20.25,87.58,-0.03210906
2023-02-01,21.25,89.08,-0.006106698
2023-02-01,20.58,88.83,-0.004328336
2023-02-01,20.25,88.08,0.18356355
2023-02-01,21.25,90.0,0.1496881
2023-02-01,20.58,89.08,-0.012893571
2023-02-01,21.25,89.92,0.20660591
2023-02-01,21.25,89.17,0.049431268
2023-02-01,21.25,89.25,0.06604118
2023-02-01,20.25,88.0,0.15262938
2023-02-01,20.25,88.17,0.20574863
2023-02-01,20.25,87.67,0.001401647
2023-02-01,21.25,89.83,0.21738209
2023-02-01,21.25,89.33,0.08499589
2023-02-01,21.25,89.75,0.1936332
2023-02-01,21.25,89.42,0.114361465
2023-02-01,22.0,90.42,0.0118513955
2023-02-01,20.25,87.92,0.11849336
2023-02-01,20.25,87.75,0.0405909
2023-02-01,20.0,87.0,0.05635852
2023-02-01,21.25,89.67,0.17072265
2023-02-01,21.25,89.5,0.1419386
2023-02-01,21.25,89.58,0.15781413
2023-02-01,20.25,87.83,0.08147663
2023-02-01,20.58,89.0,-0.012195279
2023-02-01,21.25,90.08,0.05810628
2023-02-01,22.08,90.83,0.014253364
2023-02-01,21.25,88.92,-0.00038470488
2023-02-01,21.25,88.25,0.023424154
2023-02-01,20.58,89.33,-0.031341065
2023-02-01,20.25,88.5,0.24574187
2023-02-01,21.25,88.33,0.023497421
2023-02-01,20.25,87.33,-0.10010726
2023-02-01,21.25,90.5,-0.04706264
2023-02-01,21.25,88.42,0.022719407
2023-02-01,22.0,88.17,-0.006359952
2023-02-01,20.25,88.42,0.24043131
2023-02-01,21.25,90.42,-0.0641051
2023-02-01,21.25,88.5,0.025487794
2023-02-01,21.25,88.58,0.025365131
2023-02-01,20.58,88.75,-0.0027513155
2023-02-01,20.25,87.42,-0.084057786
2023-02-01,20.58,89.25,-0.021647241
2023-02-01,21.25,90.33,-0.07139678
2023-02-01,20.25,88.33,0.23059462
2023-02-01,21.25,88.67,0.027640121
2023-02-01,22.0,89.92,0.02993075
2023-02-01,21.25,90.25,-0.0753551
2023-02-01,21.25,88.75,0.041388176
2023-02-01,20.58,89.17,-0.014878789
2023-02-01,20.25,88.25,0.2183305
2023-02-01,20.25,87.5,-0.059178717
2023-02-01,21.25,88.83,0.039244838
2023-02-01,20.0,87.08,0.09134947
2023-02-01,21.25,90.17,-0.04475045
2023-02-01,21.25,88.17,0.01775722
2023-02-01,20.67,88.25,-0.003092151
2023-02-01,20.58,89.75,-0.07826168
2023-02-01,21.33,87.58,0.016852867
2023-02-01,21.17,88.83,0.060245197
2023-02-01,20.25,90.33,-0.082509175
2023-02-01,21.33,89.08,0.041064285
2023-02-01,21.92,90.0,0.03445883
2023-02-01,21.33,89.0,0.0033229813
2023-02-01,21.17,88.92,0.018468734
2023-02-01,21.17,89.0,-0.021873215
2023-02-01,20.58,88.17,-0.034191824
2023-02-01,20.17,90.08,-0.010129377
2023-02-01,20.25,90.25,-0.08854047
2023-02-01,20.58,90.33,0.012910864
2023-02-01,21.33,88.92,0.021736395
2023-02-01,20.17,90.0,0.010218891
2023-02-01,21.17,89.08,-0.0086934585
2023-02-01,21.17,89.17,0.06753577
2023-02-01,20.58,90.25,-0.0069744783
2023-02-01,20.25,90.17,-0.092164576
2023-02-01,20.17,90.17,-0.04116725
2023-02-01,21.17,89.25,0.10943097
2023-02-01,21.92,90.42,0.020691678
2023-02-01,21.33,88.75,0.038496144
2023-02-01,21.17,89.33,0.13030694
2023-02-01,20.25,90.08,-0.08057384
2023-02-01,20.0,87.5,0.32422024
2023-02-01,21.33,88.67,0.033305697
2023-02-01,20.17,90.25,-0.05957163
2023-02-01,21.33,88.83,0.054195184
2023-02-01,21.17,88.75,0.059122242
2023-02-01,21.33,89.17,0.050345987
2023-02-01,20.0,87.58,0.35556272
2023-02-01,21.33,89.75,0.1698837
2023-02-01,21.33,89.67,0.15712342
2023-02-01,21.17,88.17,0.01949449
2023-02-01,20.58,90.58,0.09618669
2023-02-01,20.17,89.75,0.0782684
2023-02-01,20.25,90.67,-0.051589195
2023-02-01,21.33,89.58,0.12412657
2023-02-01,21.17,88.25,0.01373147
2023-02-01,21.92,88.17,-0.009621168
2023-02-01,21.33,89.5,0.085670695
2023-02-01,21.17,88.33,0.013457573
2023-02-01,20.17,89.83,0.043985877
2023-02-01,20.25,90.58,-0.058042664
2023-02-01,21.17,88.42,0.008365401
2023-02-01,20.58,88.08,-0.02593838
2023-02-01,21.33,89.42,0.06811072
2023-02-01,21.17,88.5,0.010235941
2023-02-01,20.58,90.5,0.067894466
2023-02-01,21.33,89.33,0.052769046
2023-02-01,20.25,90.5,-0.06975959
2023-02-01,20.17,89.92,0.022214457
2023-02-01,21.17,88.58,0.016690508
2023-02-01,21.92,89.92,0.028916867
2023-02-01,21.33,89.25,0.042206734
2023-02-01,21.17,88.67,0.01676364
2023-02-01,20.58,90.42,0.03803662
2023-02-01,20.25,90.42,-0.07847684
2023-02-01,21.17,89.42,0.1431326
2023-02-01,21.17,90.83,-0.038935892
2023-02-01,21.17,89.5,0.15351614
2023-02-01,20.58,88.92,-0.008993404
2023-02-01,21.17,90.25,0.13583834
2023-02-01,20.17,90.58,-0.07733707
2023-02-01,20.58,89.92,-0.070121005
2023-02-01,20.25,89.58,0.0516322
2023-02-01,21.33,88.0,0.01932906
2023-02-01,21.17,90.33,0.07356988
2023-02-01,22.08,91.0,0.025666824
2023-02-01,21.92,90.67,0.025181768
2023-02-01,21.33,87.92,0.01675617
2023-02-01,21.17,90.42,0.033991065
2023-02-01,20.25,89.5,0.06513228
2023-02-01,20.17,90.67,-0.066088066
2023-02-01,21.17,90.17,0.20776092
2023-02-01,21.17,90.5,-0.005961363
2023-02-01,21.33,87.83,0.018160252
2023-02-01,21.17,90.58,-0.02904747
2023-02-01,21.92,90.75,0.025659684
2023-02-01,20.25,89.42,0.095614634
2023-02-01,21.33,87.75,0.024412243
2023-02-01,21.17,90.67,-0.032566737
2023-02-01,20.58,89.83,-0.07702707
2023-02-01,20.17,90.75,-0.05820341
2023-02-01,21.17,90.75,-0.035209376
2023-02-01,20.0,87.33,0.23328055
2023-02-01,20.25,89.33,0.13694581
2023-02-01,21.33,87.67,0.023841035
2023-02-01,20.58,88.42,-0.033791073
2023-02-01,21.33,88.08,0.01951262
2023-02-01,20.25,89.67,0.039870273
2023-02-01,20.58,90.0,-0.056159724
2023-02-01,21.33,88.58,0.032907538
2023-02-01,20.58,88.25,-0.03986292
2023-02-01,20.58,90.17,-0.023465192
2023-02-01,21.33,88.5,0.03515302
2023-02-01,21.17,89.58,0.1670673
2023-02-01,20.25,89.92,-0.021806402
2023-02-01,20.17,90.33,-0.06802197
2023-02-01,22.58,90.83,-0.037386052
2023-02-01,21.17,89.67,0.18524058
2023-02-01,21.92,90.5,0.020749653
2023-02-01,21.33,88.42,0.033425648
2023-02-01,21.17,89.75,0.20319363
2023-02-01,20.58,90.08,-0.039101068
2023-02-01,21.33,88.33,0.026280208
2023-02-01,20.25,89.83,-0.0044230507
2023-02-01,21.17,89.83,0.2255849
2023-02-01,20.17,90.42,-0.079281546
2023-02-01,21.17,89.92,0.24912477
2023-02-01,21.92,90.58,0.023994299
2023-02-01,20.0,87.42,0.28333396
2023-02-01,21.33,88.25,0.022021042
2023-02-01,20.25,89.75,0.016702637
2023-02-01,21.33,88.17,0.020122126
2023-02-01,21.17,90.0,0.2568771
2023-02-01,20.58,88.33,-0.039981123
2023-02-01,20.17,90.5,-0.08409327
2023-02-01,21.17,90.08,0.24431194
2023-02-01,20.25,90.0,-0.05057457
2023-02-01,21.0,90.58,0.21478473
2023-02-01,21.08,87.83,-0.0014181252
2023-02-01,21.5,89.0,0.1650383
2023-02-01,20.67,89.83,-0.028237369
2023-02-01,21.5,89.75,0.030298453
2023-02-01,20.92,89.5,0.13149533
2023-02-01,20.42,88.25,0.04318849
2023-02-01,21.5,89.67,0.026261482
2023-02-01,21.75,89.83,0.03594405
2023-02-01,20.92,89.58,0.1484345
2023-02-01,20.08,89.58,0.2297717
2023-02-01,20.0,88.92,0.39400095
2023-02-01,20.42,88.17,0.034396566
2023-02-01,21.5,89.58,0.027357787
2023-02-01,20.92,89.67,0.1622916
2023-02-01,21.5,89.5,0.04194186
2023-02-01,20.92,89.75,0.17399372
2023-02-01,20.5,90.42,0.013483769
2023-02-01,20.67,89.75,-0.035535324
2023-02-01,20.42,88.08,0.020808127
2023-02-01,20.08,89.67,0.20770235
2023-02-01,21.5,89.42,0.05355185
2023-02-01,20.92,89.83,0.18650159
2023-02-01,21.5,89.33,0.05864621
2023-02-01,20.92,89.92,0.20144537
2023-02-01,20.42,88.0,0.0025550518
2023-02-01,20.67,89.67,-0.038074724
2023-02-01,20.08,89.75,0.18167235
2023-02-01,20.92,89.42,0.111350045
2023-02-01,20.08,89.5,0.26056933
2023-02-01,21.75,89.75,0.042157482
2023-02-01,20.42,88.33,0.04432741
2023-02-01,20.92,88.75,0.05249193
2023-02-01,20.67,90.08,0.0075899335
2023-02-01,21.5,90.17,0.036962193
2023-02-01,20.92,88.83,0.075978145
2023-02-01,20.42,88.58,0.020909606
2023-02-01,21.75,88.67,0.030625794
2023-02-01,21.5,90.08,0.030927395
2023-02-01,20.92,88.92,0.07817559
2023-02-01,20.67,90.0,-0.004998827
2023-02-01,20.08,89.33,0.32315922
2023-02-01,20.92,89.0,0.06481404
2023-02-01,20.42,88.5,0.029747257
2023-02-01,20.92,90.0,0.21590574
2023-02-01,22.0,90.83,0.021065043
2023-02-01,20.92,89.08,0.06006967
2023-02-01,20.0,89.0,0.39741108
2023-02-01,21.5,89.92,0.032357343
2023-02-01,20.92,89.17,0.062849365
2023-02-01,20.42,88.42,0.03935819
2023-02-01,20.08,89.42,0.2940752
2023-02-01,20.5,90.33,-0.0075102565
2023-02-01,20.92,89.25,0.07314791
2023-02-01,22.25,90.83,0.025201974
2023-02-01,20.67,89.92,-0.018118337
2023-02-01,21.5,89.83,0.03299719
2023-02-01,20.92,89.33,0.0906199
2023-02-01,21.5,90.0,0.029506553
2023-02-01,20.08,89.25,0.34593603
2023-02-01,21.5,89.25,0.06521853
2023-02-01,21.75,89.92,0.03294155
2023-02-01,21.5,88.67,0.20165619
2023-02-01,22.67,90.75,0.005334179
2023-02-01,20.92,90.83,0.21145229
2023-02-01,20.08,90.08,0.032865487
2023-02-01,20.67,89.42,-0.026721451
2023-02-01,20.92,90.92,0.18846546
2023-02-01,20.42,87.5,-0.08303777
2023-02-01,21.5,88.58,0.12503484
2023-02-01,21.5,88.5,0.070907675
2023-02-01,20.92,91.0,0.16277993
2023-02-01,20.67,89.33,-0.029615734
2023-02-01,21.0,87.0,0.0044488097
2023-02-01,20.42,87.42,-0.070587166
2023-02-01,20.08,90.17,0.015247508
2023-02-01,21.75,90.17,0.04740229
2023-02-01,21.5,88.42,0.047733855
2023-02-01,20.0,88.75,0.3855267
2023-02-01,21.0,87.08,0.01173708
2023-02-01,21.5,88.33,0.03297477
2023-02-01,21.0,87.17,0.009967466
2023-02-01,20.42,87.33,-0.037685804
2023-02-01,20.08,90.25,-0.0043479535
2023-02-01,20.5,90.67,0.0755378
2023-02-01,21.0,87.25,0.0033711412
2023-02-01,21.5,88.25,0.031023206
2023-02-01,20.5,90.58,0.056935422
2023-02-01,20.42,87.58,-0.08159428
2023-02-01,20.92,90.75,0.23494346
2023-02-01,21.5,88.75,0.24535911
2023-02-01,20.42,87.92,-0.020556435
2023-02-01,21.5,89.17,0.07543848
2023-02-01,20.92,90.17,0.24187647
2023-02-01,21.75,90.0,0.03673627
2023-02-01,20.08,89.83,0.14304543
2023-02-01,20.92,90.25,0.25294885
2023-02-01,20.5,90.5,0.03655458
2023-02-01,21.5,89.08,0.10524617
2023-02-01,20.42,87.83,-0.043703664
2023-02-01,20.67,89.58,-0.029753938
2023-02-01,21.42,89.83,0.021898752
2023-02-01,20.92,90.33,0.26243207
2023-02-01,20.92,90.08,0.22931032
2023-02-01,20.92,90.42,0.26877812
2023-02-01,20.42,87.75,-0.061240222
2023-02-01,20.08,89.92,0.10004522
2023-02-01,21.5,88.92,0.1929718
2023-02-01,20.92,90.5,0.2720793
2023-02-01,20.67,89.5,-0.023935424
2023-02-01,21.5,88.83,0.22028986
2023-02-01,20.92,90.58,0.27174512
2023-02-01,20.42,87.67,-0.07161544
2023-02-01,22.67,90.92,-0.026897337
2023-02-01,20.08,90.0,0.061098106
2023-02-01,20.92,90.67,0.2588211
2023-02-01,21.75,90.08,0.045021225
2023-02-01,20.0,88.83,0.39078042
2023-02-01,20.67,89.25,-0.030705495
2023-02-01,20.42,88.67,0.025821447
2023-02-01,21.5,90.25,0.039621394
2023-02-01,21.58,87.92,0.013625258
2023-02-01,20.83,90.75,0.2585959
2023-02-01,21.75,88.0,-0.01393974
2023-02-01,21.58,87.83,0.02051742
2023-02-01,20.83,90.83,0.25516084
2023-02-01,20.42,89.67,-0.051173914
2023-02-01,20.67,90.67,0.13085946
2023-02-01,20.08,88.5,0.35889345
2023-02-01,20.83,90.92,0.24795713
2023-02-01,22.0,90.58,0.01606837
2023-02-01,21.58,87.75,0.024045225
2023-02-01,20.0,89.25,0.3906583
2023-02-01,20.42,89.58,-0.026566727
2023-02-01,21.58,87.67,0.024274817
2023-02-01,20.83,91.0,0.23856096
2023-02-01,20.92,87.0,0.00502167
2023-02-01,20.08,88.58,0.3630889
2023-02-01,21.58,87.58,0.021867502
2023-02-01,20.42,89.5,-0.004944147
2023-02-01,20.5,90.0,-0.08224833
2023-02-01,20.92,87.08,0.026084108
2023-02-01,20.67,90.58,0.108993284
2023-02-01,21.58,87.5,0.021121074
2023-02-01,20.92,87.17,0.028504109
2023-02-01,21.75,88.08,-0.020943293
2023-02-01,22.5,90.83,-0.05846126
2023-02-01,20.08,88.42,0.35390586
2023-02-01,20.42,89.75,-0.07929859
2023-02-01,20.67,90.75,0.151428
2023-02-01,21.58,88.42,0.045276456
2023-02-01,20.83,90.08,0.17934439
2023-02-01,20.5,89.83,-0.094841965
2023-02-01,21.58,88.33,0.032719932
2023-02-01,20.83,90.17,0.19443895
2023-02-01,20.42,90.0,-0.103694014
2023-02-01,20.08,88.25,0.36711368
2023-02-01,20.83,90.25,0.20625648
2023-02-01,20.0,89.33,0.3776994
2023-02-01,21.58,88.25,0.03003016
2023-02-01,20.83,90.33,0.21635993
2023-02-01,20.67,90.83,0.17003174
2023-02-01,20.42,89.42,0.014194525
2023-02-01,21.58,88.17,0.016914785
2023-02-01,20.83,90.42,0.22446387
2023-02-01,21.75,87.92,-0.00059336965
2023-02-01,20.08,88.33,0.35648185
2023-02-01,20.83,90.5,0.23289587
2023-02-01,22.33,90.92,0.028508857
2023-02-01,21.58,88.08,0.0019778335
2023-02-01,20.42,89.83,-0.09536598
2023-02-01,21.58,88.0,0.004751024
2023-02-01,20.83,90.58,0.24412687
2023-02-01,22.25,90.92,0.025199903
2023-02-01,20.5,89.92,-0.09178872
2023-02-01,20.83,90.67,0.25433427
2023-02-01,20.42,89.92,-0.10171277
2023-02-01,20.5,90.25,-0.025565958
2023-02-01,20.08,88.67,0.36381868
2023-02-01,20.92,87.25,0.0124441525
2023-02-01,20.42,89.0,0.081480004
2023-02-01,20.08,89.0,0.36897352
2023-02-01,20.92,88.08,-0.0020145676
2023-02-01,21.5,90.67,0.017672842
2023-02-01,20.92,88.17,0.016281325
2023-02-01,20.5,90.17,-0.042946856
2023-02-01,20.67,90.25,0.03700505
2023-02-01,20.42,88.92,0.07846565
2023-02-01,21.5,90.58,0.02197491
2023-02-01,20.92,88.25,0.023835018
2023-02-01,20.08,89.08,0.36533508
2023-02-01,20.92,88.33,-0.004868891
2023-02-01,21.75,88.58,0.009531834
2023-02-01,21.5,90.5,0.026711896
2023-02-01,20.42,88.83,0.06482502
2023-02-01,20.67,90.17,0.02186644
2023-02-01,21.5,90.42,0.03161341
2023-02-01,20.92,88.42,-0.032297812
2023-02-01,20.92,88.5,-0.046029564
2023-02-01,20.0,89.08,0.39904314
2023-02-01,20.08,89.17,0.35855946
2023-02-01,20.42,88.75,0.044688437
2023-02-01,21.5,90.33,0.035678905
2023-02-01,20.92,88.58,-0.031421524
2023-02-01,20.92,88.67,0.01548298
2023-02-01,21.75,88.5,0.00953183
2023-02-01,20.92,88.0,-0.0060860096
2023-02-01,21.5,90.75,0.014087187
2023-02-01,20.92,87.92,0.023150293
2023-02-01,20.67,90.5,0.0855511
2023-02-01,21.58,87.33,0.012714292
2023-02-01,20.92,87.33,0.008006421
2023-02-01,20.42,89.33,0.028986255
2023-02-01,20.08,88.75,0.36663273
2023-02-01,20.92,87.42,0.0103508765
2023-02-01,21.75,88.17,-0.013011998
2023-02-01,21.58,87.25,0.0063403095
2023-02-01,20.92,87.5,0.012800397
2023-02-01,20.0,89.17,0.39693603
2023-02-01,20.42,89.25,0.045443635
2023-02-01,21.58,87.17,0.0053667733
2023-02-01,21.58,87.42,0.019544223
2023-02-01,20.5,90.08,-0.063163914
2023-02-01,20.08,88.83,0.3701367
2023-02-01,20.92,87.67,0.017674174
2023-02-01,20.67,90.42,0.065419935
2023-02-01,21.5,91.0,0.0097007835
2023-02-01,20.42,89.17,0.061660085
2023-02-01,21.5,90.92,0.010533711
2023-02-01,20.92,87.75,0.024031669
2023-02-01,20.92,87.83,0.041198347
2023-02-01,20.67,90.33,0.050641943
2023-02-01,20.42,89.08,0.074735396
2023-02-01,20.08,88.92,0.3700971
2023-02-01,21.5,90.83,0.012208568
2023-02-01,20.92,87.58,0.014583884
2023-02-01,20.42,87.25,0.0042040683
2023-02-01,20.75,88.58,0.10998588
2023-02-01,21.5,88.17,0.022754556
2023-02-01,20.33,90.75,-0.02536339
2023-02-01,21.0,88.42,-0.055189908
2023-02-01,21.75,90.5,0.03348965
2023-02-01,20.58,87.0,0.026511831
2023-02-01,21.0,89.83,0.22234467
2023-02-01,20.08,90.75,-0.057978984
2023-02-01,21.75,90.83,0.023558006
2023-02-01,22.0,90.92,0.033717014
2023-02-01,21.0,89.75,0.20888264
2023-02-01,21.0,88.5,-0.04874881
2023-02-01,20.67,88.83,0.0019552659
2023-02-01,21.5,87.33,0.019060506
2023-02-01,20.17,87.17,-0.07280934
2023-02-01,20.33,90.67,-0.024564316
2023-02-01,20.0,88.58,0.38361326
2023-02-01,21.42,90.5,0.024188416
2023-02-01,20.33,90.08,-0.103493884
2023-02-01,21.5,87.42,0.024693375
2023-02-01,20.67,88.92,-0.011422473
2023-02-01,21.0,88.33,-0.08638563
2023-02-01,21.42,90.42,0.029506449
2023-02-01,21.0,88.08,-0.027026592
2023-02-01,20.33,90.92,-0.014681354
2023-02-01,21.5,87.67,0.026830649
2023-02-01,21.75,90.42,0.040825225
2023-02-01,20.33,89.92,-0.08225068
2023-02-01,21.5,87.58,0.028368035
2023-02-01,21.0,88.17,-0.025958473
2023-02-01,20.33,90.83,-0.022235082
2023-02-01,21.5,87.25,0.0149865765
2023-02-01,20.08,90.67,-0.07013313
2023-02-01,20.17,87.25,-0.073973104
2023-02-01,20.0,88.42,0.38040847
2023-02-01,21.0,88.25,-0.078041546
2023-02-01,20.5,90.83,0.10086573
2023-02-01,21.0,89.92,0.23465177
2023-02-01,21.42,90.92,0.0035350367
2023-02-01,21.5,87.5,0.028168647
2023-02-01,20.33,90.0,-0.10074884
2023-02-01,21.0,90.0,0.24261461
2023-02-01,21.0,88.58,-0.037406184
2023-02-01,20.67,88.5,0.034329962
2023-02-01,20.08,90.83,-0.0523923
2023-02-01,21.0,89.42,0.14013837
2023-02-01,21.0,89.0,0.079634905
2023-02-01,21.75,90.67,0.02551688
2023-02-01,20.67,88.67,0.03234843
2023-02-01,21.42,91.0,-0.013493181
2023-02-01,21.42,90.75,0.009764879
2023-02-01,20.33,90.25,-0.080658376
2023-02-01,20.08,91.0,-0.064367674
2023-02-01,21.5,87.0,0.003278296
2023-02-01,21.0,89.08,0.0905107
2023-02-01,21.0,89.33,0.12185848
2023-02-01,21.0,89.17,0.099625826
2023-02-01,20.17,87.0,-0.04677489
2023-02-01,22.42,90.92,0.022186896
2023-02-01,21.0,89.25,0.108636186
2023-02-01,21.42,90.83,0.008308692
2023-02-01,20.33,90.33,-0.06724305
2023-02-01,20.0,88.5,0.3823216
2023-02-01,20.5,91.0,0.108229205
2023-02-01,20.08,90.58,-0.07891565
2023-02-01,21.0,88.92,0.054254677
2023-02-01,20.08,90.92,-0.05645939
2023-02-01,21.0,88.67,-0.045407023
2023-02-01,20.33,90.58,-0.027271712
2023-02-01,21.0,89.67,0.19509837
2023-02-01,21.5,87.17,0.011380329
2023-02-01,21.0,88.75,-0.050496317
2023-02-01,21.42,90.58,0.01790088
2023-02-01,20.5,90.92,0.10475927
2023-02-01,21.75,90.58,0.028788656
2023-02-01,20.67,88.58,0.03831636
2023-02-01,21.5,87.08,0.0056977593
2023-02-01,21.0,88.83,-0.007604468
2023-02-01,21.75,90.75,0.023529414
2023-02-01,20.17,87.08,-0.06252208
2023-02-01,20.33,90.17,-0.093700945
2023-02-01,21.0,89.5,0.16101988
2023-02-01,21.42,90.67,0.013031303
2023-02-01,20.67,88.75,0.018457344
2023-02-01,20.33,90.5,-0.039099656
2023-02-01,21.0,89.58,0.17938188
2023-02-01,21.0,88.0,-0.026944209
2023-02-01,21.42,90.33,0.03078009
2023-02-01,20.67,88.42,0.024284031
2023-02-01,20.0,88.67,0.38241488
2023-02-01,21.0,87.83,0.042775404
2023-02-01,20.08,90.5,-0.07007377
2023-02-01,21.75,91.0,0.028240388
2023-02-01,22.5,90.92,-0.060991753
2023-02-01,21.5,88.08,0.014017639
2023-02-01,21.5,87.83,0.020161752
2023-02-01,20.42,87.0,0.022093665
2023-02-01,21.0,87.5,0.030669738
2023-02-01,21.0,90.5,0.24240239
2023-02-01,20.67,89.08,-0.028162723
2023-02-01,21.0,90.25,0.2687259
2023-02-01,21.5,88.0,0.0140856495
2023-02-01,21.42,90.08,0.016290901
2023-02-01,20.17,87.33,-0.06096372
2023-02-01,20.5,90.75,0.09203958
2023-02-01,21.0,90.33,0.27176705
2023-02-01,21.0,87.75,0.03718406
2023-02-01,21.0,87.58,0.038025957
2023-02-01,20.42,87.08,0.030348226
2023-02-01,20.58,87.08,0.019347334
2023-02-01,21.5,87.92,0.016494337
2023-02-01,21.5,87.75,0.023931999
2023-02-01,20.33,89.75,-0.039147668
2023-02-01,20.08,90.42,-0.04783144
2023-02-01,21.75,90.33,0.049875673
2023-02-01,21.42,90.0,0.014860764
2023-02-01,20.17,87.42,-0.030028304
2023-02-01,21.0,87.67,0.03899165
2023-02-01,21.0,90.42,0.26156107
2023-02-01,20.67,88.33,0.011449186
2023-02-01,20.33,89.83,-0.059861895
2023-02-01,22.17,90.83,0.022805031
2023-02-01,20.33,91.0,-0.00562569
2023-02-01,21.0,87.92,0.015446837
2023-02-01,21.0,87.42,0.012435551
2023-02-01,20.42,87.17,0.022185415
2023-02-01,21.0,90.17,0.2600598
2023-02-01,21.75,90.92,0.025809659
2023-02-01,21.0,90.08,0.2504188
2023-02-01,20.67,89.17,-0.030387143
2023-02-01,20.08,90.33,-0.026113143
2023-02-01,22.17,91.0,0.0263782
2023-02-01,21.42,89.92,0.016467256
2023-02-01,20.67,89.0,-0.02138226
2023-02-01,21.75,90.25,0.051721435
2023-02-01,21.42,90.17,0.026905773
2023-02-01,21.0,87.33,-0.00048867933
2023-02-01,20.33,89.67,-0.013892754
2023-02-01,21.42,90.25,0.033872757
2023-03-01,20.67,90.92,0.12759742
2023-03-01,21.75,88.5,0.010437641
2023-03-01,21.67,89.67,0.06557893
2023-03-01,20.67,88.33,0.12138491
2023-03-01,20.0,89.42,0.106294535
2023-03-01,20.0,89.17,0.07512014
2023-03-01,21.75,90.75,0.030039052
2023-03-01,20.67,88.5,0.15064104
2023-03-01,21.67,91.0,0.029167982
2023-03-01,20.67,87.75,0.014587955
2023-03-01,20.75,87.58,0.009843331
2023-03-01,22.0,90.0,0.046920218
2023-03-01,20.5,90.08,0.06471814
2023-03-01,20.0,88.33,-0.037472684
2023-03-01,20.58,89.67,0.1144194
2023-03-01,20.58,89.58,0.117646456
2023-03-01,21.67,90.5,0.040436003
2023-03-01,20.67,90.33,0.08598836
2023-03-01,20.0,89.33,0.09640985
2023-03-01,21.75,91.0,0.031289462
2023-03-01,20.0,88.17,0.010585478
2023-03-01,21.92,90.83,0.02856827
2023-03-01,21.83,89.92,0.0406256
2023-03-01,20.58,88.5,0.04120449
2023-03-01,22.0,90.42,0.013419601
2023-03-01,20.67,88.58,0.16113888
2023-03-01,20.58,87.33,0.02316209
2023-03-01,20.75,87.67,0.008661708
2023-03-01,20.5,91.0,0.086441286
2023-03-01,20.5,89.42,0.07828302
2023-03-01,20.67,87.83,0.024183229
2023-03-01,21.92,90.92,0.03507956
2023-03-01,20.0,87.25,0.20297898
2023-03-01,20.0,87.0,0.18513145
2023-03-01,20.75,88.33,0.1972513
2023-03-01,20.5,89.83,0.09033306
2023-03-01,20.58,89.0,0.058247395
2023-03-01,20.67,90.42,0.0941339
2023-03-01,20.67,90.83,0.12441527
2023-03-01,20.58,89.5,0.112833865
2023-03-01,21.75,88.17,-0.010249664
2023-03-01,21.83,88.0,-0.012242785
2023-03-01,20.5,89.92,0.077290885
2023-03-01,20.58,87.25,0.0399845
2023-03-01,20.0,88.42,-0.047056083
2023-03-01,20.0,89.67,0.123991735
2023-03-01,20.58,89.17,0.07436581
2023-03-01,20.58,89.33,0.0967487
2023-03-01,20.0,87.08,0.19076744
2023-03-01,21.67,90.92,0.029211631
2023-03-01,22.0,89.92,0.041295014
2023-03-01,20.0,89.25,0.0870104
2023-03-01,20.0,88.25,-0.01720599
2023-03-01,20.58,87.0,0.04025313
2023-03-01,20.75,87.5,0.018025143
2023-03-01,20.67,88.08,0.07394393
2023-03-01,20.67,88.42,0.13556358
2023-03-01,22.0,88.17,-0.010462687
