time,latitude,longitude,so
2022-07-01,21.92,90.67,2.7673705
2022-07-01,21.33,89.17,20.355368
2022-07-01,21.17,88.83,22.972582
2022-07-01,20.17,90.0,28.813114
2022-07-01,20.0,87.42,29.56376
2022-07-01,21.17,89.42,24.931269
2022-07-01,21.17,90.83,17.78741
2022-07-01,21.17,90.92,17.864994
2022-07-01,20.17,90.83,30.056904
2022-07-01,21.25,90.17,20.05717
2022-07-01,21.25,88.92,22.66387
2022-07-01,20.58,88.83,27.274256
2022-07-01,20.25,88.25,30.472702
2022-07-01,20.25,87.5,29.045858
2022-07-01,21.25,88.83,22.797613
2022-07-01,21.25,90.25,19.404919
2022-07-01,22.0,90.0,16.970156
2022-07-01,21.25,88.75,22.492308
2022-07-01,20.0,87.08,29.805721
2022-07-01,21.25,90.33,18.847046
2022-07-01,21.25,89.0,22.22153
2022-07-01,20.25,88.33,30.444618
2022-07-01,21.25,88.58,23.351685
2022-07-01,20.25,87.42,29.16479
2022-07-01,20.58,89.17,27.9093
2022-07-01,21.25,90.42,13.532495
2022-07-01,20.25,88.42,30.397778
2022-07-01,21.25,90.5,13.803427
2022-07-01,21.25,88.5,23.525951
2022-07-01,21.25,88.42,24.06835
2022-07-01,20.58,89.25,28.048466
2022-07-01,20.25,88.5,30.134115
2022-07-01,20.25,87.33,29.174421
2022-07-01,21.25,88.67,22.781107
2022-07-01,20.25,88.17,30.397774
2022-07-01,20.25,87.58,28.674326
2022-07-01,21.25,89.08,22.19527
2022-07-01,20.25,87.83,29.058798
2022-07-01,20.0,87.0,29.77612
2022-07-01,22.58,90.92,2.794483
2022-07-01,21.25,89.58,23.866707
2022-07-01,21.25,89.67,23.937565
2022-07-01,22.08,90.83,2.5135248
2022-07-01,21.25,89.5,23.76185
2022-07-01,21.25,89.75,23.71806
2022-07-01,20.58,88.92,27.45215
2022-07-01,20.25,87.92,29.45704
2022-07-01,20.25,87.75,28.686655
2022-07-01,21.25,89.42,23.293161
2022-07-01,20.58,89.0,27.71398
2022-07-01,21.25,89.83,23.345026
2022-07-01,21.25,89.33,22.038198
2022-07-01,21.25,89.92,22.43786
2022-07-01,20.25,88.0,29.84767
2022-07-01,20.25,87.67,28.463268
2022-07-01,20.58,89.08,27.90614
2022-07-01,21.25,89.25,21.833624
2022-07-01,21.25,89.17,21.415756
2022-07-01,21.25,90.0,21.826921
2022-07-01,20.25,88.08,30.183271
2022-07-01,22.0,90.42,2.990586
2022-07-01,21.25,90.08,20.90286
2022-07-01,21.25,90.58,13.202574
2022-07-01,21.25,88.33,24.287415
2022-07-01,21.25,90.67,13.375912
2022-07-01,21.25,88.25,24.672863
2022-07-01,20.25,87.0,29.437586
2022-07-01,21.33,87.17,23.406298
2022-07-01,21.25,87.42,26.692978
2022-07-01,20.25,89.0,29.372425
2022-07-01,21.33,87.25,23.87389
2022-07-01,21.25,87.33,26.214252
2022-07-01,20.58,88.67,27.078302
2022-07-01,21.25,87.25,25.584429
2022-07-01,20.17,91.0,30.530294
2022-07-01,20.58,89.5,28.319687
2022-07-01,20.25,89.08,29.348246
2022-07-01,21.33,87.33,24.693882
2022-07-01,21.25,87.17,24.758455
2022-07-01,21.33,87.42,25.325521
2022-07-01,21.25,87.08,23.539047
2022-07-01,22.0,88.08,17.48313
2022-07-01,20.25,89.17,29.225588
2022-07-01,20.17,90.92,30.32509
2022-07-01,21.25,87.0,22.597702
2022-07-01,21.33,87.5,25.725574
2022-07-01,20.58,89.58,28.28213
2022-07-01,21.17,91.0,17.968004
2022-07-01,22.08,91.0,2.276066
2022-07-01,21.33,87.58,26.173487
2022-07-01,20.25,89.25,29.262089
2022-07-01,21.25,87.5,26.747145
2022-07-01,21.33,89.75,21.206709
2022-07-01,20.25,88.92,29.296896
2022-07-01,21.33,87.08,22.538256
2022-07-01,20.25,88.58,29.901335
2022-07-01,21.25,88.17,25.00961
2022-07-01,20.25,87.25,29.12719
2022-07-01,22.0,89.92,16.60603
2022-07-01,21.25,90.75,13.967486
2022-07-01,21.25,88.08,25.22483
2022-07-01,20.58,88.75,27.161644
2022-07-01,20.25,88.67,29.666645
2022-07-01,21.25,90.83,14.636763
2022-07-01,21.25,88.0,25.588272
2022-07-01,21.25,87.92,25.743973
2022-07-01,20.25,87.17,29.170864
2022-07-01,20.58,89.33,28.20799
2022-07-01,20.25,88.75,29.466206
2022-07-01,21.25,90.92,14.870113
2022-07-01,21.25,87.83,25.878563
2022-07-01,21.25,91.0,15.3675585
2022-07-01,21.25,87.75,26.08896
2022-07-01,22.0,88.17,17.425219
2022-07-01,20.25,88.83,29.38097
2022-07-01,20.25,87.08,29.24467
2022-07-01,20.0,87.17,29.787434
2022-07-01,21.33,87.0,22.203917
2022-07-01,21.25,87.67,26.442377
2022-07-01,21.25,87.58,26.777544
2022-07-01,20.58,89.42,28.287148
2022-07-01,20.25,90.75,29.594687
2022-07-01,21.33,89.83,20.142675
2022-07-01,21.17,88.08,25.401829
2022-07-01,21.08,88.5,23.921843
2022-07-01,20.58,91.0,27.70117
2022-07-01,21.08,88.42,24.414644
2022-07-01,20.17,88.25,30.677599
2022-07-01,20.33,88.67,29.136555
2022-07-01,21.42,88.5,22.544127
2022-07-01,21.08,88.33,24.549278
2022-07-01,21.42,88.58,22.272478
2022-07-01,21.08,88.25,25.239866
2022-07-01,21.83,90.92,3.743037
2022-07-01,20.33,88.75,28.95813
2022-07-01,21.42,88.42,22.638845
2022-07-01,20.17,88.17,30.629078
2022-07-01,21.42,88.67,22.221004
2022-07-01,20.58,87.83,27.935919
2022-07-01,21.08,88.08,25.381086
2022-07-01,20.0,87.83,29.045767
2022-07-01,21.42,88.75,22.203497
2022-07-01,20.33,88.83,28.888931
2022-07-01,21.08,88.0,25.922411
2022-07-01,20.17,88.08,30.369509
2022-07-01,21.08,87.92,25.977528
2022-07-01,21.42,88.83,22.42168
2022-07-01,20.67,87.0,25.437195
2022-07-01,21.08,88.17,25.300154
2022-07-01,20.33,88.58,29.342148
2022-07-01,21.08,88.58,23.562601
2022-07-01,21.42,88.33,22.889973
2022-07-01,21.08,89.25,25.31508
2022-07-01,20.58,90.83,27.63408
2022-07-01,20.33,88.25,30.068148
2022-07-01,21.42,87.92,25.058443
2022-07-01,21.08,89.17,24.812876
2022-07-01,21.08,89.08,24.441185
2022-07-01,20.17,88.5,30.536095
2022-07-01,20.0,87.75,28.851322
2022-07-01,20.33,88.33,30.00367
2022-07-01,21.42,88.0,24.763678
2022-07-01,21.08,89.0,24.027079
2022-07-01,21.42,88.08,24.368692
2022-07-01,21.08,88.92,23.614985
2022-07-01,20.33,88.42,29.911726
2022-07-01,20.17,88.42,30.824148
2022-07-01,20.58,87.92,28.107973
2022-07-01,21.42,88.17,23.807854
2022-07-01,21.08,88.83,23.460083
2022-07-01,21.08,88.75,23.283022
2022-07-01,20.58,90.92,27.623661
2022-07-01,21.42,88.25,23.228636
2022-07-01,20.33,88.5,29.602411
2022-07-01,21.08,88.67,23.371603
2022-07-01,20.17,88.33,30.781313
2022-07-01,21.83,91.0,4.0681033
2022-07-01,20.33,88.92,28.918653
2022-07-01,21.42,88.92,21.932344
2022-07-01,21.08,87.83,26.383554
2022-07-01,20.17,88.0,29.953403
2022-07-01,21.42,89.42,17.993267
2022-07-01,21.08,87.08,25.504965
2022-07-01,21.42,89.5,18.303308
2022-07-01,22.17,90.83,2.5698762
2022-07-01,21.08,87.0,23.290495
2022-07-01,20.67,87.25,27.66692
2022-07-01,20.33,89.42,29.516237
2022-07-01,20.17,87.67,28.608776
2022-07-01,21.42,89.58,18.739233
2022-07-01,21.0,91.0,22.11664
2022-07-01,21.42,89.67,18.730211
2022-07-01,21.0,90.92,22.408491
2022-07-01,20.58,87.67,27.719227
2022-07-01,20.33,89.5,29.369448
2022-07-01,20.17,87.58,28.904781
2022-07-01,21.42,89.75,17.848164
2022-07-01,21.0,90.83,22.606522
2022-07-01,20.67,87.33,27.963673
2022-07-01,21.0,90.75,22.601868
2022-07-01,21.42,89.83,16.374617
2022-07-01,21.83,90.67,3.2234712
2022-07-01,20.33,89.58,29.024822
2022-07-01,21.0,90.67,22.718607
2022-07-01,20.17,87.5,29.236784
2022-07-01,21.42,89.92,13.832969
2022-07-01,20.0,87.92,29.44926
2022-07-01,21.42,87.83,25.15102
2022-07-01,22.08,90.58,2.7067602
2022-07-01,20.17,87.75,28.76045
2022-07-01,20.67,87.08,26.51768
2022-07-01,20.33,89.0,29.080368
2022-07-01,21.08,87.75,26.61177
2022-07-01,21.42,89.0,21.25634
2022-07-01,21.08,87.67,26.793583
2022-07-01,22.5,91.0,2.9120817
2022-07-01,21.42,89.08,20.74661
2022-07-01,20.33,89.08,29.149216
2022-07-01,20.17,87.92,29.519226
2022-07-01,21.83,90.83,3.55703
2022-07-01,21.08,87.58,26.902428
2022-07-01,21.08,87.5,26.942877
2022-07-01,21.58,89.0,20.071781
2022-07-01,20.58,87.75,27.788383
2022-07-01,20.33,89.17,29.109043
2022-07-01,21.08,87.42,27.022459
2022-07-01,20.17,87.83,29.102453
2022-07-01,20.67,87.17,26.893877
2022-07-01,21.42,89.25,18.803316
2022-07-01,21.08,87.33,27.054182
2022-07-01,20.33,89.25,29.234217
2022-07-01,21.42,89.33,17.814884
2022-07-01,21.08,87.25,26.90347
2022-07-01,21.83,90.75,3.3761673
2022-07-01,21.08,87.17,25.90217
2022-07-01,20.33,89.33,29.47476
2022-07-01,20.33,89.67,28.921558
2022-07-01,20.17,88.58,30.342386
2022-07-01,21.92,88.08,17.49729
2022-07-01,21.92,90.42,3.108604
2022-07-01,21.17,87.25,26.340014
2022-07-01,21.33,90.42,9.569908
2022-07-01,22.0,90.5,2.7430656
2022-07-01,20.33,87.17,28.973375
2022-07-01,21.17,87.17,24.984331
2022-07-01,20.17,89.33,29.558804
2022-07-01,21.33,90.5,9.7376995
2022-07-01,21.17,87.08,24.011538
2022-07-01,20.58,88.17,28.276424
2022-07-01,20.33,87.25,28.902706
2022-07-01,21.17,87.33,26.826733
2022-07-01,21.33,90.58,9.579898
2022-07-01,21.08,91.0,20.329752
2022-07-01,20.0,87.58,29.3266
2022-07-01,20.33,87.33,29.008707
2022-07-01,20.17,89.25,29.43193
2022-07-01,22.58,91.0,2.7763886
2022-07-01,21.33,90.67,9.97349
2022-07-01,21.08,90.92,20.588913
2022-07-01,20.58,90.42,27.30112
2022-07-01,21.33,90.75,10.58169
2022-07-01,21.08,90.83,20.59814
2022-07-01,20.33,87.42,29.020666
2022-07-01,21.17,87.0,22.94956
2022-07-01,20.17,89.42,29.403862
2022-07-01,20.33,87.08,29.066105
2022-07-01,21.33,90.33,11.581454
2022-07-01,21.17,88.0,25.65285
2022-07-01,20.17,89.67,28.991436
2022-07-01,21.92,90.5,2.8475099
2022-07-01,20.25,90.83,29.837374
2022-07-01,21.33,89.92,18.472372
2022-07-01,21.17,87.92,25.804012
2022-07-01,20.0,87.5,29.552542
2022-07-01,21.33,90.0,17.808395
2022-07-01,21.17,87.83,25.889473
2022-07-01,20.25,90.92,30.092957
2022-07-01,20.17,89.58,28.999117
2022-07-01,21.17,87.75,26.494385
2022-07-01,20.58,88.25,28.061377
2022-07-01,21.33,90.08,16.336554
2022-07-01,20.25,91.0,30.368137
2022-07-01,21.33,90.17,15.896488
2022-07-01,21.17,87.67,26.547503
2022-07-01,21.17,87.58,26.850548
2022-07-01,20.58,90.25,27.224401
2022-07-01,20.17,89.5,29.18984
2022-07-01,20.33,87.0,29.151068
2022-07-01,21.33,90.25,10.064459
2022-07-01,21.17,87.5,27.0429
2022-07-01,21.17,87.42,26.98463
2022-07-01,20.58,90.33,27.230354
2022-07-01,20.17,89.17,29.321342
2022-07-01,21.08,90.75,20.405497
2022-07-01,22.08,90.67,2.557722
2022-07-01,21.33,90.83,11.226771
2022-07-01,21.08,89.92,25.51728
2022-07-01,20.17,88.83,29.93298
2022-07-01,20.58,90.67,27.56636
2022-07-01,21.42,87.33,22.85457
2022-07-01,21.08,89.83,25.85922
2022-07-01,21.42,87.42,22.951878
2022-07-01,20.33,87.92,29.290781
2022-07-01,21.08,89.75,25.976347
2022-07-01,22.17,90.67,2.7730803
2022-07-01,20.17,88.75,30.086376
2022-07-01,21.08,89.67,26.045105
2022-07-01,21.92,88.17,17.331911
2022-07-01,21.42,87.5,23.87685
2022-07-01,20.33,88.0,29.700216
2022-07-01,21.42,87.58,24.511915
2022-07-01,21.08,89.58,26.044174
2022-07-01,20.58,88.0,28.211535
2022-07-01,21.08,89.5,25.879612
2022-07-01,20.17,88.67,30.206034
2022-07-01,20.58,90.75,27.60387
2022-07-01,20.33,88.08,29.936045
2022-07-01,21.42,87.67,24.949465
2022-07-01,21.08,89.42,25.962843
2022-07-01,21.42,87.75,25.159447
2022-07-01,21.08,89.33,25.866888
2022-07-01,20.33,87.83,28.9235
2022-07-01,20.33,88.17,30.038584
2022-07-01,20.0,87.67,28.969742
2022-07-01,21.42,87.25,22.537615
2022-07-01,21.92,90.0,14.7347
2022-07-01,21.08,90.67,20.60631
2022-07-01,20.58,90.5,27.423765
2022-07-01,21.33,90.92,12.125021
2022-07-01,20.33,87.5,28.80408
2022-07-01,20.17,89.08,29.485584
2022-07-01,21.08,90.58,20.880281
2022-07-01,21.08,90.5,21.455397
2022-07-01,21.33,91.0,13.013034
2022-07-01,20.33,87.58,28.40421
2022-07-01,21.42,87.0,22.113605
2022-07-01,21.08,90.42,22.11289
2022-07-01,20.17,89.0,29.715511
2022-07-01,21.92,89.92,14.520983
2022-07-01,21.08,90.33,23.146929
2022-07-01,20.33,87.67,28.265896
2022-07-01,20.58,88.08,28.272554
2022-07-01,21.42,87.08,22.05841
2022-07-01,21.08,90.25,23.655127
2022-07-01,21.42,87.17,22.28293
2022-07-01,21.08,90.17,24.194553
2022-07-01,20.58,90.58,27.536936
2022-07-01,20.33,87.75,28.544577
2022-07-01,20.17,88.92,29.752314
2022-07-01,21.08,90.08,24.928947
2022-07-01,21.08,90.0,25.373348
2022-07-01,20.5,90.67,28.333166
2022-07-01,21.0,88.17,25.495604
2022-07-01,20.83,87.58,27.457512
2022-07-01,20.08,87.58,29.113607
2022-07-01,21.67,89.25,15.398921
2022-07-01,21.67,90.83,5.205717
2022-07-01,20.5,90.17,27.70512
2022-07-01,20.42,90.67,28.836353
2022-07-01,20.08,87.75,28.786171
2022-07-01,20.83,88.25,26.392483
2022-07-01,20.75,87.33,27.608938
2022-07-01,20.5,87.5,28.459608
2022-07-01,20.75,90.5,25.927626
2022-07-01,21.67,89.92,7.29133
2022-07-01,20.83,87.25,27.08165
2022-07-01,21.67,88.0,20.60591
2022-07-01,20.0,89.25,29.671198
2022-07-01,21.75,90.17,4.840686
2022-07-01,20.0,90.67,29.99111
2022-07-01,20.75,87.67,27.550173
2022-07-01,20.5,89.92,27.903515
2022-07-01,21.58,89.33,14.614534
2022-07-01,20.75,89.17,27.136263
2022-07-01,20.08,87.33,29.50758
2022-07-01,20.5,89.33,28.72556
2022-07-01,20.42,90.42,28.186563
2022-07-01,20.0,90.83,30.383484
2022-07-01,20.75,88.42,26.224203
2022-07-01,20.5,90.5,27.985275
2022-07-01,20.75,90.08,26.568136
2022-07-01,20.0,89.5,29.152868
2022-07-01,20.75,91.0,24.818115
2022-07-01,20.75,88.58,25.912516
2022-07-01,20.75,87.83,27.457886
2022-07-01,20.67,89.67,27.995144
2022-07-01,21.58,90.67,5.401537
2022-07-01,20.5,87.67,27.877165
2022-07-01,21.58,90.08,6.8134117
2022-07-01,20.83,89.0,26.053251
2022-07-01,20.75,87.17,25.900436
2022-07-01,20.75,90.58,25.83576
2022-07-01,20.75,87.42,27.750967
2022-07-01,22.33,90.83,2.9234946
2022-07-01,20.0,89.17,29.779173
2022-07-01,21.67,88.08,20.032032
2022-07-01,21.58,90.17,6.318574
2022-07-01,20.67,90.83,26.50141
2022-07-01,20.0,90.33,29.391823
2022-07-01,20.5,90.33,27.738514
2022-07-01,21.58,89.25,16.09689
2022-07-01,20.0,91.0,30.641546
2022-07-01,20.08,87.08,29.513016
2022-07-01,20.5,89.42,28.785448
2022-07-01,21.67,90.25,4.9886436
2022-07-01,20.5,89.08,28.527216
2022-07-01,20.75,89.92,27.283127
2022-07-01,21.67,89.42,12.43962
2022-07-01,21.67,89.17,16.355305
2022-07-01,22.0,90.58,2.6333983
2022-07-01,21.75,88.67,17.314672
2022-07-01,20.83,87.92,26.957626
2022-07-01,20.83,88.58,25.635576
2022-07-01,20.0,90.17,29.29801
2022-07-01,20.75,88.83,26.007084
2022-07-01,20.5,88.17,29.158081
2022-07-01,20.75,89.25,27.40957
2022-07-01,20.75,87.92,27.33048
2022-07-01,20.5,87.0,27.553923
2022-07-01,20.75,87.08,25.775629
2022-07-01,21.67,90.92,5.69615
2022-07-01,20.75,88.33,26.58434
2022-07-01,21.58,90.58,5.2418585
2022-07-01,20.5,87.17,28.399155
2022-07-01,20.83,89.08,26.381819
2022-07-01,20.75,90.0,26.870737
2022-07-01,20.67,90.75,26.57536
2022-07-01,22.25,91.0,2.4803221
2022-07-01,20.5,89.75,28.374357
2022-07-01,21.67,89.75,8.836302
2022-07-01,20.67,90.33,26.699638
2022-07-01,21.67,90.33,4.626928
2022-07-01,20.83,88.67,25.653715
2022-07-01,20.67,89.5,28.013533
2022-07-01,20.08,87.67,28.779646
2022-07-01,21.58,90.75,5.763571
2022-07-01,21.67,89.33,14.176152
2022-07-01,20.5,87.58,28.057161
2022-07-01,20.42,90.83,29.169895
2022-07-01,21.75,89.75,9.27748
2022-07-01,20.0,88.83,30.215633
2022-07-01,21.58,90.0,7.467239
2022-07-01,20.0,90.75,30.211262
2022-07-01,20.5,88.75,27.941347
2022-07-01,20.08,87.0,29.50834
2022-07-01,20.0,90.0,29.22144
2022-07-01,21.58,90.83,6.2629323
2022-07-01,20.5,90.0,27.687302
2022-07-01,20.67,90.67,26.63771
2022-07-01,20.83,88.75,25.80198
2022-07-01,21.75,88.5,14.944952
2022-07-01,20.75,90.42,26.15006
2022-07-01,20.75,88.5,25.97694
2022-07-01,20.5,90.08,27.62841
2022-07-01,22.33,90.92,2.834616
2022-07-01,20.83,88.17,26.545677
2022-07-01,20.5,89.0,28.453781
2022-07-01,20.75,90.33,26.229134
2022-07-01,21.67,87.75,20.582169
2022-07-01,21.58,89.5,11.829439
2022-07-01,20.75,89.0,26.269047
2022-07-01,21.67,90.75,4.8176947
2022-07-01,22.0,90.75,2.5356908
2022-07-01,20.5,89.58,28.71576
2022-07-01,20.5,88.0,28.9653
2022-07-01,21.58,89.92,8.304777
2022-07-01,20.42,90.75,29.011889
2022-07-01,21.58,89.58,10.689148
2022-07-01,20.0,90.25,29.330515
2022-07-01,21.67,89.83,7.943675
2022-07-01,20.75,88.92,26.050482
2022-07-01,20.83,87.17,26.383196
2022-07-01,21.75,88.0,19.492075
2022-07-01,21.67,87.92,21.232632
2022-07-01,20.5,89.67,28.554857
2022-07-01,21.67,87.67,20.787859
2022-07-01,20.83,88.0,26.841192
2022-07-01,20.5,88.08,29.173193
2022-07-01,20.83,88.92,26.011848
2022-07-01,20.67,89.83,27.77191
2022-07-01,20.5,87.92,28.675959
2022-07-01,21.67,90.5,4.395921
2022-07-01,20.0,89.58,29.142466
2022-07-01,20.5,88.67,27.970755
2022-07-01,21.58,89.42,13.21116
2022-07-01,20.67,90.08,26.84007
2022-07-01,21.75,89.83,7.861143
2022-07-01,20.83,87.0,23.635258
2022-07-01,20.5,90.58,28.176151
2022-07-01,20.75,87.25,27.25703
2022-07-01,21.67,90.67,4.5515304
2022-07-01,20.83,88.83,25.897337
2022-07-01,20.67,90.5,26.703703
2022-07-01,20.83,87.08,25.191244
2022-07-01,21.67,87.83,21.181211
2022-07-01,20.67,90.0,27.071413
2022-07-01,20.0,89.75,29.186752
2022-07-01,20.08,87.42,29.4402
2022-07-01,20.83,88.08,26.693068
2022-07-01,21.75,90.0,6.3057113
2022-07-01,20.5,87.08,28.473505
2022-07-01,20.75,89.08,26.721918
2022-07-01,21.67,90.42,4.518406
2022-07-01,20.75,90.17,26.419687
2022-07-01,20.75,90.25,26.308159
2022-07-01,21.58,89.67,10.0897455
2022-07-01,21.75,88.58,16.200712
2022-07-01,21.67,89.5,11.475652
2022-07-01,21.67,89.58,10.314134
2022-07-01,20.5,88.33,28.873106
2022-07-01,20.0,89.83,29.182455
2022-07-01,20.5,88.5,28.339058
2022-07-01,20.83,89.33,27.21445
2022-07-01,20.67,91.0,26.239801
2022-07-01,20.0,90.08,29.262812
2022-07-01,20.5,89.5,28.805788
2022-07-01,21.58,91.0,7.5915475
2022-07-01,20.0,90.5,29.587397
2022-07-01,20.0,88.92,30.084045
2022-07-01,20.75,88.17,26.9902
2022-07-01,20.67,90.17,26.782194
2022-07-01,21.58,89.08,18.476065
2022-07-01,21.58,90.42,5.3636475
2022-07-01,20.75,88.0,27.239027
2022-07-01,20.83,87.5,27.490433
2022-07-01,20.67,89.92,27.45668
2022-07-01,20.0,89.33,29.435946
2022-07-01,20.5,90.42,27.810654
2022-07-01,21.67,90.58,4.436991
2022-07-01,20.75,89.75,27.8603
2022-07-01,21.67,87.5,20.377104
2022-07-01,20.5,87.25,28.315289
2022-07-01,21.58,89.75,9.427943
2022-07-01,21.67,90.0,6.443832
2022-07-01,21.58,90.25,5.9213176
2022-07-01,21.67,91.0,6.2687793
2022-07-01,20.67,89.58,28.008854
2022-07-01,21.67,88.67,20.413319
2022-07-01,21.58,89.83,9.200315
2022-07-01,20.67,90.42,26.725237
2022-07-01,20.83,88.5,25.692076
2022-07-01,20.0,90.92,30.53498
2022-07-01,20.08,87.17,29.614412
2022-07-01,20.0,90.42,29.481417
2022-07-01,20.75,88.08,27.089468
2022-07-01,21.67,88.83,21.348322
2022-07-01,21.67,90.08,5.9170237
2022-07-01,20.83,87.67,27.382523
2022-07-01,20.42,91.0,29.623856
2022-07-01,20.75,88.67,25.90766
2022-07-01,22.42,91.0,2.8753734
2022-07-01,20.75,89.58,27.825705
2022-07-01,20.5,88.42,28.632338
2022-07-01,21.67,88.92,20.484789
2022-07-01,20.5,87.33,28.587786
2022-07-01,21.75,88.08,18.763271
2022-07-01,20.5,87.75,28.056904
2022-07-01,20.67,90.25,26.711782
2022-07-01,20.75,88.75,25.971745
2022-07-01,20.0,89.67,29.171577
2022-07-01,20.08,87.5,29.406137
2022-07-01,20.08,87.92,29.488457
2022-07-01,20.5,89.83,28.175552
2022-07-01,20.75,87.5,27.814526
2022-07-01,20.67,90.58,26.70295
2022-07-01,20.83,88.42,25.8922
2022-07-01,20.75,89.67,27.885153
2022-07-01,20.67,89.33,27.858109
2022-07-01,20.83,89.42,27.294653
2022-07-01,21.75,90.08,5.6558127
2022-07-01,20.0,89.0,29.973
2022-07-01,21.58,90.33,5.5410547
2022-07-01,20.5,89.17,28.501152
2022-07-01,20.75,90.83,25.357058
2022-07-01,20.75,90.75,25.616785
2022-07-01,20.75,89.5,27.75611
2022-07-01,21.75,87.92,20.172512
2022-07-01,20.75,87.58,27.715885
2022-07-01,20.0,89.92,29.18839
2022-07-01,20.42,90.5,28.389853
2022-07-01,20.75,87.75,27.527964
2022-07-01,20.08,87.83,29.042967
2022-07-01,20.5,88.58,28.141497
2022-07-01,21.67,88.17,19.909668
2022-07-01,20.83,87.42,27.465818
2022-07-01,20.75,88.25,26.869566
2022-07-01,20.83,89.17,26.831728
2022-07-01,20.5,88.83,28.024343
2022-07-01,21.67,87.58,20.711298
2022-07-01,20.83,88.33,26.197075
2022-07-01,20.67,89.42,27.95277
2022-07-01,21.58,90.92,6.8945565
2022-07-01,21.58,89.17,17.1128
2022-07-01,20.0,90.58,29.753424
2022-07-01,20.83,87.75,27.29253
2022-07-01,20.42,90.92,29.342852
2022-07-01,20.5,87.42,28.582363
2022-07-01,21.67,89.08,18.676758
2022-07-01,20.83,87.83,27.087605
2022-07-01,21.75,88.17,18.59675
2022-07-01,20.75,89.33,27.582663
2022-07-01,20.75,87.0,24.735022
2022-07-01,21.67,89.67,9.568803
2022-07-01,20.5,89.25,28.612593
2022-07-01,20.67,89.75,27.933594
2022-07-01,20.5,90.25,27.75169
2022-07-01,20.5,88.25,29.052929
2022-07-01,22.0,90.67,2.5377817
2022-07-01,20.83,89.25,27.110197
2022-07-01,20.83,87.33,27.360647
2022-07-01,20.0,89.08,29.814207
2022-07-01,21.75,89.92,7.4318886
2022-07-01,20.75,89.83,27.658117
2022-07-01,20.0,89.42,29.257639
2022-07-01,20.75,89.42,27.68033
2022-07-01,20.5,88.92,28.226414
2022-07-01,20.75,90.92,25.074593
2022-07-01,22.67,90.92,2.8111892
2022-07-01,20.75,90.67,25.810598
2022-07-01,20.5,87.83,28.357656
2022-07-01,21.58,90.5,5.199042
2022-07-01,20.08,87.25,29.521606
2022-07-01,21.67,90.17,5.283688
2022-07-01,20.42,90.58,28.624184
2022-08-01,20.17,89.67,29.268492
2022-08-01,21.17,88.25,17.695517
2022-08-01,21.0,89.25,23.926641
2022-08-01,22.17,90.58,1.1477882
2022-08-01,21.42,90.75,5.050651
2022-08-01,20.08,91.0,30.931265
2022-08-01,21.58,90.83,3.528629
2022-08-01,21.58,90.92,4.575831
2022-08-01,20.75,88.67,23.418932
2022-08-01,20.25,90.83,30.086617
2022-08-01,21.0,89.5,24.507868
2022-08-01,21.5,87.25,16.066296
2022-08-01,21.75,89.83,4.439472
2022-08-01,20.58,90.08,27.617434
2022-08-01,21.67,89.67,5.4979453
2022-08-01,21.42,91.0,9.145471
2022-08-01,20.17,89.75,29.2848
2022-08-01,20.33,90.42,29.072086
2022-08-01,20.83,87.0,18.94027
2022-08-01,21.33,89.5,20.418823
2022-08-01,20.25,90.58,29.678383
2022-08-01,20.33,90.58,29.348219
2022-08-01,21.0,88.75,21.820366
2022-08-01,20.5,88.92,25.565893
2022-08-01,20.0,88.08,25.499592
2022-08-01,21.17,88.42,17.098072
2022-08-01,20.17,87.08,26.525524
2022-08-01,20.67,89.92,26.472729
2022-08-01,21.0,89.17,23.677195
2022-08-01,20.67,87.67,23.90419
2022-08-01,21.17,88.17,17.437986
2022-08-01,20.75,90.83,27.571074
2022-08-01,21.33,89.83,19.01936
2022-08-01,21.67,89.75,5.0558476
2022-08-01,20.75,90.92,27.542341
2022-08-01,21.5,87.0,16.63663
2022-08-01,20.25,90.67,29.796097
2022-08-01,20.33,90.5,29.213068
2022-08-01,20.75,91.0,27.656271
2022-08-01,21.0,89.42,24.38029
2022-08-01,21.33,89.58,20.88686
2022-08-01,21.33,89.75,20.246141
2022-08-01,20.5,87.67,23.85425
2022-08-01,21.5,87.08,16.269873
2022-08-01,20.75,88.58,23.033092
2022-08-01,21.83,90.42,1.66542
2022-08-01,21.0,89.0,23.129602
2022-08-01,20.25,90.75,29.927835
2022-08-01,20.17,87.0,26.961382
2022-08-01,21.0,89.33,24.252224
2022-08-01,21.17,88.08,17.81195
2022-08-01,21.92,90.58,1.2666526
2022-08-01,20.0,90.08,29.982141
2022-08-01,20.33,90.33,28.94845
2022-08-01,21.92,90.5,1.3531573
2022-08-01,21.5,87.17,15.925581
2022-08-01,21.17,88.0,18.252518
2022-08-01,20.58,87.5,24.26409
2022-08-01,20.58,90.17,27.68913
2022-08-01,21.58,91.0,5.775662
2022-08-01,20.0,91.0,30.966845
2022-08-01,20.33,90.25,28.830992
2022-08-01,21.42,90.92,7.7912984
2022-08-01,21.33,89.67,20.937134
2022-08-01,21.0,88.83,22.271711
2022-08-01,20.17,89.83,29.272442
2022-08-01,21.0,89.08,23.380499
2022-08-01,21.42,90.83,6.297705
2022-08-01,22.0,90.58,1.214962
2022-08-01,20.08,90.92,30.793816
2022-08-01,21.0,88.92,22.739155
2022-08-01,21.17,88.33,16.953
2022-08-01,20.5,90.08,28.11342
