time,latitude,longitude,so
2022-06-01,21.0,87.08,31.372992
2022-06-01,20.42,87.42,32.9414
2022-06-01,21.5,88.5,26.904999
2022-06-01,20.08,90.17,30.435234
2022-06-01,21.5,88.25,27.760431
2022-06-01,21.0,87.0,30.51182
2022-06-01,21.5,88.58,26.994963
2022-06-01,20.42,87.5,32.89946
2022-06-01,20.92,90.92,27.055561
2022-06-01,20.08,90.08,30.733912
2022-06-01,21.5,88.67,28.324778
2022-06-01,20.42,87.58,32.84615
2022-06-01,20.92,90.83,27.29238
2022-06-01,21.5,88.75,28.783562
2022-06-01,20.92,90.75,27.401737
2022-06-01,20.42,87.67,32.7885
2022-06-01,20.08,90.0,30.958067
2022-06-01,20.92,91.0,26.733896
2022-06-01,21.5,88.83,28.926668
2022-06-01,20.42,87.25,32.993855
2022-06-01,20.08,90.33,30.169538
2022-06-01,21.0,88.17,32.06788
2022-06-01,20.33,90.92,30.024708
2022-06-01,21.0,88.08,32.146255
2022-06-01,20.08,90.58,30.811182
2022-06-01,21.5,87.75,29.95925
2022-06-01,21.0,88.0,32.25247
2022-06-01,20.33,91.0,29.91111
2022-06-01,21.5,87.83,30.199566
2022-06-01,21.0,87.92,32.421413
2022-06-01,20.42,87.0,32.98625
2022-06-01,20.08,90.5,30.496403
2022-06-01,21.0,87.42,32.711075
2022-06-01,21.5,87.92,30.39737
2022-06-01,21.0,87.75,32.556602
2022-06-01,21.5,88.0,30.18831
2022-06-01,20.42,87.08,33.045944
2022-06-01,20.08,90.42,30.232176
2022-06-01,21.0,87.67,32.711166
2022-06-01,22.0,90.92,6.4975805
2022-06-01,21.5,88.08,29.767204
2022-06-01,21.0,87.58,32.790485
2022-06-01,20.42,87.17,33.01836
2022-06-01,21.5,88.17,28.34941
2022-06-01,21.0,87.5,32.831005
2022-06-01,21.0,87.83,32.50204
2022-06-01,20.92,90.67,27.493542
2022-06-01,20.92,90.58,27.582737
2022-06-01,21.5,88.92,28.97909
2022-06-01,20.42,88.17,32.442257
2022-06-01,20.92,89.67,29.67035
2022-06-01,20.08,89.58,31.426998
2022-06-01,21.5,89.67,27.613834
2022-06-01,20.92,89.58,29.658535
2022-06-01,20.42,88.25,32.31499
2022-06-01,21.5,89.75,26.97055
2022-06-01,20.92,89.5,29.69507
2022-06-01,20.92,89.42,29.80236
2022-06-01,20.08,89.5,31.462221
2022-06-01,20.42,88.33,32.18556
2022-06-01,21.5,89.58,28.355005
2022-06-01,21.5,89.83,26.108637
2022-06-01,20.42,88.42,32.053608
2022-06-01,20.92,89.25,30.191265
2022-06-01,20.08,89.42,31.57939
2022-06-01,21.5,90.0,24.447514
2022-06-01,20.92,89.17,30.50368
2022-06-01,20.42,88.5,31.94569
2022-06-01,21.5,90.08,23.41443
2022-06-01,20.92,89.08,30.77277
2022-06-01,20.92,89.0,30.907297
2022-06-01,20.08,89.33,31.680172
2022-06-01,20.42,88.58,31.848743
2022-06-01,20.92,89.33,29.986233
2022-06-01,20.92,89.75,29.706797
2022-06-01,21.5,89.5,28.874203
2022-06-01,20.92,89.83,29.59632
2022-06-01,22.5,90.92,4.5293484
2022-06-01,20.42,87.75,32.778652
2022-06-01,20.92,90.5,27.675266
2022-06-01,20.08,89.92,31.064775
2022-06-01,21.5,89.0,29.178038
2022-06-01,20.92,90.42,27.832325
2022-06-01,20.42,87.83,32.778416
2022-06-01,21.5,89.08,29.159636
2022-06-01,20.92,90.33,28.043423
2022-06-01,20.92,90.25,28.314083
2022-06-01,20.08,89.83,31.166126
2022-06-01,21.5,89.17,29.330114
2022-06-01,20.42,87.92,32.78581
2022-06-01,21.5,89.25,29.281685
2022-06-01,20.92,90.17,28.592861
2022-06-01,20.92,90.08,28.867092
2022-06-01,20.42,88.0,32.75108
2022-06-01,20.08,89.75,31.24173
2022-06-01,21.5,89.33,29.298061
2022-06-01,20.92,90.0,29.181568
2022-06-01,22.25,90.83,4.60515
2022-06-01,21.5,89.42,29.14735
2022-06-01,20.92,89.92,29.347435
2022-06-01,20.42,88.08,32.61896
2022-06-01,20.08,89.67,31.37211
2022-06-01,20.92,88.92,30.991825
2022-06-01,21.5,87.67,29.572704
2022-06-01,21.58,89.0,29.110132
2022-06-01,20.42,90.42,29.494808
2022-06-01,20.75,89.25,30.087833
2022-06-01,22.0,90.67,6.691427
2022-06-01,21.67,89.25,28.707943
2022-06-01,20.75,89.17,30.561981
2022-06-01,20.5,88.67,31.81062
2022-06-01,20.0,90.25,30.418928
2022-06-01,20.75,89.08,30.966604
2022-06-01,21.67,89.33,28.669765
2022-06-01,20.75,89.0,31.111202
2022-06-01,20.5,88.75,31.618404
2022-06-01,21.67,89.42,28.520216
2022-06-01,21.67,89.17,28.669176
2022-06-01,20.75,88.92,31.215815
2022-06-01,21.67,89.5,28.213402
2022-06-01,20.75,88.83,31.222935
2022-06-01,20.5,88.83,31.322697
2022-06-01,21.67,89.58,27.7388
2022-06-01,20.75,88.75,31.188793
2022-06-01,20.75,88.67,31.33551
2022-06-01,20.5,88.92,31.17679
2022-06-01,20.0,90.08,30.952248
2022-06-01,21.67,89.67,27.122484
2022-06-01,21.67,89.75,26.407454
2022-06-01,20.75,88.58,31.513842
2022-06-01,20.0,90.17,30.652597
2022-06-01,20.75,88.5,31.699045
2022-06-01,20.0,90.33,30.347773
2022-06-01,20.75,89.33,29.814234
2022-06-01,22.33,90.83,4.683541
2022-06-01,21.67,88.0,27.574266
2022-06-01,20.5,88.17,32.45005
2022-06-01,20.75,90.0,29.2384
2022-06-01,21.67,88.08,25.990868
2022-06-01,20.75,89.92,29.291586
2022-06-01,20.5,88.25,32.26724
2022-06-01,20.0,90.58,31.04862
2022-06-01,21.67,88.17,24.507471
2022-06-01,20.75,89.83,29.278334
2022-06-01,20.75,89.75,29.271614
2022-06-01,20.5,88.58,31.874292
2022-06-01,21.67,88.67,26.607798
2022-06-01,20.0,90.5,30.75651
2022-06-01,20.75,89.67,29.27308
2022-06-01,21.67,88.83,29.296436
2022-06-01,20.75,89.58,29.367985
2022-06-01,20.5,88.42,32.02206
2022-06-01,21.67,88.92,28.980387
2022-06-01,20.75,89.5,29.524412
2022-06-01,20.0,90.42,30.419939
2022-06-01,20.5,88.5,31.932796
2022-06-01,21.67,89.08,28.612286
2022-06-01,20.75,89.42,29.64522
2022-06-01,20.5,88.33,32.131393
2022-06-01,22.42,91.0,4.7191815
2022-06-01,20.5,89.0,31.069733
2022-06-01,20.0,90.0,31.169874
2022-06-01,20.75,87.5,32.959934
2022-06-01,20.5,89.5,29.987488
2022-06-01,21.67,90.58,14.75388
2022-06-01,20.75,87.42,32.912594
2022-06-01,22.33,90.92,4.694617
2022-06-01,20.0,89.58,31.524303
2022-06-01,20.5,89.58,29.731659
2022-06-01,21.67,90.67,14.090909
2022-06-01,20.75,87.33,32.7781
2022-06-01,21.67,90.75,13.460276
2022-06-01,20.75,87.25,32.622097
2022-06-01,21.67,90.5,15.518845
2022-06-01,20.5,89.67,29.476326
2022-06-01,22.67,90.92,4.407512
2022-06-01,21.67,90.83,12.912532
2022-06-01,20.75,87.17,31.596912
2022-06-01,21.67,90.92,12.404526
2022-06-01,20.75,87.08,31.86227
2022-06-01,20.5,89.75,29.414787
2022-06-01,20.0,89.42,31.742443
2022-06-01,20.75,87.0,31.587803
2022-06-01,21.67,91.0,11.980813
2022-06-01,20.67,91.0,27.990593
2022-06-01,20.5,89.83,29.481928
2022-06-01,20.0,89.5,31.613672
2022-06-01,20.0,89.67,31.46969
2022-06-01,20.75,87.58,32.96385
2022-06-01,20.5,89.42,30.189728
2022-06-01,21.67,89.83,25.509542
2022-06-01,20.75,88.42,31.953674
2022-06-01,21.67,89.92,24.27374
2022-06-01,20.75,88.33,32.19142
2022-06-01,20.5,89.08,30.802881
2022-06-01,20.75,88.25,32.315323
2022-06-01,20.0,89.92,31.27221
2022-06-01,21.67,90.0,22.761122
2022-06-01,20.75,88.17,32.420208
2022-06-01,20.5,89.17,30.502039
2022-06-01,21.67,90.08,21.48337
2022-06-01,20.75,88.08,32.54022
2022-06-01,20.75,88.0,32.60888
2022-06-01,20.0,89.83,31.36847
2022-06-01,20.5,89.25,30.339611
2022-06-01,21.67,90.17,19.705654
2022-06-01,21.67,90.25,18.577372
2022-06-01,20.75,87.92,32.650845
2022-06-01,20.75,87.83,32.71766
2022-06-01,20.5,89.33,30.280573
2022-06-01,20.0,89.75,31.40502
2022-06-01,21.67,90.33,17.365147
2022-06-01,20.75,87.75,32.807682
2022-06-01,21.67,90.42,16.443836
2022-06-01,20.75,87.67,32.915367
2022-06-01,20.0,90.67,31.1414
2022-06-01,22.5,90.83,4.5011425
2022-06-01,20.75,90.08,29.18119
2022-06-01,21.67,87.92,28.328264
2022-06-01,22.25,91.0,4.5187926
2022-06-01,20.08,87.58,32.772617
2022-06-01,20.83,88.58,31.302006
2022-06-01,20.42,90.92,29.694258
2022-06-01,21.58,89.67,27.317078
2022-06-01,20.83,88.5,31.444267
2022-06-01,21.58,89.75,26.631
2022-06-01,20.83,88.42,31.675758
2022-06-01,20.08,87.5,32.802303
2022-06-01,20.42,91.0,29.53202
2022-06-01,21.58,89.83,25.65169
2022-06-01,20.83,88.67,31.185246
2022-06-01,20.83,88.33,31.990114
2022-06-01,20.83,88.25,32.170437
2022-06-01,20.5,87.0,32.876278
2022-06-01,20.08,87.42,32.839542
2022-06-01,20.83,88.17,32.257687
2022-06-01,21.58,90.0,23.46855
2022-06-01,20.83,88.08,32.386288
2022-06-01,20.5,87.08,33.047497
2022-06-01,20.83,88.0,32.486923
2022-06-01,20.08,87.33,32.87629
2022-06-01,21.58,90.08,22.378576
2022-06-01,20.83,87.92,32.57054
2022-06-01,21.58,89.92,24.641575
2022-06-01,20.5,87.17,33.01521
2022-06-01,21.58,89.58,27.909975
2022-06-01,20.42,90.83,29.799673
2022-06-01,20.08,87.92,32.689377
2022-06-01,20.83,89.5,29.574408
2022-06-01,20.83,89.42,29.71488
2022-06-01,21.58,89.08,28.833063
2022-06-01,20.42,90.5,29.564693
2022-06-01,20.83,89.33,29.924238
2022-06-01,20.83,89.25,30.203495
2022-06-01,20.08,87.83,32.701828
2022-06-01,21.58,89.17,28.977592
2022-06-01,20.42,90.58,29.65379
2022-06-01,21.58,89.25,28.938204
2022-06-01,22.0,90.75,5.948268
2022-06-01,20.83,89.17,30.550774
2022-06-01,20.42,90.67,29.749437
2022-06-01,20.08,87.75,32.7244
2022-06-01,21.58,89.33,28.907862
2022-06-01,20.83,89.0,30.961086
2022-06-01,20.83,88.92,31.161955
2022-06-01,21.58,89.42,28.74712
2022-06-01,20.42,90.75,29.806648
2022-06-01,20.08,87.67,32.744007
2022-06-01,20.83,88.83,31.201393
2022-06-01,21.58,89.5,28.428827
2022-06-01,20.83,88.75,31.165646
2022-06-01,20.83,89.08,30.84431
2022-06-01,21.58,90.17,20.507172
2022-06-01,20.83,87.83,32.64347
2022-06-01,20.5,87.25,33.007557
2022-06-01,21.58,90.92,13.388034
2022-06-01,20.75,90.92,27.67688
2022-06-01,21.58,91.0,13.016768
2022-06-01,20.5,87.75,32.78496
2022-06-01,20.75,90.83,27.789335
2022-06-01,20.75,90.75,27.869804
2022-06-01,20.0,90.92,31.350006
2022-06-01,21.67,87.5,27.254282
2022-06-01,20.5,87.83,32.78893
2022-06-01,21.67,87.58,27.727766
2022-06-01,20.75,90.67,27.953085
2022-06-01,20.0,91.0,31.348532
2022-06-01,20.75,90.58,28.083868
2022-06-01,20.0,90.83,31.331615
2022-06-01,21.67,87.67,27.933895
2022-06-01,20.75,90.5,28.26456
2022-06-01,21.67,87.75,27.998907
2022-06-01,20.75,90.42,28.452074
2022-06-01,20.5,88.0,32.77355
2022-06-01,20.75,90.33,28.600798
2022-06-01,20.0,90.75,31.267416
2022-06-01,21.67,87.83,28.073051
2022-06-01,20.75,90.25,28.758001
2022-06-01,20.5,88.08,32.66179
2022-06-01,20.5,87.92,32.787037
2022-06-01,20.75,91.0,27.544958
2022-06-01,20.5,87.67,32.792072
2022-06-01,20.83,87.0,31.04422
2022-06-01,20.08,87.25,32.91606
2022-06-01,21.58,90.25,19.254385
2022-06-01,20.83,87.75,32.74476
2022-06-01,21.58,90.33,17.967642
2022-06-01,20.83,87.67,32.871113
2022-06-01,20.5,87.33,32.898746
2022-06-01,20.83,87.58,32.940407
2022-06-01,20.08,87.17,32.950153
2022-06-01,21.58,90.42,16.997265
2022-06-01,20.83,87.5,32.920204
2022-06-01,21.58,90.5,16.135983
2022-06-01,20.5,87.42,32.910294
2022-06-01,20.83,87.42,32.82695
2022-06-01,20.83,87.33,32.66231
2022-06-01,20.08,87.08,32.973957
2022-06-01,21.58,90.58,15.421705
2022-06-01,20.5,87.5,32.87407
2022-06-01,21.58,90.67,14.778391
2022-06-01,20.83,87.25,32.539375
2022-06-01,20.83,87.17,31.871435
2022-06-01,20.5,87.58,32.830395
2022-06-01,20.08,87.0,33.038406
2022-06-01,21.58,90.75,14.22616
2022-06-01,20.83,87.08,31.441643
2022-06-01,21.58,90.83,13.775882
2022-06-01,20.75,90.17,29.012552
2022-06-01,21.75,87.92,27.960812
2022-06-01,21.0,88.25,32.064644
2022-06-01,21.5,87.58,29.176826
2022-06-01,20.25,90.08,30.384514
2022-06-01,21.33,88.75,31.170979
2022-06-01,21.17,89.33,30.14427
2022-06-01,21.33,88.83,30.511477
2022-06-01,21.17,89.25,30.189854
2022-06-01,20.25,90.17,30.176287
2022-06-01,20.17,90.17,30.29908
2022-06-01,21.33,88.92,30.085869
2022-06-01,21.17,89.17,30.402225
2022-06-01,20.25,90.25,30.024012
2022-06-01,21.33,89.0,29.908949
2022-06-01,20.17,90.25,30.104353
2022-06-01,21.17,89.08,30.54572
2022-06-01,21.17,89.0,30.662962
2022-06-01,21.33,89.08,30.008762
2022-06-01,20.25,90.33,29.930445
2022-06-01,21.33,89.17,29.857185
2022-06-01,21.17,88.92,30.72421
2022-06-01,21.17,88.83,31.058695
2022-06-01,20.17,90.0,30.766903
2022-06-01,20.25,90.42,29.898773
2022-06-01,21.33,89.25,29.693445
2022-06-01,21.17,88.75,31.466625
2022-06-01,21.33,89.33,29.620325
2022-06-01,20.17,90.08,30.58389
2022-06-01,21.17,88.67,31.703913
2022-06-01,21.17,89.42,30.047981
2022-06-01,21.33,88.67,30.94582
2022-06-01,21.17,90.25,27.059868
2022-06-01,20.25,89.67,30.629972
2022-06-01,21.33,88.17,31.692976
2022-06-01,21.17,90.17,27.828096
2022-06-01,21.17,90.08,28.43867
2022-06-01,20.17,90.5,30.191149
2022-06-01,20.25,89.75,30.535036
2022-06-01,22.08,90.75,4.705423
2022-06-01,21.33,88.25,31.624704
2022-06-01,21.17,90.0,28.899546
2022-06-01,21.33,88.33,31.180456
2022-06-01,21.17,89.5,29.979181
2022-06-01,21.17,89.92,29.30508
2022-06-01,20.17,90.42,30.014965
2022-06-01,21.33,88.42,31.356997
2022-06-01,21.17,89.83,29.673426
2022-06-01,21.17,89.75,29.741232
2022-06-01,21.33,88.5,30.652225
2022-06-01,20.25,89.92,30.566277
2022-06-01,20.17,90.33,30.005491
2022-06-01,21.17,89.67,29.737038
2022-06-01,21.33,88.58,30.912512
2022-06-01,21.17,89.58,29.801075
2022-06-01,20.25,90.0,30.529852
2022-06-01,20.25,89.83,30.540854
2022-06-01,20.25,90.5,29.948332
2022-06-01,20.17,89.92,30.831825
2022-06-01,21.17,88.58,31.822746
2022-06-01,21.33,90.08,24.97964
2022-06-01,20.25,91.0,30.30491
2022-06-01,21.33,90.17,24.46104
2022-06-01,21.17,87.67,32.547817
2022-06-01,21.17,87.58,32.657993
2022-06-01,20.17,89.5,31.334738
2022-06-01,20.33,87.0,33.03458
2022-06-01,21.33,90.25,22.636906
2022-06-01,21.17,87.5,32.553257
2022-06-01,21.17,87.42,32.298573
2022-06-01,21.33,90.33,21.548267
2022-06-01,21.17,87.75,32.543205
2022-06-01,20.33,87.08,33.071808
2022-06-01,21.17,87.33,32.025753
2022-06-01,21.33,90.42,21.09671
2022-06-01,21.17,87.25,31.66528
2022-06-01,20.33,87.17,33.043392
2022-06-01,21.33,90.5,20.056482
2022-06-01,21.17,87.17,31.225471
2022-06-01,20.17,89.33,31.399994
2022-06-01,22.58,91.0,4.1457815
2022-06-01,21.17,87.08,30.352583
2022-06-01,20.33,87.25,33.013622
2022-06-01,21.33,90.58,19.237738
2022-06-01,20.17,89.42,31.412462
2022-06-01,20.17,89.58,31.265314
2022-06-01,21.17,87.83,32.434437
2022-06-01,20.25,90.92,30.32408
2022-06-01,21.33,89.42,29.465708
2022-06-01,21.17,88.5,31.93742
2022-06-01,22.58,90.83,4.368317
2022-06-01,20.25,90.58,30.131975
2022-06-01,21.33,89.5,29.232513
2022-06-01,21.17,88.42,32.011105
2022-06-01,20.17,89.83,30.886683
2022-06-01,22.17,90.58,9.166762
2022-06-01,21.33,89.58,28.947784
2022-06-01,21.17,88.33,32.048252
2022-06-01,20.25,90.67,30.362469
2022-06-01,21.33,89.67,28.519148
2022-06-01,21.17,88.25,32.159054
2022-06-01,20.17,89.75,30.951443
2022-06-01,21.17,88.17,32.166466
2022-06-01,21.33,89.75,27.948305
2022-06-01,20.25,90.75,30.421587
2022-06-01,21.33,89.83,27.422726
2022-06-01,21.17,88.08,32.29301
2022-06-01,21.17,88.0,32.291794
2022-06-01,20.17,89.67,31.12401
2022-06-01,20.25,90.83,30.378632
2022-06-01,21.33,89.92,26.452671
2022-06-01,21.17,87.92,32.35908
2022-06-01,21.33,90.0,25.940912
2022-06-01,21.33,88.08,31.937744
2022-06-01,21.17,87.0,28.44339
2022-06-01,20.17,90.58,30.502897
2022-06-01,20.25,89.58,30.796515
2022-06-01,20.25,87.5,32.99954
2022-06-01,21.25,88.83,31.050097
2022-06-01,21.25,88.75,31.523285
2022-06-01,20.25,88.33,32.308083
2022-06-01,21.25,90.33,24.98177
2022-06-01,21.25,88.67,31.632252
2022-06-01,20.25,87.42,33.004204
2022-06-01,21.25,88.58,31.72774
2022-06-01,21.25,90.42,23.576862
2022-06-01,20.25,88.42,32.195705
2022-06-01,21.25,90.5,22.652637
2022-06-01,21.25,90.25,25.528963
2022-06-01,21.25,88.5,31.813444
2022-06-01,20.25,88.5,32.07995
2022-06-01,20.25,87.33,32.972607
2022-06-01,21.25,90.58,22.074348
2022-06-01,21.25,88.33,31.910698
2022-06-01,21.25,90.67,21.510859
2022-06-01,21.25,88.25,32.032158
2022-06-01,20.25,88.58,31.978952
2022-06-01,20.25,87.25,33.00851
2022-06-01,21.25,88.17,32.04952
2022-06-01,21.25,90.75,21.390337
2022-06-01,21.25,88.08,32.19281
2022-06-01,21.25,88.42,31.899118
2022-06-01,20.25,88.67,31.888357
2022-06-01,20.25,88.25,32.397675
2022-06-01,21.25,90.17,26.359682
2022-06-01,20.25,87.83,32.88609
2022-06-01,22.08,90.83,4.559829
2022-06-01,21.25,89.67,29.355541
2022-06-01,21.25,89.58,29.563229
2022-06-01,21.25,89.5,29.707438
2022-06-01,21.25,89.75,29.185507
2022-06-01,22.58,90.92,4.2636695
2022-06-01,20.25,87.92,32.826775
2022-06-01,20.25,87.75,32.926086
2022-06-01,21.25,89.42,29.78833
2022-06-01,21.25,89.83,28.97619
2022-06-01,21.25,88.92,30.642637
2022-06-01,21.25,89.33,29.888699
2022-06-01,21.25,89.92,28.308659
2022-06-01,20.25,87.67,32.961197
2022-06-01,21.25,89.25,29.940714
2022-06-01,21.25,90.0,27.72818
2022-06-01,20.25,88.08,32.595043
2022-06-01,21.25,89.17,30.005482
2022-06-01,21.25,90.08,27.138187
2022-06-01,21.25,89.08,30.277822
2022-06-01,20.25,87.58,32.989223
2022-06-01,20.25,88.17,32.485966
2022-06-01,21.25,89.0,30.453745
2022-06-01,20.25,88.0,32.722446
2022-06-01,21.25,90.83,21.142569
2022-06-01,21.25,88.0,32.21752
2022-06-01,20.25,87.17,33.046772
2022-06-01,21.25,87.0,27.843061
2022-06-01,21.33,87.5,31.514608
2022-06-01,22.08,91.0,4.489107
2022-06-01,21.17,91.0,22.887478
2022-06-01,20.25,89.25,31.144238
2022-06-01,21.33,87.58,31.860512
2022-06-01,20.17,90.83,30.697174
2022-06-01,21.17,90.92,23.076437
2022-06-01,21.33,87.67,31.927591
2022-06-01,21.17,90.83,23.920055
2022-06-01,20.25,89.33,31.119802
2022-06-01,20.17,90.92,30.735445
2022-06-01,21.33,87.75,32.07801
2022-06-01,20.17,90.75,30.659637
2022-06-01,21.17,90.67,24.474905
2022-06-01,20.25,89.42,31.05853
2022-06-01,21.33,87.83,32.08391
2022-06-01,21.17,90.58,24.711712
2022-06-01,20.25,89.5,30.87099
2022-06-01,20.17,90.67,30.669592
2022-06-01,21.33,87.92,32.054096
2022-06-01,21.17,90.5,25.122639
2022-06-01,21.17,90.42,25.511456
2022-06-01,21.33,88.0,31.930285
2022-06-01,21.17,90.75,24.204191
2022-06-01,20.25,89.17,31.248556
2022-06-01,21.25,87.08,29.723917
2022-06-01,21.33,87.42,31.386091
2022-06-01,21.25,87.92,32.277096
2022-06-01,20.25,88.75,31.78789
2022-06-01,21.25,90.92,20.307856
2022-06-01,21.25,87.83,32.350803
2022-06-01,21.25,91.0,20.240263
2022-06-01,21.25,87.75,32.37478
2022-06-01,20.25,88.83,31.71773
2022-06-01,20.25,87.08,33.09175
2022-06-01,21.33,87.0,27.33826
2022-06-01,21.25,87.67,32.34077
2022-06-01,21.25,87.58,32.388042
2022-06-01,21.33,87.08,28.32606
2022-06-01,20.25,88.92,31.70111
2022-06-01,20.25,87.0,33.12373
2022-06-01,21.25,87.5,32.1853
2022-06-01,21.33,87.17,29.711367
2022-06-01,21.25,87.42,31.976177
2022-06-01,20.25,89.0,31.638552
2022-06-01,21.33,87.25,30.526691
2022-06-01,21.25,87.33,31.650484
2022-06-01,20.17,91.0,30.80908
2022-06-01,21.25,87.25,31.2272
2022-06-01,20.25,89.08,31.47062
2022-06-01,21.33,87.33,31.032372
2022-06-01,21.25,87.17,30.747814
2022-06-01,21.17,90.33,26.38923
2022-06-01,20.08,90.67,30.913755
2022-06-01,21.08,91.0,24.953663
2022-06-01,20.17,89.25,31.46049
2022-06-01,21.0,90.75,27.022444
2022-06-01,21.42,89.83,26.58013
2022-06-01,20.33,89.58,30.42983
2022-06-01,21.0,90.67,27.172142
2022-06-01,20.17,87.5,32.94566
2022-06-01,21.42,89.92,26.018436
2022-06-01,20.33,89.67,30.262896
2022-06-01,21.0,90.58,27.308638
2022-06-01,21.42,90.0,25.257393
2022-06-01,21.0,90.5,27.511623
2022-06-01,20.33,89.75,30.134817
2022-06-01,21.0,90.83,26.88393
2022-06-01,20.17,87.42,32.962097
2022-06-01,21.0,90.42,27.755299
2022-06-01,21.0,90.33,27.945734
2022-06-01,21.42,90.17,22.60886
2022-06-01,20.33,89.83,30.199099
2022-06-01,21.0,90.25,28.15287
2022-06-01,20.17,87.33,32.974297
