time,latitude,longitude,ph
2021-11-01,20.5,88.5,8.108636
2021-11-01,20.5,91.0,8.077407
2021-11-01,20.5,90.75,8.083838
2021-11-01,20.5,88.75,8.105798
2021-11-01,20.5,90.5,8.090715
2021-11-01,20.5,90.25,8.095516
2021-11-01,20.5,89.0,8.1032
2021-11-01,20.5,90.0,8.098212
2021-11-01,20.5,89.75,8.100649
2021-11-01,20.5,89.25,8.101953
2021-11-01,20.75,89.75,8.1235485
2021-11-01,20.5,87.0,8.205449
2021-11-01,20.75,90.0,8.114472
2021-11-01,20.75,90.25,8.101976
2021-11-01,21.0,90.5,8.154732
2021-11-01,21.0,90.25,8.152331
2021-11-01,20.25,89.0,8.087262
2021-11-01,21.0,90.0,8.137935
2021-11-01,21.0,89.75,8.135203
2021-11-01,20.25,89.25,8.088291
2021-11-01,21.0,89.5,8.134213
2021-11-01,21.0,89.25,8.137616
2021-11-01,22.5,90.75,8.247451
2021-11-01,20.25,89.5,8.090483
2021-11-01,21.0,89.0,8.149014
2021-11-01,21.0,88.75,8.165236
2021-11-01,20.25,89.75,8.091496
2021-11-01,21.75,90.25,8.265417
2021-11-01,21.0,88.5,8.187346
2021-11-01,20.25,90.0,8.090229
2021-11-01,21.0,88.0,8.24474
2021-11-01,21.0,87.75,8.258659
2021-11-01,20.25,90.25,8.088835
2021-11-01,21.0,87.5,8.246634
2021-11-01,21.0,87.25,8.223793
2021-11-01,20.25,90.5,8.086998
2021-11-01,21.0,87.0,8.224219
2021-11-01,20.75,91.0,8.090829
2021-11-01,20.25,90.75,8.083649
2021-11-01,20.75,90.75,8.096142
2021-11-01,20.75,90.5,8.098681
2021-11-01,20.25,91.0,8.078853
2021-11-01,21.0,88.25,8.218112
2021-11-01,21.75,90.5,8.331243
2021-11-01,20.5,89.5,8.10208
2021-11-01,21.75,90.75,8.39747
2021-11-01,22.0,90.5,8.3143835
2021-11-01,20.0,87.25,8.112826
2021-11-01,20.0,87.75,8.093786
2021-11-01,21.75,91.0,8.4315815
2021-11-01,22.25,90.75,8.294
2021-11-01,22.0,91.0,8.455762
2021-11-01,22.0,90.75,8.361723
2021-11-01,20.0,87.5,8.1000185
2021-12-01,20.0,87.5,8.098295
2021-12-01,21.25,89.5,8.165057
2021-12-01,20.25,87.25,8.137677
2021-12-01,21.25,89.75,8.164071
2021-12-01,21.25,89.25,8.16031
2021-12-01,21.25,89.0,8.158476
2021-12-01,20.25,87.0,8.171018
2021-12-01,20.25,87.5,8.106432
2021-12-01,21.0,91.0,8.185134
2021-12-01,21.25,90.0,8.161798
2021-12-01,21.25,88.5,8.197762
2021-12-01,20.25,87.75,8.099489
2021-12-01,21.25,88.25,8.209429
2021-12-01,21.25,88.0,8.22136
2021-12-01,20.25,88.0,8.098044
2021-12-01,21.25,87.75,8.219469
2021-12-01,20.5,89.5,8.112224
2021-12-01,20.25,88.25,8.09588
2021-12-01,21.25,87.25,8.191371
2021-12-01,21.25,87.0,8.206137
2021-12-01,20.25,88.5,8.093807
2021-12-01,21.0,90.75,8.177455
2021-12-01,22.0,90.75,8.290316
2021-12-01,21.25,88.75,8.167579
2021-12-01,22.0,90.5,8.256473
2021-12-01,20.0,91.0,8.083762
2021-12-01,21.25,90.5,8.218972
2021-12-01,21.75,90.75,8.311781
2021-12-01,20.0,88.75,8.091903
2021-12-01,21.5,90.75,8.301463
2021-12-01,21.5,90.5,8.269144
2021-12-01,22.25,91.0,8.4542885
2021-12-01,20.0,89.0,8.097148
2021-12-01,21.5,90.25,8.222982
2021-12-01,21.5,90.0,8.192702
2021-12-01,20.0,89.25,8.10115
2021-12-01,21.5,89.75,8.171073
2021-12-01,21.5,89.5,8.164465
2021-12-01,20.0,89.5,8.102059
2021-12-01,21.5,89.25,8.138012
2021-12-01,21.5,89.0,8.141147
2021-12-01,21.75,91.0,8.337028
2021-12-01,20.0,89.75,8.100291
2021-12-01,21.5,88.75,8.1478
2021-12-01,21.5,88.5,8.179824
2021-12-01,20.0,90.0,8.096995
2021-12-01,21.5,88.25,8.218502
2021-12-01,21.5,88.0,8.241124
2021-12-01,20.0,90.25,8.092708
2021-12-01,21.5,87.75,8.227888
2021-12-01,21.5,87.5,8.2185335
2021-12-01,20.0,90.5,8.086087
2021-12-01,21.5,87.25,8.216011
2021-12-01,21.25,91.0,8.242807
2021-12-01,20.0,90.75,8.081891
2021-12-01,21.25,90.75,8.233644
2021-12-01,21.25,90.25,8.188023
2021-12-01,20.25,88.75,8.095834
2021-12-01,21.0,90.25,8.151668
2021-12-01,21.0,90.0,8.137807
2021-12-01,20.5,87.25,8.161356
2021-12-01,20.75,89.25,8.111052
2021-12-01,20.75,89.0,8.11564
2021-12-01,22.5,91.0,8.497964
2021-12-01,22.25,90.75,8.334345
2021-12-01,20.5,87.5,8.119492
2021-12-01,20.75,88.75,8.126737
2021-12-01,20.75,88.5,8.130561
2021-12-01,20.5,87.75,8.11221
2021-12-01,20.75,88.25,8.134173
2021-12-01,20.75,88.0,8.144251
2021-12-01,20.5,88.0,8.103697
2021-12-01,20.75,87.75,8.156698
2021-12-01,20.75,89.5,8.112648
2021-12-01,20.75,87.5,8.166966
2021-12-01,20.75,87.25,8.192918
2021-12-01,20.75,87.0,8.203975
2021-12-01,20.5,88.5,8.101358
2021-12-01,20.5,91.0,8.111285
2021-12-01,20.5,90.75,8.113425
2021-12-01,20.5,88.75,8.103115
2021-12-01,20.5,90.5,8.117206
2021-12-01,20.5,90.25,8.118764
2021-12-01,20.5,89.0,8.104733
2021-12-01,20.5,90.0,8.114681
2021-12-01,20.5,89.75,8.112452
2021-12-01,20.0,87.0,8.13897
2021-12-01,20.5,89.25,8.10948
2021-12-01,20.5,88.25,8.100193
2021-12-01,21.0,90.5,8.166851
2021-12-01,20.75,89.75,8.114629
2021-12-01,20.75,90.0,8.124042
2021-12-01,20.25,89.0,8.10172
2021-12-01,21.0,89.75,8.13553
2021-12-01,21.0,89.5,8.129854
2021-12-01,20.25,89.25,8.106814
2021-12-01,21.0,89.25,8.138577
2021-12-01,20.25,89.5,8.109669
2021-12-01,21.0,89.0,8.151389
2021-12-01,22.5,90.75,8.42839
2021-12-01,21.0,88.75,8.1633215
2021-12-01,20.25,89.75,8.108484
2021-12-01,21.0,88.5,8.177462
2021-12-01,21.0,88.25,8.187679
2021-12-01,20.25,90.0,8.1063795
2021-12-01,20.5,87.0,8.199523
2021-12-01,21.0,88.0,8.192769
2021-12-01,20.25,90.25,8.1024885
2021-12-01,21.0,87.5,8.193562
2021-12-01,20.0,87.25,8.113969
2021-12-01,21.0,87.25,8.193387
2021-12-01,20.25,90.5,8.098513
2021-12-01,21.0,87.0,8.204227
2021-12-01,20.75,91.0,8.141322
2021-12-01,22.0,91.0,8.345955
2021-12-01,20.25,90.75,8.097526
2021-12-01,20.75,90.75,8.144978
2021-12-01,20.75,90.5,8.142597
2021-12-01,20.25,91.0,8.099543
2021-12-01,20.75,90.25,8.131735
2021-12-01,21.0,87.75,8.200385
2021-12-01,21.5,91.0,8.3167095
2021-12-01,21.25,87.5,8.201745
2021-12-01,21.75,89.75,8.177426
2021-12-01,21.75,90.25,8.2211
2021-12-01,20.0,88.25,8.090682
2021-12-01,21.75,87.75,8.241869
2021-12-01,20.0,88.0,8.092371
2021-12-01,21.75,89.5,8.140288
2021-12-01,21.75,90.0,8.200064
2021-12-01,20.0,88.5,8.089292
2021-12-01,21.75,90.5,8.2653265
2021-12-01,20.0,87.75,8.093128
2021-12-01,21.75,88.0,8.255769
2022-01-01,20.5,91.0,8.134292
2022-01-01,20.25,87.0,8.144426
2022-01-01,20.75,88.75,8.116783
2022-01-01,21.5,88.25,8.191502
2022-01-01,22.25,90.75,8.327846
2022-01-01,21.5,89.75,8.137444
2022-01-01,21.0,90.75,8.181505
2022-01-01,20.75,87.75,8.16042
2022-01-01,21.5,87.5,8.180452
2022-01-01,21.25,89.75,8.141801
2022-01-01,20.0,87.5,8.108797
2022-01-01,20.0,90.5,8.127876
2022-01-01,20.5,90.25,8.11456
2022-01-01,21.25,89.5,8.133105
2022-01-01,22.5,90.75,8.46396
2022-01-01,20.25,90.75,8.128742
2022-01-01,20.5,87.5,8.131259
2022-01-01,20.25,90.5,8.12368
2022-01-01,20.0,89.25,8.11032
2022-01-01,21.75,90.25,8.150107
2022-01-01,20.75,89.0,8.110925
2022-01-01,20.5,89.0,8.105608
2022-01-01,21.5,88.75,8.0905485
2022-01-01,20.25,87.25,8.124279
2022-01-01,20.0,88.5,8.108125
2022-01-01,21.0,88.0,8.171995
2022-01-01,21.5,90.0,8.155842
2022-01-01,21.0,91.0,8.182275
2022-01-01,21.0,88.75,8.133679
2022-01-01,21.25,90.0,8.149119
2022-01-01,21.75,90.0,8.135143
2022-01-01,21.75,88.0,8.215398
2022-01-01,20.5,88.0,8.105859
2022-01-01,20.25,89.5,8.107392
2022-01-01,21.0,90.0,8.133389
2022-01-01,21.25,90.75,8.218318
2022-01-01,20.75,88.0,8.150662
2022-01-01,21.5,89.25,8.109586
2022-01-01,20.25,90.25,8.1201
2022-01-01,20.5,88.75,8.105378
2022-01-01,21.0,89.0,8.123991
2022-01-01,20.75,88.25,8.132682
2022-01-01,21.0,90.25,8.148663
2022-01-01,20.5,90.75,8.127479
2022-01-01,21.0,87.0,8.174066
2022-01-01,21.25,91.0,8.227099
2022-01-01,20.0,90.75,8.1300125
2022-01-01,20.75,91.0,8.154855
2022-01-01,21.0,87.75,8.173948
2022-01-01,20.0,89.75,8.117085
2022-01-01,21.5,87.25,8.1792
2022-01-01,21.0,89.25,8.117944
2022-01-01,21.0,90.5,8.173201
2022-01-01,21.5,89.5,8.135887
2022-01-01,20.5,90.5,8.118581
2022-01-01,22.0,90.75,8.233781
2022-01-01,21.25,90.25,8.173022
2022-01-01,20.25,89.0,8.105555
2022-01-01,20.25,88.75,8.104387
2022-01-01,20.0,87.25,8.110895
2022-01-01,20.75,88.5,8.124853
2022-01-01,20.0,89.5,8.113854
2022-01-01,20.0,87.75,8.106794
2022-01-01,20.0,91.0,8.1296215
2022-01-01,22.0,91.0,8.30287
2022-01-01,20.5,87.75,8.116816
2022-01-01,21.25,90.5,8.204925
2022-01-01,20.75,90.75,8.1447735
2022-01-01,21.75,91.0,8.265721
2022-01-01,21.5,89.0,8.095396
2022-01-01,21.75,87.75,8.19507
2022-01-01,21.5,90.5,8.21866
2022-01-01,21.25,88.5,8.18178
2022-01-01,22.0,90.5,8.185591
2022-01-01,20.75,89.75,8.109077
2022-01-01,20.25,88.25,8.102956
2022-01-01,20.0,90.25,8.123879
2022-01-01,20.25,87.75,8.107954
2022-01-01,20.75,87.5,8.16352
2022-01-01,20.5,89.75,8.107979
2022-01-01,20.0,87.0,8.124208
2022-01-01,20.25,91.0,8.129972
2022-01-01,20.5,88.5,8.104758
2022-01-01,21.75,90.75,8.2237835
2022-01-01,21.5,90.75,8.251902
2022-01-01,21.25,87.25,8.16468
2022-01-01,20.25,88.0,8.104288
2022-01-01,21.5,88.0,8.206645
2022-01-01,21.25,88.25,8.188118
2022-01-01,20.25,90.0,8.114493
2022-01-01,20.5,89.25,8.107236
2022-01-01,21.0,88.25,8.1786175
2022-01-01,20.0,90.0,8.119317
2022-01-01,20.5,87.0,8.162121
2022-01-01,21.0,89.5,8.116448
2022-01-01,20.25,89.25,8.106591
2022-01-01,21.25,88.0,8.192953
2022-01-01,20.0,88.75,8.108614
2022-01-01,20.75,87.25,8.158591
2022-01-01,20.0,88.0,8.10515
2022-01-01,21.25,87.0,8.174568
2022-01-01,21.75,90.5,8.181702
2022-01-01,20.5,89.5,8.107364
2022-01-01,21.25,89.25,8.136913
2022-01-01,21.75,89.5,8.091624
2022-01-01,20.75,89.25,8.10856
2022-01-01,20.25,89.75,8.109164
2022-01-01,22.25,91.0,8.433577
2022-01-01,20.5,88.25,8.104202
2022-01-01,21.5,87.75,8.188069
2022-01-01,21.5,90.25,8.1758375
2022-01-01,20.25,88.5,8.10344
2022-01-01,21.25,87.5,8.166259
2022-01-01,21.25,89.0,8.128159
2022-01-01,20.75,87.0,8.168485
2022-01-01,20.75,90.25,8.116612
2022-01-01,20.25,87.5,8.112408
2022-01-01,21.0,88.5,8.160106
2022-01-01,20.5,90.0,8.111554
2022-01-01,21.0,89.75,8.122129
2022-01-01,20.0,88.25,8.107059
2022-01-01,21.5,88.5,8.14097
2022-01-01,20.75,90.5,8.127657
2022-01-01,21.0,87.25,8.164125
2022-01-01,21.25,88.75,8.135285
2022-01-01,21.75,89.75,8.112605
2022-01-01,21.0,87.5,8.165236
2022-01-01,20.0,89.0,8.108687
2022-01-01,21.25,87.75,8.187225
2022-01-01,20.75,89.5,8.109218
2022-01-01,22.5,91.0,8.491994
2022-01-01,20.5,87.25,8.141112
2022-01-01,21.5,91.0,8.278627
2022-01-01,20.75,90.0,8.112051
2022-02-01,20.25,89.25,8.101474
2022-02-01,21.25,91.0,8.173446
2022-02-01,20.75,88.0,8.125772
2022-02-01,20.75,87.5,8.121673
2022-02-01,21.75,89.75,8.103412
2022-02-01,21.5,87.75,8.139231
2022-02-01,20.5,88.25,8.112375
2022-02-01,21.0,89.75,8.124181
2022-02-01,20.25,90.5,8.110373
2022-02-01,21.5,87.5,8.136209
2022-02-01,20.75,87.75,8.123925
2022-02-01,21.0,90.0,8.1242695
2022-02-01,21.0,87.25,8.119769
2022-02-01,20.0,90.5,8.108102
2022-02-01,20.25,89.0,8.102162
2022-02-01,20.75,87.25,8.122395
2022-02-01,20.5,88.0,8.1123495
2022-02-01,21.5,87.25,8.137511
2022-02-01,21.5,88.0,8.148204
2022-02-01,20.0,90.25,8.105486
2022-02-01,21.0,89.5,8.125876
2022-02-01,20.25,87.0,8.113421
2022-02-01,21.0,87.0,8.127793
2022-02-01,21.25,89.0,8.122425
2022-02-01,21.75,89.5,8.079206
2022-02-01,21.0,91.0,8.149291
2022-02-01,20.25,87.5,8.11155
2022-02-01,20.5,87.25,8.1204
2022-02-01,21.25,88.75,8.145437
2022-02-01,20.75,90.5,8.11619
2022-02-01,20.75,89.5,8.111178
2022-02-01,21.25,87.0,8.130398
2022-02-01,21.25,88.5,8.150034
2022-02-01,20.75,89.75,8.111304
2022-02-01,22.0,90.5,8.15533
2022-02-01,20.25,88.5,8.105272
2022-02-01,20.25,87.75,8.109977
2022-02-01,21.25,88.25,8.13992
2022-02-01,21.25,87.25,8.120657
2022-02-01,20.5,87.0,8.116807
2022-02-01,20.25,91.0,8.105598
2022-02-01,21.25,88.0,8.14222
2022-02-01,22.5,91.0,8.441047
2022-02-01,20.75,90.0,8.113343
2022-02-01,20.25,88.25,8.10734
2022-02-01,20.25,88.0,8.108755
2022-02-01,21.25,87.75,8.135915
2022-02-01,20.0,88.0,8.097915
2022-02-01,20.75,90.25,8.113061
2022-02-01,20.0,88.25,8.096318
2022-02-01,20.0,90.75,8.109074
2022-02-01,20.75,89.25,8.112969
2022-02-01,22.0,91.0,8.232894
2022-02-01,20.75,88.25,8.1239395
2022-02-01,21.0,90.25,8.125189
2022-02-01,21.25,90.75,8.167657
2022-02-01,21.75,88.0,8.151828
2022-02-01,22.0,90.75,8.181746
2022-02-01,20.75,91.0,8.127855
2022-02-01,21.25,90.5,8.158608
2022-02-01,20.5,87.75,8.1154995
2022-02-01,20.0,91.0,8.105296
2022-02-01,22.25,90.75,8.280199
2022-02-01,20.25,88.75,8.103555
2022-02-01,21.25,90.25,8.122572
2022-02-01,21.25,89.25,8.113832
2022-02-01,20.75,88.5,8.122648
2022-02-01,21.25,90.0,8.111642
2022-02-01,20.0,87.5,8.104766
2022-02-01,20.75,88.75,8.121387
2022-02-01,20.25,90.75,8.10943
2022-02-01,21.0,90.75,8.141183
2022-02-01,21.25,89.75,8.124341
2022-02-01,20.5,87.5,8.119902
2022-02-01,21.25,89.5,8.123104
2022-02-01,21.75,90.25,8.137749
2022-02-01,20.75,89.0,8.117147
2022-02-01,20.25,87.25,8.113338
2022-02-01,20.75,90.75,8.123345
2022-02-01,21.0,90.5,8.131877
2022-02-01,21.5,88.25,8.148459
2022-02-01,21.25,87.5,8.124116
2022-02-01,20.25,89.5,8.102387
2022-02-01,21.0,87.75,8.12303
2022-02-01,21.0,87.5,8.119293
2022-02-01,21.0,89.0,8.132327
2022-02-01,20.5,89.75,8.107469
2022-02-01,20.0,89.75,8.098223
2022-02-01,22.5,90.75,8.442098
2022-02-01,21.5,89.75,8.116426
2022-02-01,21.5,90.5,8.167112
2022-02-01,21.5,89.0,8.106389
2022-02-01,21.75,87.75,8.137761
2022-02-01,21.0,88.5,8.13895
2022-02-01,21.5,88.75,8.122367
2022-02-01,20.0,87.0,8.11067
2022-02-01,20.25,90.0,8.103735
2022-02-01,21.0,88.75,8.13812
2022-02-01,21.0,89.25,8.129488
2022-02-01,20.5,91.0,8.11446
2022-02-01,20.5,90.25,8.111983
2022-02-01,20.5,90.0,8.109992
2022-02-01,21.75,90.5,8.155838
2022-02-01,20.0,89.25,8.0955715
2022-02-01,20.5,90.75,8.11057
2022-02-01,21.5,90.25,8.141531
2022-02-01,20.5,89.0,8.110449
2022-02-01,20.25,89.75,8.102178
2022-02-01,21.0,88.0,8.131453
2022-02-01,22.25,91.0,8.366371
2022-02-01,20.0,88.5,8.095033
2022-02-01,20.0,89.0,8.094335
2022-02-01,21.75,90.75,8.180905
2022-02-01,21.5,90.0,8.125671
2022-02-01,21.75,91.0,8.203498
2022-02-01,20.0,88.75,8.094264
2022-02-01,20.5,90.5,8.11098
2022-02-01,21.5,89.25,8.090165
2022-02-01,20.0,89.5,8.097058
2022-02-01,20.5,89.5,8.107887
2022-02-01,21.5,91.0,8.20592
2022-02-01,20.0,87.75,8.100675
2022-02-01,20.5,88.5,8.112365
2022-02-01,20.0,90.0,8.102138
2022-02-01,21.5,88.5,8.152929
2022-02-01,20.75,87.0,8.122926
2022-02-01,21.0,88.25,8.136924
2022-02-01,20.5,89.25,8.10912
2022-02-01,20.0,87.25,8.108159
2022-02-01,20.25,90.25,8.107823
2022-02-01,21.75,90.0,8.119581
2022-02-01,21.5,90.75,8.191447
2022-02-01,21.5,89.5,8.108591
2022-02-01,20.5,88.75,8.111537
2022-03-01,20.75,90.75,8.087621
2022-03-01,21.25,89.5,8.083076
2022-03-01,20.0,87.25,8.073295
2022-03-01,20.0,87.0,8.07421
2022-03-01,20.75,89.0,8.086264
2022-03-01,20.5,89.0,8.086831
2022-03-01,20.0,91.0,8.080689
2022-03-01,20.0,89.5,8.083461
2022-03-01,20.25,89.5,8.081868
2022-03-01,20.0,89.25,8.080679
2022-03-01,20.25,88.75,8.081235
2022-03-01,21.0,88.75,8.085212
2022-03-01,20.5,87.5,8.084703
2022-03-01,21.25,90.0,8.064046
2022-03-01,20.0,87.5,8.072652
2022-03-01,21.0,90.5,8.084916
2022-03-01,21.0,87.75,8.077156
2022-03-01,21.5,89.5,8.068794
2022-03-01,20.5,90.25,8.080937
2022-03-01,20.25,87.0,8.076949
2022-03-01,20.25,90.75,8.084165
2022-03-01,20.75,88.5,8.088483
2022-03-01,20.75,88.75,8.087536
2022-03-01,21.5,89.75,8.069532
2022-03-01,21.0,90.75,8.0900955
2022-03-01,20.5,90.5,8.084222
2022-03-01,21.25,89.75,8.082313
2022-03-01,21.25,90.25,8.063312
2022-03-01,22.25,90.75,8.200541
2022-03-01,21.75,90.25,8.034948
2022-03-01,20.25,89.25,8.082393
2022-03-01,21.5,90.0,8.068298
2022-03-01,20.25,87.75,8.077385
2022-03-01,22.5,91.0,8.373295
2022-03-01,20.0,88.0,8.073036
2022-03-01,21.25,88.25,8.07118
2022-03-01,21.5,90.75,8.085391
2022-03-01,22.0,90.5,8.066577
2022-03-01,20.5,87.0,8.068608
2022-03-01,20.5,89.25,8.085292
2022-03-01,20.25,91.0,8.085167
2022-03-01,21.25,88.0,8.072883
2022-03-01,20.5,89.75,8.081973
2022-03-01,20.0,88.75,8.076136
2022-03-01,20.25,88.25,8.077617
2022-03-01,20.25,88.0,8.076543
2022-03-01,20.5,89.5,8.083388
2022-03-01,20.0,88.25,8.073552
2022-03-01,20.75,90.0,8.083309
2022-03-01,21.25,87.25,8.070914
2022-03-01,21.25,87.75,8.072637
2022-03-01,20.75,90.25,8.085131
2022-03-01,21.5,91.0,8.102365
2022-03-01,22.5,90.75,8.358412
2022-03-01,21.0,88.25,8.083158
2022-03-01,22.0,91.0,8.149207
2022-03-01,20.75,89.75,8.081585
2022-03-01,20.25,90.0,8.082056
2022-03-01,21.25,89.25,8.080404
2022-03-01,21.0,88.5,8.083991
2022-03-01,21.0,88.0,8.081244
2022-03-01,20.75,89.25,8.083642
2022-03-01,20.25,88.5,8.079572
2022-03-01,21.25,89.0,8.08052
2022-03-01,21.5,90.25,8.059807
2022-03-01,20.25,89.75,8.082346
2022-03-01,20.5,90.0,8.080961
2022-03-01,20.5,87.75,8.084013
2022-03-01,20.5,87.25,8.078112
2022-03-01,21.75,89.5,8.04278
2022-03-01,20.25,87.5,8.080148
2022-03-01,20.0,89.0,8.078878
2022-03-01,20.75,90.5,8.084081
2022-03-01,21.25,88.75,8.080975
2022-03-01,21.75,87.75,8.056479
2022-03-01,20.75,89.5,8.083072
2022-03-01,21.25,87.0,8.062274
2022-03-01,21.25,88.5,8.071785
2022-03-01,21.75,90.75,8.067417
2022-03-01,21.5,90.5,8.068891
2022-03-01,20.0,87.75,8.072547
2022-03-01,20.25,87.25,8.081466
2022-03-01,21.0,91.0,8.097681
2022-03-01,22.25,91.0,8.299293
2022-03-01,21.5,88.5,8.069564
2022-03-01,21.75,91.0,8.096854
2022-03-01,20.25,90.25,8.080925
2022-03-01,20.75,88.25,8.087454
2022-03-01,20.75,87.25,8.070242
2022-03-01,21.75,90.5,8.041549
2022-03-01,21.5,88.75,8.068991
2022-03-01,21.0,89.0,8.085888
2022-03-01,21.5,87.25,8.060637
2022-03-01,21.0,89.5,8.087023
2022-03-01,20.0,89.75,8.081324
2022-03-01,22.0,90.75,8.097598
2022-03-01,20.0,88.5,8.074111
2022-03-01,21.75,90.0,8.038588
2022-03-01,20.0,90.75,8.081983
2022-03-01,20.0,90.25,8.082886
2022-03-01,21.0,90.0,8.080679
2022-03-01,20.5,90.75,8.084401
2022-03-01,21.5,89.0,8.076786
2022-03-01,21.75,88.0,8.061507
2022-03-01,21.0,87.0,8.066886
2022-03-01,20.75,88.0,8.085738
2022-03-01,20.75,87.5,8.081724
2022-03-01,20.5,91.0,8.088044
2022-03-01,20.5,88.25,8.083392
2022-03-01,21.0,87.5,8.074323
2022-03-01,21.0,89.75,8.087313
2022-03-01,21.5,87.75,8.062055
2022-03-01,20.5,88.5,8.084545
2022-03-01,21.0,90.25,8.080156
2022-03-01,20.25,90.5,8.082068
2022-03-01,21.5,87.5,8.065163
2022-03-01,21.25,87.5,8.072094
2022-03-01,21.25,90.5,8.084337
2022-03-01,20.25,89.0,8.081808
2022-03-01,21.5,88.25,8.07279
2022-03-01,20.75,87.0,8.061833
2022-03-01,20.5,88.75,8.086191
2022-03-01,20.0,90.5,8.083774
2022-03-01,21.75,89.75,8.037757
2022-03-01,20.75,91.0,8.091987
2022-03-01,21.0,87.25,8.071169
2022-03-01,20.5,88.0,8.081806
2022-03-01,21.25,91.0,8.104951
2022-03-01,20.0,90.0,8.080545
2022-03-01,20.75,87.75,8.084882
2022-03-01,21.0,89.25,8.085742
2022-03-01,21.25,90.75,8.095935
2022-03-01,21.5,89.25,8.070435
2022-03-01,21.5,88.0,8.065656
2022-04-01,20.0,89.0,8.049585
2022-04-01,21.75,90.75,7.9942813
2022-04-01,21.5,90.5,7.985133
2022-04-01,21.0,89.25,8.048323
2022-04-01,21.25,87.0,8.02131
2022-04-01,20.5,91.0,8.0519085
2022-04-01,21.25,88.75,8.025464
2022-04-01,21.0,91.0,8.049728
2022-04-01,20.5,87.25,8.036117
2022-04-01,20.25,90.0,8.049932
2022-04-01,20.75,89.5,8.056588
2022-04-01,21.5,88.75,8.014268
2022-04-01,21.75,89.75,8.010331
2022-04-01,21.75,89.5,8.009631
2022-04-01,20.25,89.75,8.052316
2022-04-01,21.5,87.5,8.019632
2022-04-01,20.75,87.75,8.038442
2022-04-01,20.5,89.75,8.056143
2022-04-01,20.25,87.5,8.042624
2022-04-01,20.75,90.5,8.055383
2022-04-01,21.25,88.5,8.026241
2022-04-01,20.75,87.5,8.036904
2022-04-01,22.5,91.0,8.286623
2022-04-01,20.75,89.75,8.057464
2022-04-01,21.0,88.25,8.035337
2022-04-01,20.25,88.25,8.054773
2022-04-01,21.25,87.75,8.030266
2022-04-01,21.5,88.0,8.019709
2022-04-01,20.5,89.5,8.055944
2022-04-01,20.0,90.0,8.042625
2022-04-01,20.25,88.0,8.046666
2022-04-01,21.0,87.25,8.033688
2022-04-01,20.75,90.0,8.057559
2022-04-01,21.25,87.25,8.031101
2022-04-01,20.75,87.0,8.028309
2022-04-01,21.75,91.0,8.020687
2022-04-01,20.75,90.25,8.056075
2022-04-01,21.5,91.0,8.025862
2022-04-01,20.0,88.25,8.055918
2022-04-01,21.5,88.25,8.019271
2022-04-01,21.25,87.5,8.030965
2022-04-01,20.5,89.25,8.055093
2022-04-01,21.0,87.5,8.036921
2022-04-01,22.0,90.5,7.9950895
2022-04-01,20.5,88.5,8.057146
2022-04-01,20.0,88.0,8.049802
2022-04-01,21.5,87.75,8.021505
2022-04-01,21.0,89.75,8.053289
2022-04-01,20.25,87.75,8.045459
2022-04-01,20.5,88.25,8.050177
2022-04-01,22.0,91.0,8.069146
2022-04-01,21.5,88.5,8.011189
2022-04-01,21.25,88.25,8.028076
2022-04-01,20.0,90.25,8.041233
2022-04-01,21.5,90.75,7.9812427
2022-04-01,21.75,90.0,8.008155
2022-04-01,20.5,87.0,8.0315
2022-04-01,21.0,89.5,8.051592
2022-04-01,20.75,87.25,8.031403
2022-04-01,20.0,87.25,8.043885
2022-04-01,20.0,88.75,8.051929
2022-04-01,21.25,88.0,8.029001
2022-04-01,20.25,91.0,8.0464
2022-04-01,20.25,90.5,8.049608
2022-04-01,21.5,90.25,8.006044
2022-04-01,20.0,90.5,8.040059
2022-04-01,20.25,90.75,8.04867
2022-04-01,21.25,90.25,8.019784
2022-04-01,20.5,90.0,8.056631
2022-04-01,21.5,89.75,8.0238905
2022-04-01,21.25,89.75,8.0400305
2022-04-01,21.0,87.0,8.028663
2022-04-01,20.75,88.0,8.041812
2022-04-01,21.0,90.75,8.049792
2022-04-01,20.75,91.0,8.05303
2022-04-01,20.5,87.5,8.036185
2022-04-01,20.0,88.5,8.055187
2022-04-01,21.75,90.25,8.005638
2022-04-01,20.0,87.0,8.039544
2022-04-01,20.75,90.75,8.055194
2022-04-01,20.75,88.5,8.049353
2022-04-01,20.75,88.75,8.052691
2022-04-01,22.25,90.75,8.123757
2022-04-01,21.5,89.0,8.022463
2022-04-01,20.25,87.0,8.035445
2022-04-01,22.25,91.0,8.223533
2022-04-01,21.5,89.25,8.021472
2022-04-01,21.25,90.75,8.029883
2022-04-01,21.0,90.25,8.052246
2022-04-01,21.0,90.5,8.050222
2022-04-01,21.25,90.0,8.0321865
2022-04-01,20.75,88.25,8.046723
2022-04-01,21.5,89.5,8.02363
2022-04-01,20.5,90.5,8.054012
2022-04-01,21.75,90.5,7.9957976
2022-04-01,21.0,87.75,8.036701
2022-04-01,21.0,88.75,8.036899
2022-04-01,20.25,89.25,8.053786
2022-04-01,20.5,90.25,8.055379
2022-04-01,21.0,89.0,8.043456
2022-04-01,20.0,90.75,8.039753
2022-04-01,20.0,89.25,8.048194
2022-04-01,21.25,89.5,8.037742
2022-04-01,20.5,87.75,8.038311
2022-04-01,21.25,89.25,8.033954
2022-04-01,20.0,89.75,8.045381
2022-04-01,22.0,90.75,8.0118475
