time,latitude,longitude,vo
2022-08-01,20.0,87.67,-0.3038531
2022-08-01,21.67,88.17,-0.0068776007
2022-08-01,20.75,89.33,-0.050713643
2022-08-01,21.08,88.58,-0.026742348
2022-08-01,20.0,89.08,-0.02020497
2022-08-01,20.75,89.42,-0.034352057
2022-08-01,21.42,88.17,0.0025183312
2022-08-01,21.92,88.17,-0.0014712701
2022-08-01,20.5,88.33,-0.18867444
2022-08-01,20.5,88.5,-0.17031972
2022-08-01,20.17,88.75,-0.12408568
2022-08-01,21.08,88.75,-0.13582885
2022-08-01,21.08,89.67,0.008342391
2022-08-01,21.42,87.42,-0.0077966875
2022-08-01,20.58,90.92,0.029147176
2022-08-01,21.42,88.25,0.0049356986
2022-08-01,20.33,88.5,-0.13799207
2022-08-01,21.08,89.75,0.00270942
2022-08-01,21.08,88.67,-0.062318057
2022-08-01,20.33,87.92,-0.24847072
2022-08-01,21.83,91.0,-0.010372968
2022-08-01,22.0,90.67,-0.01204248
2022-08-01,20.17,88.33,-0.15175737
2022-08-01,21.67,88.67,-0.095858805
2022-08-01,21.33,89.92,-0.04145001
2022-08-01,21.33,90.83,-0.06661961
2022-08-01,20.17,87.83,-0.28295618
2022-08-01,20.75,90.58,0.019672278
2022-08-01,21.17,87.5,-0.023104448
2022-08-01,20.33,89.83,0.05411817
2022-08-01,21.33,90.25,-0.03897332
2022-08-01,21.0,90.25,-0.0392824
2022-08-01,20.25,89.92,0.054420587
2022-08-01,20.33,87.0,0.0005540631
2022-08-01,20.0,88.0,-0.22528604
2022-08-01,21.0,90.17,-0.04865203
2022-08-01,20.58,90.25,0.036359217
2022-08-01,21.67,89.5,-0.008252641
2022-08-01,21.42,90.25,-0.03451317
2022-08-01,20.17,89.5,0.016671838
2022-08-01,21.67,87.58,-0.012555372
2022-08-01,20.0,89.17,-0.0024864941
2022-08-01,20.33,89.92,0.05673984
2022-08-01,21.17,87.58,-0.024305424
2022-08-01,21.42,90.17,-0.076180145
2022-08-01,21.17,87.42,-0.03510478
2022-08-01,20.75,90.5,0.007664258
2022-08-01,21.0,90.33,-0.04208618
2022-08-01,20.67,90.0,0.012315822
2022-08-01,21.42,90.0,-0.03549991
2022-08-01,21.17,87.33,-0.054063745
2022-08-01,21.0,90.5,-0.04665977
2022-08-01,20.67,87.42,-0.036717296
2022-08-01,21.92,90.42,-0.033704083
2022-08-01,20.17,89.42,0.0027243653
2022-08-01,20.33,89.75,0.060845472
2022-08-01,20.58,87.58,-0.06968682
2022-08-01,20.17,87.42,-0.22389494
2022-08-01,20.33,87.08,-0.047833443
2022-08-01,21.0,90.42,-0.05017617
2022-08-01,21.33,90.33,-0.061740264
2022-08-01,20.75,88.83,-0.20287645
2022-08-01,21.42,90.08,-0.028456619
2022-08-01,20.58,90.33,0.039288905
2022-08-01,21.83,90.58,-0.02204731
2022-08-01,20.0,90.17,0.07876808
2022-08-01,20.0,90.83,0.07696621
2022-08-01,20.5,90.33,0.04273253
2022-08-01,21.42,90.33,-0.034726642
2022-08-01,22.42,91.0,0.021947162
2022-08-01,20.0,90.92,0.08039011
2022-08-01,20.33,90.08,0.049308993
2022-08-01,20.17,87.17,-0.11517092
2022-08-01,20.25,90.92,0.054678578
2022-08-01,21.0,89.75,0.024605677
2022-08-01,20.75,88.75,-0.21851598
2022-08-01,21.42,90.58,-0.035004277
2022-08-01,21.17,87.83,-0.008250047
2022-08-01,20.17,89.58,0.021383788
2022-08-01,20.75,90.75,0.029397056
2022-08-01,21.0,89.67,0.034400433
2022-08-01,21.33,90.0,-0.063908264
2022-08-01,20.0,87.5,-0.29145783
2022-08-01,20.67,90.42,0.023339365
2022-08-01,21.42,90.67,-0.034657475
2022-08-01,21.17,87.92,-0.009499174
2022-08-01,20.67,87.58,-0.041853517
2022-08-01,20.5,87.75,-0.12698968
2022-08-01,21.83,90.5,-0.02384858
2022-08-01,20.75,88.92,-0.17736895
2022-08-01,20.0,89.0,-0.042170078
2022-08-01,20.58,88.25,-0.18599302
2022-08-01,21.0,90.08,-0.039017424
2022-08-01,20.5,87.83,-0.15063867
2022-08-01,21.33,90.17,-0.0858157
2022-08-01,21.0,90.0,-0.033147767
2022-08-01,20.5,88.83,-0.13098638
2022-08-01,21.17,87.67,-0.0024868222
2022-08-01,20.17,87.25,-0.15749368
2022-08-01,20.75,90.67,0.026877014
2022-08-01,21.0,89.83,0.016994437
2022-08-01,20.25,91.0,0.06311337
2022-08-01,21.42,90.42,-0.030953558
2022-08-01,20.33,90.0,0.05685598
2022-08-01,21.33,90.08,-0.05822759
2022-08-01,21.0,89.92,-0.008618814
2022-08-01,20.67,87.5,-0.03833182
2022-08-01,21.67,89.58,-0.011233903
2022-08-01,21.42,90.5,-0.0342629
2022-08-01,21.17,87.75,-0.025889013
2022-08-01,21.67,87.5,-0.015082628
2022-08-01,21.08,87.33,-0.024606092
2022-08-01,20.33,89.67,0.07733204
2022-08-01,21.17,87.25,-0.05469095
2022-08-01,21.33,90.75,-0.064292274
2022-08-01,21.42,89.42,-0.076264985
2022-08-01,20.0,90.25,0.08068106
2022-08-01,20.33,89.33,-0.039417095
2022-08-01,22.08,90.67,-0.010211319
2022-08-01,20.67,90.33,0.02352386
2022-08-01,21.08,87.08,-0.066700995
2022-08-01,21.08,90.92,-0.0757691
2022-08-01,20.0,87.92,-0.26242813
2022-08-01,21.42,89.5,-0.14423397
2022-08-01,21.33,90.67,-0.061267998
2022-08-01,20.0,90.75,0.08051117
2022-08-01,21.08,87.0,-0.010111299
2022-08-01,22.17,90.83,-0.049464367
2022-08-01,20.67,87.25,-0.13863711
2022-08-01,20.0,87.58,-0.29993752
2022-08-01,20.17,87.67,-0.278974
2022-08-01,21.67,87.83,0.0021232949
2022-08-01,20.75,90.25,-0.015673215
2022-08-01,20.17,87.75,-0.28715265
2022-08-01,21.08,90.83,-0.06829847
2022-08-01,20.5,88.08,-0.20955198
2022-08-01,21.67,87.92,0.011305885
2022-08-01,21.42,89.25,-0.00065941364
2022-08-01,21.08,90.75,-0.057812106
2022-08-01,20.67,87.17,-0.02865386
2022-08-01,22.58,91.0,0.017077181
2022-08-01,20.67,90.08,0.011205609
2022-08-01,20.33,89.25,-0.04777262
2022-08-01,21.67,89.33,-0.0036670505
2022-08-01,20.75,89.08,-0.116985716
2022-08-01,21.83,90.75,-0.010177424
2022-08-01,21.42,89.33,-0.019410593
2022-08-01,20.17,89.17,-0.040644806
2022-08-01,21.08,87.25,-0.035796553
2022-08-01,20.75,90.17,-0.007388506
2022-08-01,20.33,87.42,-0.14015232
2022-08-01,21.08,87.17,-0.08274942
2022-08-01,20.58,90.42,0.039047584
2022-08-01,22.08,90.58,-0.0176789
2022-08-01,20.17,89.25,-0.023650445
2022-08-01,20.33,89.42,-0.025825452
2022-08-01,20.33,87.33,-0.09859142
2022-08-01,20.58,88.17,-0.1764154
2022-08-01,21.0,90.75,-0.05324016
2022-08-01,21.83,90.67,-0.0151714375
2022-08-01,20.75,90.42,-0.00034369907
2022-08-01,21.42,89.83,-0.041118998
2022-08-01,20.17,89.33,-0.010637025
2022-08-01,21.17,87.08,-0.035978314
2022-08-01,20.33,89.58,0.040655535
2022-08-01,21.67,89.42,-0.0050792824
2022-08-01,21.17,87.17,-0.06250923
2022-08-01,20.33,87.17,-0.061380226
2022-08-01,20.5,88.75,-0.13870575
2022-08-01,20.17,87.5,-0.24564222
2022-08-01,20.67,87.33,-0.05989106
2022-08-01,21.0,90.58,-0.05221514
2022-08-01,21.33,90.42,-0.04674436
2022-08-01,20.5,87.92,-0.17737071
2022-08-01,21.42,89.92,-0.0441394
2022-08-01,21.0,90.67,-0.056346674
2022-08-01,21.67,87.67,-0.01308772
2022-08-01,21.67,87.75,-0.0075751594
2022-08-01,21.42,89.75,-0.058331504
2022-08-01,20.5,88.0,-0.19732052
2022-08-01,21.42,89.58,-0.16300118
2022-08-01,20.75,89.0,-0.14896883
2022-08-01,21.08,91.0,-0.067390114
2022-08-01,21.0,91.0,-0.047333788
2022-08-01,21.92,90.0,0.003915714
2022-08-01,21.17,87.0,0.005866411
2022-08-01,21.75,89.75,-0.009439846
2022-08-01,21.33,90.5,-0.0604877
2022-08-01,21.42,89.67,-0.08408835
2022-08-01,20.58,87.67,-0.07163392
2022-08-01,21.33,90.58,-0.06325817
2022-08-01,20.75,90.33,-0.008232819
2022-08-01,20.33,89.5,-0.003952222
2022-08-01,20.33,87.25,-0.13288759
2022-08-01,20.17,87.58,-0.2606764
2022-08-01,21.75,88.5,-0.07327356
2022-08-01,21.0,90.83,-0.054018363
2022-08-01,21.0,90.92,-0.054954663
2022-08-01,20.17,87.33,-0.17548685
2022-08-01,21.92,88.08,0.0033263792
2022-08-01,21.5,90.0,-0.015329363
2022-08-01,21.25,87.33,-0.056227107
2022-08-01,20.08,87.5,-0.2743176
2022-08-01,21.58,88.08,-0.006099046
2022-08-01,21.58,89.25,-0.0015363054
2022-08-01,21.33,87.25,-0.01821981
2022-08-01,20.42,88.75,-0.12307546
2022-08-01,21.5,90.33,-0.027949978
2022-08-01,20.58,88.67,-0.17255895
2022-08-01,20.83,88.42,-0.08205196
2022-08-01,20.92,88.58,-0.14278759
2022-08-01,20.25,89.0,-0.086938456
2022-08-01,21.75,90.75,-0.016815597
2022-08-01,21.25,88.83,-0.047969002
2022-08-01,20.08,89.17,-0.022369815
2022-08-01,20.25,88.25,-0.18865179
2022-08-01,21.33,87.17,-0.014529564
2022-08-01,22.33,91.0,-0.0056292354
2022-08-01,20.42,89.83,0.056966778
2022-08-01,21.75,88.08,-0.0077158976
2022-08-01,20.67,88.58,-0.20610926
2022-08-01,20.42,88.67,-0.12953475
2022-08-01,21.67,90.5,-0.023199525
2022-08-01,20.08,89.25,-0.008832693
2022-08-01,21.58,89.75,-0.01686375
2022-08-01,20.92,88.67,-0.21009004
2022-08-01,20.17,91.0,0.07475566
2022-08-01,20.0,88.67,-0.13894166
2022-08-01,20.92,88.75,-0.23004697
2022-08-01,21.25,87.25,-0.043478973
2022-08-01,20.83,90.58,-0.014778304
2022-08-01,22.67,90.92,0.024811778
2022-08-01,20.75,87.5,-0.026075061
2022-08-01,21.25,88.92,-0.10881921
2022-08-01,20.83,90.5,-0.024920717
2022-08-01,20.83,89.08,-0.14936973
2022-08-01,21.5,90.42,-0.028863711
2022-08-01,22.0,90.83,-0.0061240736
2022-08-01,22.0,90.0,0.005274459
2022-08-01,20.92,88.33,0.01134183
2022-08-01,20.42,90.92,0.047070913
2022-08-01,21.75,90.42,-0.020852158
2022-08-01,20.08,88.42,-0.14570129
2022-08-01,21.25,87.5,-0.01785439
2022-08-01,20.25,88.92,-0.099209845
2022-08-01,20.08,89.08,-0.041122053
2022-08-01,20.67,88.67,-0.20486437
2022-08-01,20.75,87.08,-0.0031494973
2022-08-01,21.33,87.08,-0.016544458
2022-08-01,20.42,89.75,0.071343444
2022-08-01,21.5,90.58,-0.027982876
2022-08-01,21.25,90.25,-0.0488186
2022-08-01,22.25,91.0,-0.012873913
2022-08-01,20.0,88.5,-0.13935623
2022-08-01,20.92,88.42,-0.036426477
2022-08-01,20.5,89.5,0.004304732
2022-08-01,20.92,88.5,-0.077003986
2022-08-01,20.67,89.58,-0.002316005
2022-08-01,21.25,87.42,-0.047128648
2022-08-01,20.83,90.67,0.0017607233
2022-08-01,20.25,87.5,-0.21172473
2022-08-01,21.67,90.58,-0.021014377
2022-08-01,21.58,88.0,-0.0011320886
2022-08-01,20.83,88.5,-0.12824546
2022-08-01,20.58,89.42,-0.028583927
2022-08-01,21.5,90.5,-0.02892789
2022-08-01,20.42,88.83,-0.11468768
2022-08-01,20.25,87.0,-0.0014860192
2022-08-01,21.67,90.92,-0.016444217
2022-08-01,21.75,90.17,-0.006622596
2022-08-01,20.25,89.08,-0.076356955
2022-08-01,20.58,89.5,-0.0042197155
2022-08-01,21.5,90.25,-0.026183017
2022-08-01,20.67,90.67,0.027204614
2022-08-01,20.08,89.42,0.019889466
2022-08-01,20.58,89.58,0.0141430395
2022-08-01,21.25,89.08,-0.049999647
2022-08-01,21.17,91.0,-0.0738481
2022-08-01,20.92,89.17,-0.13110848
2022-08-01,20.42,90.0,0.05265409
2022-08-01,20.83,88.25,-0.033511013
2022-08-01,20.92,87.17,-0.09466761
2022-08-01,21.33,87.5,-0.02975266
2022-08-01,20.5,89.42,-0.022966407
2022-08-01,20.25,87.58,-0.22678779
2022-08-01,21.25,87.0,-0.018648883
2022-08-01,20.58,87.0,-0.03948267
2022-08-01,20.83,90.33,-0.022156022
2022-08-01,21.25,90.08,-0.042509947
2022-08-01,21.33,87.58,-0.015286666
2022-08-01,20.67,88.5,-0.1941438
2022-08-01,21.67,90.42,-0.022903455
2022-08-01,20.42,88.33,-0.18388087
2022-08-01,20.17,90.83,0.061864275
2022-08-01,20.5,90.75,0.021502083
2022-08-01,21.58,89.17,-0.00735735
2022-08-01,20.92,89.33,-0.059846472
2022-08-01,20.42,88.42,-0.16926946
2022-08-01,20.08,88.25,-0.16961004
2022-08-01,20.25,87.83,-0.26695633
2022-08-01,21.5,89.92,-0.024196671
2022-08-01,20.25,89.25,-0.039549924
2022-08-01,20.75,87.0,-0.036947984
2022-08-01,20.92,89.25,-0.09786834
2022-08-01,20.5,90.5,0.04389726
2022-08-01,20.5,87.0,-0.047675043
2022-08-01,20.42,88.5,-0.15187983
2022-08-01,21.58,88.25,-0.003788292
2022-08-01,20.17,90.92,0.06593186
2022-08-01,21.75,90.83,-0.015763896
2022-08-01,20.67,89.42,-0.02924388
2022-08-01,20.67,89.08,-0.10147916
2022-08-01,20.42,90.58,0.04165224
2022-08-01,21.5,90.17,-0.027512014
2022-08-01,20.0,89.67,0.026507385
2022-08-01,22.0,88.08,0.0014316885
2022-08-01,21.25,87.17,-0.026335875
2022-08-01,20.58,88.83,-0.14472704
2022-08-01,20.08,88.33,-0.15370505
2022-08-01,21.25,90.17,-0.057262734
2022-08-01,21.33,87.33,-0.021648215
2022-08-01,20.92,88.83,-0.22911294
2022-08-01,20.42,91.0,0.05971121
2022-08-01,20.92,88.92,-0.20018798
2022-08-01,20.42,88.58,-0.13783684
2022-08-01,21.58,88.17,-0.0033714252
2022-08-01,20.5,89.75,0.058827966
2022-08-01,20.83,89.17,-0.114347786
2022-08-01,21.5,90.08,-0.0094783
2022-08-01,20.25,89.17,-0.05755406
2022-08-01,20.92,89.08,-0.16090824
2022-08-01,20.83,88.33,-0.042780627
2022-08-01,20.83,90.42,-0.022398354
2022-08-01,20.75,87.58,-0.020614121
2022-08-01,20.92,89.0,-0.18476468
2022-08-01,20.25,88.17,-0.2158101
2022-08-01,21.25,87.08,-0.010417994
2022-08-01,20.08,89.33,0.005165429
2022-08-01,21.58,89.83,-0.015470164
2022-08-01,21.25,89.0,-0.12035207
2022-08-01,20.42,89.92,0.05296302
2022-08-01,21.33,87.42,-0.033035316
2022-08-01,21.25,88.75,0.010128247
2022-08-01,20.25,88.08,-0.23848978
2022-08-01,20.83,89.0,-0.17813227
2022-08-01,20.42,88.92,-0.102614015
2022-08-01,20.25,88.42,-0.14141688
2022-08-01,21.58,87.67,-0.010199993
2022-08-01,22.0,89.92,0.0059970454
2022-08-01,20.92,87.5,-0.024824766
2022-08-01,20.83,88.75,-0.22379307
2022-08-01,20.5,90.83,0.022276785
2022-08-01,21.58,87.25,-0.00913663
2022-08-01,21.67,90.75,-0.020759761
2022-08-01,20.92,87.0,-0.0152337
2022-08-01,20.42,89.33,-0.037535097
2022-08-01,20.83,88.92,-0.19808541
2022-08-01,20.08,88.75,-0.12618624
2022-08-01,21.25,88.17,-0.0015296908
2022-08-01,20.08,88.58,-0.13838117
2022-08-01,20.25,87.25,-0.14702694
2022-08-01,20.0,88.58,-0.13927194
2022-08-01,21.75,90.58,-0.020961601
2022-08-01,20.58,89.17,-0.08783099
2022-08-01,20.5,89.58,0.036042716
2022-08-01,20.08,88.83,-0.112013854
2022-08-01,20.0,89.5,0.03261576
2022-08-01,20.5,90.92,0.03357323
2022-08-01,20.25,88.67,-0.123103544
2022-08-01,21.75,90.08,-0.00053716026
2022-08-01,20.92,87.58,-0.014844604
2022-08-01,21.25,90.42,-0.06738173
2022-08-01,21.58,87.17,-0.017305052
2022-08-01,21.75,90.5,-0.022247868
2022-08-01,21.25,88.08,-0.00086401345
2022-08-01,21.58,89.5,-0.008970506
2022-08-01,20.42,89.25,-0.048179716
2022-08-01,21.25,90.75,-0.076431
2022-08-01,20.42,89.58,0.03383676
2022-08-01,21.25,90.83,-0.073106125
2022-08-01,20.08,87.67,-0.2978168
2022-08-01,21.25,90.5,-0.0928424
2022-08-01,21.25,88.33,0.0008091632
2022-08-01,20.5,89.67,0.06524743
2022-08-01,20.42,89.5,-0.0027973661
2022-08-01,20.08,88.67,-0.13350362
2022-08-01,21.58,87.58,-0.011768707
2022-08-01,21.25,90.58,-0.08446284
2022-08-01,20.83,88.83,-0.21529855
2022-08-01,22.33,90.92,0.00046358226
2022-08-01,20.58,89.25,-0.06954143
2022-08-01,21.58,89.42,-0.004435044
2022-08-01,21.58,87.5,-0.015180821
2022-08-01,22.0,90.75,-0.008697377
2022-08-01,20.25,87.33,-0.14058936
2022-08-01,20.5,90.58,0.037873056
2022-08-01,20.25,88.5,-0.13553527
2022-08-01,21.58,87.33,-0.00962186
2022-08-01,21.25,88.42,-0.0019436714
2022-08-01,21.75,88.0,0.0021586907
2022-08-01,20.25,88.58,-0.12999254
2022-08-01,20.92,87.42,-0.034468208
2022-08-01,21.25,88.5,0.00862723
2022-08-01,20.58,88.75,-0.15864608
2022-08-01,22.25,90.92,-0.016530043
2022-08-01,20.75,87.25,-0.11030094
2022-08-01,20.92,87.25,-0.051446885
2022-08-01,20.92,87.33,-0.022284113
2022-08-01,20.42,90.75,0.033380315
2022-08-01,21.58,87.42,-0.018059427
2022-08-01,21.25,90.67,-0.07385054
2022-08-01,21.25,88.25,-0.00040998156
2022-08-01,20.67,88.83,-0.17124473
2022-08-01,20.42,89.42,-0.026253605
2022-08-01,20.92,87.08,-0.033438597
2022-08-01,20.5,89.92,0.046999138
2022-08-01,20.92,87.67,-0.0015995661
2022-08-01,21.58,87.75,-0.012970392
2022-08-01,20.83,88.58,-0.18013793
2022-08-01,20.25,88.83,-0.11113108
2022-08-01,21.25,90.33,-0.066889696
2022-08-01,20.75,87.33,-0.069305435
2022-08-01,20.67,89.5,-0.01083322
2022-08-01,21.5,90.75,-0.025823228
2022-08-01,20.08,89.0,-0.0673251
2022-08-01,20.92,88.08,-0.020141356
2022-08-01,21.67,90.83,-0.018979812
2022-08-01,21.25,87.75,-0.014094384
2022-08-01,20.25,88.33,-0.15926872
2022-08-01,20.92,88.0,-0.011813177
2022-08-01,20.42,89.67,0.08720481
2022-08-01,20.67,88.75,-0.19128054
2022-08-01,20.08,87.58,-0.28486347
2022-08-01,21.25,91.0,-0.06647552
2022-08-01,20.83,90.83,0.01629742
2022-08-01,21.58,87.92,0.0063796695
2022-08-01,21.25,87.58,-0.011616464
2022-08-01,20.92,88.25,-0.0065783137
2022-08-01,20.0,87.17,-0.19072786
2022-08-01,20.75,87.42,-0.0396122
2022-08-01,20.83,87.58,-0.009549318
2022-08-01,20.83,90.75,0.010264362
2022-08-01,20.67,89.0,-0.12359712
2022-08-01,21.5,90.67,-0.027013289
2022-08-01,20.5,91.0,0.048907764
2022-08-01,20.92,88.17,-0.033630196
2022-08-01,21.25,87.67,-0.0023098835
2022-08-01,20.67,90.75,0.026862282
2022-08-01,20.25,87.08,-0.057193343
2022-08-01,20.42,89.0,-0.08870746
2022-08-01,21.33,87.0,-0.054540224
2022-08-01,21.5,90.83,-0.026401374
2022-08-01,20.0,89.58,0.029644107
2022-08-01,22.0,88.17,0.0004234478
2022-08-01,20.92,87.83,-0.006551508
2022-08-01,21.25,88.58,0.009657714
2022-08-01,20.25,87.17,-0.08235036
2022-08-01,21.58,89.33,-0.0032931692
2022-08-01,21.67,90.67,-0.021008722
2022-08-01,21.5,91.0,-0.035789873
2022-08-01,21.5,90.92,-0.026502619
2022-08-01,21.25,87.92,-0.0067600505
2022-08-01,20.42,89.17,-0.06087542
2022-08-01,20.25,87.42,-0.18215594
2022-08-01,20.92,87.75,-0.017748855
2022-08-01,20.75,87.17,-0.004668551
2022-08-01,20.83,88.67,-0.2176988
2022-08-01,21.25,88.0,-0.0087607335
2022-08-01,20.83,91.0,0.008283783
2022-08-01,21.58,89.58,-0.01634242
2022-08-01,20.83,90.92,0.012710044
2022-08-01,20.42,90.83,0.036445953
2022-08-01,21.58,87.83,7.223987e-05
2022-08-01,21.25,87.83,-0.0050117886
2022-08-01,20.42,89.08,-0.07553313
2022-08-01,20.08,87.75,-0.29918343
2022-08-01,20.92,87.92,0.001677098
2022-08-01,20.0,88.83,-0.101783596
2022-08-01,21.75,90.67,-0.018582307
2022-08-01,21.25,90.92,-0.08555204
2022-08-01,20.42,90.67,0.036307722
2022-08-01,20.08,88.92,-0.092546456
2022-08-01,21.25,88.67,0.017348481
2022-08-01,20.08,88.5,-0.14265192
2022-08-01,20.25,88.75,-0.118394785
2022-08-01,20.0,87.08,-0.14746141
2022-08-01,20.58,89.33,-0.05023628
2022-08-01,21.58,89.67,-0.015117537
2022-08-01,21.5,89.83,-0.032843396
2022-08-01,20.67,88.92,-0.1488171
2022-08-01,21.17,90.92,-0.08097884
2022-08-01,20.67,88.33,-0.16093342
2022-08-01,21.33,88.0,-0.0014617618
2022-08-01,21.5,89.25,0.00233614
2022-08-01,20.67,89.33,-0.05113431
2022-08-01,20.83,87.92,-0.019420141
2022-08-01,20.92,90.17,-0.032666378
2022-08-01,20.25,89.58,0.028059477
2022-08-01,21.25,89.5,-0.04714494
2022-08-01,21.33,88.33,0.0013783072
2022-08-01,20.67,91.0,0.038548477
2022-08-01,20.42,87.92,-0.21863814
2022-08-01,20.83,89.83,-0.006875037
2022-08-01,20.67,89.67,0.00419298
2022-08-01,21.5,88.75,0.045934748
2022-08-01,20.42,90.33,0.04139238
2022-08-01,21.5,89.17,0.001091923
2022-08-01,21.17,90.33,-0.0052220994
2022-08-01,20.08,88.08,-0.2139033
2022-08-01,20.0,89.83,0.033726983
2022-08-01,20.83,89.33,-0.06312188
2022-08-01,21.25,89.42,-0.1400018
2022-08-01,20.08,89.83,0.03950714
2022-08-01,20.17,90.58,0.057750743
2022-08-01,20.92,90.75,-0.027199898
2022-08-01,20.08,87.92,-0.26913893
2022-08-01,20.67,89.25,-0.0702868
2022-08-01,20.67,88.25,-0.14350696
2022-08-01,20.83,89.92,-0.00819065
2022-08-01,20.5,87.17,-0.046336085
2022-08-01,20.58,89.0,-0.115482874
2022-08-01,21.17,89.92,-0.030461214
2022-08-01,21.58,88.92,0.012085535
2022-08-01,20.17,90.67,0.06065269
2022-08-01,20.5,89.33,-0.041475605
2022-08-01,20.25,89.83,0.046900745
2022-08-01,20.58,87.08,-0.03636672
2022-08-01,20.92,90.0,-0.022184802
2022-08-01,20.58,87.17,-0.056854952
2022-08-01,21.5,89.33,-0.0012075066
2022-08-01,21.5,88.67,0.013540219
2022-08-01,20.0,89.25,0.010583456
2022-08-01,22.5,90.92,0.015137983
2022-08-01,21.92,90.83,-0.004139661
2022-08-01,20.42,87.58,-0.13665593
2022-08-01,21.33,87.92,-0.005805225
2022-08-01,20.42,90.5,0.045932885
2022-08-01,21.25,89.33,-0.17667158
2022-08-01,20.08,89.75,0.030790856
2022-08-01,20.58,89.67,0.022485077
2022-08-01,21.58,88.67,0.04135991
2022-08-01,20.42,88.0,-0.23379715
2022-08-01,20.0,88.75,-0.12793252
2022-08-01,21.17,90.42,-0.06497485
2022-08-01,20.42,90.17,0.03906937
2022-08-01,20.75,87.83,-0.029229496
2022-08-01,21.75,87.92,0.0055758394
2022-08-01,21.25,89.83,-0.009463368
2022-08-01,21.58,90.08,-0.006746147
2022-08-01,20.92,90.08,-0.02846034
2022-08-01,21.67,91.0,-0.016398964
2022-08-01,21.58,89.08,-0.036411844
2022-08-01,20.5,87.25,-0.11420899
2022-08-01,21.33,88.25,0.0024736156
2022-08-01,21.25,89.75,0.0025370168
2022-08-01,20.5,90.0,0.041331504
2022-08-01,20.83,87.83,-0.012772076
2022-08-01,20.08,89.92,0.049946353
2022-08-01,20.25,87.92,-0.26229423
2022-08-01,20.83,89.42,-0.04323382
2022-08-01,20.83,89.75,-0.003563913
2022-08-01,21.17,90.17,-0.0102164075
2022-08-01,20.92,90.5,-0.039521996
2022-08-01,20.58,88.5,-0.18867977
2022-08-01,21.75,90.25,-0.013032078
2022-08-01,20.42,87.75,-0.17665021
2022-08-01,20.83,87.75,-0.012737667
2022-08-01,21.83,88.0,-0.00085986377
2022-08-01,20.5,89.83,0.053161606
2022-08-01,21.17,90.08,-0.014086084
2022-08-01,20.67,89.75,0.011337419
2022-08-01,21.5,88.83,0.01104443
2022-08-01,21.58,88.83,0.009821443
2022-08-01,22.08,90.83,-0.027535325
2022-08-01,21.5,88.92,0.010047507
2022-08-01,20.17,90.5,0.052074518
2022-08-01,21.67,90.17,-0.005867122
2022-08-01,20.25,89.75,0.040999666
2022-08-01,20.08,87.25,-0.18347123
2022-08-01,20.92,90.58,-0.045823507
2022-08-01,20.08,90.0,0.058723256
2022-08-01,20.92,90.25,-0.027582983
2022-08-01,21.33,88.17,0.0012585063
2022-08-01,20.58,88.92,-0.13180302
2022-08-01,21.67,90.25,-0.00897697
2022-08-01,20.58,89.75,0.029172206
2022-08-01,22.67,90.83,0.02492096
2022-08-01,21.17,90.25,0.012928114
2022-08-01,20.92,90.33,-0.030407736
2022-08-01,21.17,90.0,-0.026113817
2022-08-01,22.08,90.75,-0.020781584
2022-08-01,22.5,90.83,-0.00572873
2022-08-01,20.42,87.83,-0.19676
2022-08-01,21.5,89.08,-0.0077100615
2022-08-01,22.58,90.92,0.013419056
2022-08-01,21.58,90.17,-0.00961486
2022-08-01,21.33,88.08,0.0015193301
2022-08-01,21.58,88.75,-0.0026141133
2022-08-01,20.75,87.92,-0.046478774
2022-08-01,21.92,90.92,-0.0073815817
2022-08-01,20.92,90.67,-0.03793492
2022-08-01,20.0,88.33,-0.15513816
2022-08-01,20.08,88.0,-0.24258406
2022-08-01,20.67,90.83,0.028428102
2022-08-01,20.25,87.75,-0.2626073
2022-08-01,20.25,89.67,0.0057456247
2022-08-01,20.92,90.42,-0.033389326
2022-08-01,20.42,90.25,0.036539722
2022-08-01,21.5,89.0,-0.03262107
2022-08-01,21.58,90.25,-0.015292751
2022-08-01,20.42,87.67,-0.15524556
2022-08-01,20.5,89.25,-0.056411512
2022-08-01,21.83,88.08,-0.002150143
2022-08-01,20.83,89.67,-0.007536907
2022-08-01,20.92,89.92,-0.021974733
2022-08-01,21.17,89.75,-0.019329417
2022-08-01,20.92,89.58,0.029402418
2022-08-01,20.83,89.5,-0.021609493
2022-08-01,20.75,88.08,-0.07000287
2022-08-01,21.5,88.58,0.029349992
2022-08-01,21.5,89.67,-0.06932371
2022-08-01,21.58,88.42,0.002009036
2022-08-01,21.25,89.17,-0.04622303
2022-08-01,21.75,90.92,-0.014819425
2022-08-01,21.58,90.33,-0.022525966
2022-08-01,21.17,90.75,-0.07244483
2022-08-01,20.58,89.08,-0.101335175
2022-08-01,21.25,89.58,-0.0023684832
2022-08-01,20.67,89.17,-0.08650133
2022-08-01,21.67,90.33,-0.018376118
2022-08-01,20.0,87.25,-0.2135541
2022-08-01,20.08,89.58,0.025885897
2022-08-01,20.42,87.5,-0.12886094
2022-08-01,21.33,88.42,0.00283286
2022-08-01,20.42,90.08,0.04316988
2022-08-01,20.83,87.67,-0.0048604547
2022-08-01,20.17,90.75,0.06065342
2022-08-01,20.0,87.0,-0.11021569
2022-08-01,21.75,90.0,0.004117433
