time,latitude,longitude,thetao
2022-10-01,20.42,89.83,29.899286
2022-10-01,22.5,90.83,29.952631
2022-10-01,21.25,89.17,30.055763
2022-10-01,21.25,87.42,29.867214
2022-10-01,20.67,89.33,29.884714
2022-10-01,20.42,90.92,30.012955
2022-10-01,20.42,88.83,29.889652
2022-10-01,20.92,88.42,29.858898
2022-10-01,20.83,89.17,29.924427
2022-10-01,20.83,90.17,30.000637
2022-10-01,21.25,87.5,29.918396
2022-10-01,20.25,88.92,29.872393
2022-10-01,20.92,88.25,29.852915
2022-10-01,20.83,90.25,29.970467
2022-10-01,20.25,88.08,29.913214
2022-10-01,20.92,88.33,29.872114
2022-10-01,20.5,89.5,29.88062
2022-10-01,20.58,89.42,29.881836
2022-10-01,20.42,90.08,29.985977
2022-10-01,20.92,88.67,30.006058
2022-10-01,20.83,89.25,29.915281
2022-10-01,20.25,88.0,29.91587
2022-10-01,21.25,87.33,29.85679
2022-10-01,20.92,88.58,30.009502
2022-10-01,21.25,89.25,30.032343
2022-10-01,20.83,88.42,29.913124
2022-10-01,20.83,90.0,29.996174
2022-10-01,20.42,88.75,29.896017
2022-10-01,20.67,91.0,30.102493
2022-10-01,20.67,90.67,30.042522
2022-10-01,20.92,88.5,29.939781
2022-10-01,20.58,88.67,29.889683
2022-10-01,20.83,90.08,30.004995
2022-10-01,20.25,89.0,29.86032
2022-10-01,20.42,90.0,29.962936
2022-10-01,21.25,89.08,30.065163
2022-10-01,20.75,87.42,29.808374
2022-10-01,20.83,90.42,30.012112
2022-10-01,20.42,89.92,29.93146
2022-10-01,20.92,88.0,29.80584
2022-10-01,20.25,88.17,29.930168
2022-10-01,21.25,87.75,29.97517
2022-10-01,20.42,90.58,29.974983
2022-10-01,20.42,89.0,29.870726
2022-10-01,20.83,88.58,29.962074
2022-10-01,21.25,87.83,29.852837
2022-10-01,20.25,88.75,29.882656
2022-10-01,21.25,88.92,30.05942
2022-10-01,20.42,89.08,29.861015
2022-10-01,20.83,90.5,30.017643
2022-10-01,20.42,90.83,29.998081
2022-10-01,20.92,87.92,29.835123
2022-10-01,20.67,88.67,29.91049
2022-10-01,20.58,88.83,29.902155
2022-10-01,20.58,89.08,29.913052
2022-10-01,20.5,91.0,30.05526
2022-10-01,20.42,88.92,29.879774
2022-10-01,21.25,87.58,29.961235
2022-10-01,20.67,89.5,29.884995
2022-10-01,20.5,90.75,30.012606
2022-10-01,21.25,89.0,30.060787
2022-10-01,20.92,88.17,29.825968
2022-10-01,20.83,90.33,30.016804
2022-10-01,20.67,89.08,29.895988
2022-10-01,20.83,88.5,29.959959
2022-10-01,20.92,88.08,29.830694
2022-10-01,21.25,87.67,30.09692
2022-10-01,20.25,88.83,29.881592
2022-10-01,20.5,89.75,29.88162
2022-10-01,20.75,87.33,29.85988
2022-10-01,20.67,88.58,29.916933
2022-10-01,20.75,87.0,29.89912
2022-10-01,20.5,88.42,29.89436
2022-10-01,21.17,90.83,29.852291
2022-10-01,20.75,90.33,29.991396
2022-10-01,21.0,90.83,29.948175
2022-10-01,21.0,90.75,29.897015
2022-10-01,20.67,90.0,29.967411
2022-10-01,20.75,90.42,30.010859
2022-10-01,21.17,87.08,29.783188
2022-10-01,20.58,88.17,29.876535
2022-10-01,20.33,89.58,29.89421
2022-10-01,21.0,90.67,29.897364
2022-10-01,20.58,90.33,29.996056
2022-10-01,20.33,89.5,29.860909
2022-10-01,21.17,87.17,29.835787
2022-10-01,20.5,87.92,29.837254
2022-10-01,21.0,90.58,29.846949
2022-10-01,20.5,88.75,29.879889
2022-10-01,20.75,88.92,29.916378
2022-10-01,20.67,87.33,29.875265
2022-10-01,21.17,87.25,29.862595
2022-10-01,20.33,89.67,29.881575
2022-10-01,21.0,90.5,29.889042
2022-10-01,21.0,90.42,29.856218
2022-10-01,20.75,88.83,29.931429
2022-10-01,20.33,87.17,29.830942
2022-10-01,21.17,87.33,29.8509
2022-10-01,20.33,87.25,29.818808
2022-10-01,22.17,90.83,29.865728
2022-10-01,20.58,90.42,29.999514
2022-10-01,20.33,89.25,29.82902
2022-10-01,20.33,87.42,29.774904
2022-10-01,21.08,87.17,29.81372
2022-10-01,20.75,90.17,30.004848
2022-10-01,20.67,87.17,29.91337
2022-10-01,20.33,89.33,29.838617
2022-10-01,21.08,90.83,29.881947
2022-10-01,21.08,87.08,29.89823
2022-10-01,21.08,90.92,29.883366
2022-10-01,21.17,87.0,29.728178
2022-10-01,20.33,87.33,29.80826
2022-10-01,20.67,90.33,29.987114
2022-10-01,21.08,87.0,29.81958
2022-10-01,20.5,88.0,29.873299
2022-10-01,20.33,89.42,29.85208
2022-10-01,20.67,87.25,29.882105
2022-10-01,20.75,89.0,29.913433
2022-10-01,21.0,91.0,29.99138
2022-10-01,20.58,87.67,29.825495
2022-10-01,21.08,91.0,29.89784
2022-10-01,21.0,90.92,29.969782
2022-10-01,20.75,90.25,29.997488
2022-10-01,20.33,87.08,29.835247
2022-10-01,20.67,87.42,29.855587
2022-10-01,20.33,89.75,29.886574
2022-10-01,20.25,90.92,29.948711
2022-10-01,20.33,90.08,29.973059
2022-10-01,21.0,89.67,30.029577
2022-10-01,20.75,90.75,30.040201
2022-10-01,20.5,87.75,29.816721
2022-10-01,21.17,87.83,29.892454
2022-10-01,20.75,88.67,29.945349
2022-10-01,21.0,89.58,30.022594
2022-10-01,21.17,87.92,29.746197
2022-10-01,20.25,90.83,29.938715
2022-10-01,21.0,89.75,30.04169
2022-10-01,20.33,90.17,29.99706
2022-10-01,20.67,87.58,29.865236
2022-10-01,21.0,89.5,30.018309
2022-10-01,20.67,90.42,29.97847
2022-10-01,20.58,87.5,29.878914
2022-10-01,21.0,89.42,30.015247
2022-10-01,21.17,88.0,29.7737
2022-10-01,22.17,90.58,29.785181
2022-10-01,20.67,89.92,29.947166
2022-10-01,20.33,90.25,30.011654
2022-10-01,21.0,89.33,30.018148
2022-10-01,20.5,90.33,30.00845
2022-10-01,20.67,87.5,29.87981
2022-10-01,20.75,88.75,29.934292
2022-10-01,21.17,87.75,29.926912
2022-10-01,21.0,90.33,29.898184
2022-10-01,20.75,90.5,29.99748
2022-10-01,21.17,87.42,29.862032
2022-10-01,21.0,90.25,29.869751
2022-10-01,20.33,89.83,29.884098
2022-10-01,20.58,90.25,30.002155
2022-10-01,20.75,90.58,30.010185
2022-10-01,21.17,87.5,29.898594
2022-10-01,20.33,87.0,29.805246
2022-10-01,20.5,87.83,29.84492
2022-10-01,21.0,90.17,29.871527
2022-10-01,20.58,87.58,29.836288
2022-10-01,21.0,90.08,29.915527
2022-10-01,21.17,87.58,29.853407
2022-10-01,20.33,89.92,29.90497
2022-10-01,21.0,90.0,29.98931
2022-10-01,20.25,91.0,29.961878
2022-10-01,21.0,89.92,29.969797
2022-10-01,20.5,88.83,29.882444
2022-10-01,21.17,87.67,29.986937
2022-10-01,20.33,90.0,29.933771
2022-10-01,20.75,90.67,30.008678
2022-10-01,21.0,89.83,30.045261
2022-10-01,21.08,90.75,29.868633
2022-10-01,21.08,87.25,29.803997
2022-10-01,20.75,89.08,29.904501
2022-10-01,20.5,88.67,29.879251
2022-10-01,21.08,88.75,30.05343
2022-10-01,22.33,90.83,29.900354
2022-10-01,21.08,89.67,30.019346
2022-10-01,20.5,88.5,29.880596
2022-10-01,20.33,88.5,29.920433
2022-10-01,21.08,88.67,30.012278
2022-10-01,21.08,89.75,30.007027
2022-10-01,20.33,87.92,29.858702
2022-10-01,21.08,88.58,29.94657
2022-10-01,20.5,90.17,30.005854
2022-10-01,20.67,90.25,29.99806
2022-10-01,20.58,88.0,29.849901
2022-10-01,20.75,89.75,29.92147
2022-10-01,20.58,90.92,30.06346
2022-10-01,21.08,89.83,29.975458
2022-10-01,20.33,88.58,29.916454
2022-10-01,21.08,88.5,29.876888
2022-10-01,21.08,88.42,29.783932
2022-10-01,20.75,89.33,29.887178
2022-10-01,21.08,89.92,29.775541
2022-10-01,20.33,87.83,29.844751
2022-10-01,20.58,91.0,30.07045
2022-10-01,20.58,90.67,30.018417
2022-10-01,20.5,88.33,29.887096
2022-10-01,21.08,88.83,30.047686
2022-10-01,20.33,88.42,29.922804
2022-10-01,20.33,88.17,29.918226
2022-10-01,21.08,89.33,30.028368
2022-10-01,21.08,89.25,30.023691
2022-10-01,20.58,90.75,30.023237
2022-10-01,20.75,89.5,29.890905
2022-10-01,20.67,90.17,30.004635
2022-10-01,21.08,89.17,30.017405
2022-10-01,21.08,89.42,30.027657
2022-10-01,20.33,88.08,29.901075
2022-10-01,20.33,88.25,29.913845
2022-10-01,21.08,89.08,30.009737
2022-10-01,20.75,89.42,29.883347
2022-10-01,20.58,90.83,30.041977
2022-10-01,22.17,90.67,29.804241
2022-10-01,20.75,89.58,29.902328
2022-10-01,21.08,89.0,30.02248
2022-10-01,21.08,89.5,30.028435
2022-10-01,20.33,88.33,29.925365
2022-10-01,21.08,89.58,30.028236
2022-10-01,20.58,87.92,29.822046
2022-10-01,20.75,89.67,29.905453
2022-10-01,21.08,88.92,30.02854
2022-10-01,20.33,88.0,29.89199
2022-10-01,20.58,87.83,29.80995
2022-10-01,20.58,88.25,29.8947
2022-10-01,20.75,89.83,29.930792
2022-10-01,21.08,88.33,29.812895
2022-10-01,21.08,90.42,29.747946
2022-10-01,20.33,87.58,29.794851
2022-10-01,21.08,87.67,29.812202
2022-10-01,20.75,90.0,29.986698
2022-10-01,20.67,87.08,29.883755
2022-10-01,21.08,87.58,29.771181
2022-10-01,20.58,88.08,29.86888
2022-10-01,21.08,90.5,29.821867
2022-10-01,20.58,90.5,29.998499
2022-10-01,20.5,90.25,30.011454
2022-10-01,20.33,89.0,29.870977
2022-10-01,20.33,89.08,29.861618
2022-10-01,21.08,87.5,29.789936
2022-10-01,21.08,90.58,29.787804
2022-10-01,20.33,87.5,29.80625
2022-10-01,20.58,87.75,29.808245
2022-10-01,20.75,90.08,30.005135
2022-10-01,22.42,91.0,29.83659
2022-10-01,20.33,89.17,29.845844
2022-10-01,20.5,88.08,29.865494
2022-10-01,21.08,90.67,29.855429
2022-10-01,21.08,87.33,29.79956
2022-10-01,20.67,90.08,29.988386
2022-10-01,20.75,89.17,29.900484
2022-10-01,21.08,90.33,29.795752
2022-10-01,21.08,87.75,29.785667
2022-10-01,20.5,88.25,29.890997
2022-10-01,21.08,90.0,29.807125
2022-10-01,20.58,90.58,30.01792
2022-10-01,21.08,88.25,29.775705
2022-10-01,21.08,90.08,29.779318
2022-10-01,20.33,87.75,29.819197
2022-10-01,20.33,88.75,29.896708
2022-10-01,21.08,88.17,29.745127
2022-10-01,21.08,88.08,29.787577
2022-10-01,22.5,91.0,29.87076
2022-10-01,20.5,88.58,29.880407
2022-10-01,20.75,89.25,29.896357
2022-10-01,20.75,89.92,29.960539
2022-10-01,21.08,90.17,29.799412
2022-10-01,20.33,88.83,29.887732
2022-10-01,21.08,88.0,29.78465
2022-10-01,21.08,90.25,29.813616
2022-10-01,21.08,87.92,29.711052
2022-10-01,20.33,87.67,29.8248
2022-10-01,20.5,88.17,29.881735
2022-10-01,20.33,88.92,29.878223
2022-10-01,21.08,87.83,29.731535
2022-10-01,20.67,87.0,29.948637
2022-10-01,20.33,88.67,29.904892
2022-10-01,22.33,91.0,29.86139
2022-10-01,21.17,88.08,29.807762
2022-10-01,20.5,90.08,29.993563
2022-10-01,20.92,90.83,30.032953
2022-10-01,20.5,90.0,29.960333
2022-10-01,20.83,87.67,29.779501
2022-10-01,20.42,87.58,29.804028
2022-10-01,20.5,87.25,29.85364
2022-10-01,21.17,89.92,29.973331
2022-10-01,20.92,90.75,29.999975
2022-10-01,20.67,88.17,29.873175
2022-10-01,20.92,90.67,30.01893
2022-10-01,21.17,90.0,29.9622
2022-10-01,20.25,89.83,29.881884
2022-10-01,20.25,89.75,29.852913
2022-10-01,20.42,87.67,29.83387
2022-10-01,20.92,90.58,29.969189
2022-10-01,20.58,88.5,29.896353
2022-10-01,20.58,89.75,29.905338
2022-10-01,20.92,90.5,29.9709
2022-10-01,21.17,90.08,29.947033
2022-10-01,20.42,87.75,29.82046
2022-10-01,20.83,87.75,29.801819
2022-10-01,21.17,90.17,29.971685
2022-10-01,20.92,90.42,29.94127
2022-10-01,20.58,87.17,29.898794
2022-10-01,20.83,87.83,29.812197
2022-10-01,21.17,89.83,29.985237
2022-10-01,20.42,87.5,29.798569
2022-10-01,21.0,87.17,29.830338
2022-10-01,22.42,90.83,29.894722
2022-10-01,20.58,89.83,29.930271
2022-10-01,20.67,89.75,29.924023
2022-10-01,21.0,87.08,29.909542
2022-10-01,20.58,87.25,29.873829
2022-10-01,20.5,87.33,29.861483
2022-10-01,21.17,89.58,30.01342
2022-10-01,22.5,90.92,29.904894
2022-10-01,20.42,87.42,29.795404
2022-10-01,20.92,90.92,30.006533
2022-10-01,21.0,87.0,29.904537
2022-10-01,20.25,89.92,29.88367
2022-10-01,20.5,89.17,29.906431
2022-10-01,22.42,90.92,29.888779
2022-10-01,20.75,88.08,29.852617
2022-10-01,20.92,91.0,30.02572
2022-10-01,20.83,87.58,29.754173
2022-10-01,20.67,88.08,29.855734
2022-10-01,21.17,89.75,29.990255
2022-10-01,20.67,90.58,30.02003
2022-10-01,20.75,88.0,29.852034
2022-10-01,21.17,89.67,30.00682
2022-10-01,20.5,89.25,29.900097
2022-10-01,20.25,89.67,29.835997
2022-10-01,20.5,87.17,29.870792
2022-10-01,21.17,90.58,29.768267
2022-10-01,20.25,89.42,29.806667
2022-10-01,20.5,87.08,29.850468
2022-10-01,20.92,89.75,30.001228
2022-10-01,20.58,88.58,29.89086
2022-10-01,20.75,87.75,29.830662
2022-10-01,20.42,88.17,29.897655
2022-10-01,20.92,89.67,29.984915
2022-10-01,20.67,88.42,29.909513
2022-10-01,22.25,90.83,29.88306
2022-10-01,20.92,89.83,30.02985
2022-10-01,21.17,90.67,29.848753
2022-10-01,20.92,89.58,29.977247
2022-10-01,20.83,88.08,29.845898
2022-10-01,21.17,90.75,29.843704
2022-10-01,20.25,89.33,29.796095
2022-10-01,20.83,88.17,29.876709
2022-10-01,20.75,87.67,29.828745
2022-10-01,20.42,88.25,29.892643
2022-10-01,20.92,89.5,29.971136
2022-10-01,20.92,89.42,29.969065
2022-10-01,20.5,87.0,29.869595
2022-10-01,22.08,91.0,29.75639
2022-10-01,20.42,88.08,29.874092
2022-10-01,21.17,90.5,29.775438
2022-10-01,20.83,88.0,29.82715
2022-10-01,20.75,87.92,29.858028
2022-10-01,20.92,90.33,29.981869
2022-10-01,20.42,87.83,29.841715
2022-10-01,20.67,89.67,29.904993
2022-10-01,20.92,90.25,29.94369
2022-10-01,20.92,90.17,29.981514
2022-10-01,21.17,90.25,29.988134
2022-10-01,20.67,88.25,29.887354
2022-10-01,20.25,89.58,29.817999
2022-10-01,20.42,87.92,29.842999
2022-10-01,20.75,87.83,29.833858
2022-10-01,21.17,90.33,29.94648
2022-10-01,20.92,90.08,30.003662
2022-10-01,20.58,89.67,29.892786
2022-10-01,20.92,90.0,30.021017
2022-10-01,20.67,88.33,29.905533
2022-10-01,21.17,90.42,29.66497
2022-10-01,20.58,87.08,29.877394
2022-10-01,20.42,88.0,29.869791
2022-10-01,20.83,87.92,29.845503
2022-10-01,20.92,89.92,30.021765
2022-10-01,20.25,89.5,29.810085
2022-10-01,20.5,89.33,29.901308
2022-10-01,20.42,87.33,29.83819
2022-10-01,21.17,89.5,30.021023
2022-10-01,20.5,90.42,30.006414
2022-10-01,20.83,87.5,29.756847
2022-10-01,20.33,90.58,29.954973
2022-10-01,20.58,87.42,29.86805
2022-10-01,21.0,88.67,30.04192
2022-10-01,20.83,87.0,29.871029
2022-10-01,21.17,88.5,29.855335
2022-10-01,21.0,88.58,29.942371
2022-10-01,20.5,87.58,29.796791
2022-10-01,20.33,90.67,29.960018
2022-10-01,20.58,88.33,29.899466
2022-10-01,20.5,89.0,29.898073
2022-10-01,20.75,88.5,29.933466
2022-10-01,20.25,90.5,29.956572
2022-10-01,20.67,89.83,29.942003
2022-10-01,21.17,88.58,29.896935
2022-10-01,20.75,88.42,29.922197
2022-10-01,20.58,90.0,29.958479
2022-10-01,20.33,90.75,29.953585
2022-10-01,21.0,88.42,29.758123
2022-10-01,21.17,88.67,29.976217
2022-10-01,20.83,87.08,29.898943
2022-10-01,20.25,90.42,29.978806
2022-10-01,21.0,88.33,29.75414
2022-10-01,21.0,88.5,29.820784
2022-10-01,20.67,87.75,29.836468
2022-10-01,20.25,90.58,29.929398
2022-10-01,21.17,88.42,29.820074
2022-10-01,20.58,90.17,30.00039
2022-10-01,20.75,90.83,30.05739
2022-10-01,21.0,89.25,30.018494
2022-10-01,20.33,90.33,30.013962
2022-10-01,21.0,89.17,30.017021
2022-10-01,20.75,90.92,30.073965
2022-10-01,21.17,88.17,29.773933
2022-10-01,21.0,89.08,30.010843
2022-10-01,21.17,88.25,29.762112
2022-10-01,20.25,90.67,29.93242
2022-10-01,20.33,90.42,29.999699
2022-10-01,20.5,87.67,29.817543
2022-10-01,20.5,88.92,29.885504
2022-10-01,20.75,88.58,29.93978
2022-10-01,21.0,89.0,30.010656
2022-10-01,21.0,88.92,30.001005
2022-10-01,20.67,87.67,29.864248
2022-10-01,20.33,90.5,29.978878
2022-10-01,21.17,88.33,29.82338
2022-10-01,20.75,91.0,30.120956
2022-10-01,20.58,90.08,29.98816
2022-10-01,21.0,88.83,30.014126
2022-10-01,21.0,88.75,30.032263
2022-10-01,20.83,87.17,29.89234
2022-10-01,20.25,90.75,29.935286
2022-10-01,20.33,90.83,29.9586
2022-10-01,20.5,87.5,29.823591
2022-10-01,20.75,88.25,29.893854
2022-10-01,20.83,87.33,29.874252
2022-10-01,21.17,89.17,30.01744
2022-10-01,20.5,87.42,29.837597
2022-10-01,20.42,87.08,29.844954
2022-10-01,20.25,90.17,29.962357
2022-10-01,21.0,87.67,29.74944
2022-10-01,21.0,87.58,29.776999
2022-10-01,20.67,88.0,29.826387
2022-10-01,21.17,89.25,30.013338
2022-10-01,20.5,89.08,29.901218
2022-10-01,20.42,87.17,29.859734
2022-10-01,21.0,87.5,29.79633
2022-10-01,21.17,89.33,30.018322
2022-10-01,20.25,90.08,29.935019
2022-10-01,21.0,87.42,29.82147
2022-10-01,20.83,87.42,29.804008
2022-10-01,20.58,88.42,29.90012
2022-10-01,20.42,87.25,29.846615
2022-10-01,21.0,87.33,29.8061
2022-10-01,21.17,89.42,30.02112
2022-10-01,21.0,87.25,29.832436
2022-10-01,20.75,88.17,29.86637
2022-10-01,21.0,87.75,29.746548
2022-10-01,21.17,89.08,30.036495
2022-10-01,20.42,87.0,29.807318
2022-10-01,21.17,88.75,30.04506
2022-10-01,22.17,91.0,29.817982
2022-10-01,21.0,88.17,29.738123
2022-10-01,21.17,88.83,30.071356
2022-10-01,20.67,90.83,30.064491
2022-10-01,20.75,88.33,29.903223
2022-10-01,20.67,87.83,29.840832
2022-10-01,20.25,90.33,30.007189
2022-10-01,20.33,90.92,29.97231
2022-10-01,20.67,90.5,29.988535
2022-10-01,21.0,88.08,29.774221
2022-10-01,21.0,88.0,29.802504
2022-10-01,21.17,88.92,30.047976
2022-10-01,20.67,87.92,29.834583
2022-10-01,20.33,91.0,29.974363
2022-10-01,20.58,87.33,29.885324
2022-10-01,21.0,87.92,29.775404
2022-10-01,21.17,89.0,30.047329
2022-10-01,20.25,90.25,29.978022
2022-10-01,21.0,87.83,29.70188
2022-10-01,20.83,87.25,29.875805
2022-10-01,20.58,89.92,29.944622
2022-10-01,22.58,90.83,30.031012
2022-10-01,21.0,88.25,29.763302
2022-10-01,21.08,87.42,29.821388
2022-10-01,20.25,90.0,29.886982
2022-10-01,20.17,89.67,29.816946
2022-10-01,21.42,90.42,30.002937
2022-10-01,20.0,89.08,29.808008
2022-10-01,21.25,90.92,29.905283
2022-10-01,22.0,90.83,29.704702
2022-10-01,20.17,90.75,29.926249
2022-10-01,21.67,91.0,29.828321
2022-10-01,20.08,89.83,29.726713
2022-10-01,21.33,87.75,29.967573
2022-10-01,21.42,88.92,30.052214
2022-10-01,20.17,88.0,29.908628
2022-10-01,21.58,88.0,29.87724
2022-10-01,21.42,90.5,30.00429
2022-10-01,20.25,87.17,29.809683
2022-10-01,21.33,91.0,29.963083
2022-10-01,20.17,90.08,29.870718
2022-10-01,21.67,90.5,29.753763
2022-10-01,20.08,88.58,29.814411
2022-10-01,20.0,90.58,29.883408
2022-10-01,20.17,87.17,29.781614
2022-10-01,20.0,90.25,29.752007
2022-10-01,21.67,88.67,30.045837
2022-10-01,21.33,90.92,29.931349
2022-10-01,21.58,89.42,30.01383
2022-10-01,20.17,89.08,29.836351
2022-10-01,21.42,90.58,29.999262
2022-10-01,21.67,90.83,29.782696
2022-10-01,21.33,87.83,29.882175
2022-10-01,20.0,88.0,29.793625
2022-10-01,21.58,90.17,29.904434
2022-10-01,21.58,87.17,29.993357
2022-10-01,22.0,88.08,30.17168
2022-10-01,21.5,89.25,30.047329
2022-10-01,21.5,90.33,29.943775
2022-10-01,20.25,87.08,29.81857
2022-10-01,20.08,87.08,29.760958
2022-10-01,21.58,87.67,29.917746
2022-10-01,21.75,90.92,29.752903
2022-10-01,21.42,90.25,30.03209
2022-10-01,21.75,88.67,30.171154
2022-10-01,22.0,90.58,29.704441
2022-10-01,21.33,88.5,29.908514
2022-10-01,21.75,90.0,29.776903
2022-10-01,21.42,87.0,30.020634
2022-10-01,20.08,88.42,29.818165
2022-10-01,21.42,90.33,29.99051
2022-10-01,21.33,89.0,30.049486
2022-10-01,21.25,91.0,29.906763
2022-10-01,22.58,91.0,29.867018
2022-10-01,20.17,89.0,29.843525
2022-10-01,20.0,89.67,29.750786
2022-10-01,20.0,89.5,29.77087
2022-10-01,20.0,88.42,29.785982
2022-10-01,21.75,88.08,30.15166
2022-10-01,21.58,90.92,29.852484
2022-10-01,21.5,89.17,30.065565
2022-10-01,20.08,89.42,29.760725
2022-10-01,20.17,87.25,29.753763
2022-10-01,21.83,89.92,29.76666
2022-10-01,21.5,89.75,30.041294
2022-10-01,21.67,90.0,29.836473
2022-10-01,21.33,89.08,30.03744
2022-10-01,21.25,90.83,29.834368
2022-10-01,21.33,90.83,29.888126
2022-10-01,20.08,87.33,29.79905
2022-10-01,21.75,88.0,30.013876
2022-10-01,21.67,87.67,29.983643
2022-10-01,21.5,89.0,30.064981
2022-10-01,21.42,88.83,30.076023
2022-10-01,21.25,90.67,29.807549
2022-10-01,20.0,87.17,29.754923
2022-10-01,21.58,90.67,29.828093
2022-10-01,21.33,88.42,29.922974
2022-10-01,20.17,87.0,29.800255
2022-10-01,20.17,89.17,29.844397
2022-10-01,21.5,90.08,29.97351
2022-10-01,21.67,89.42,30.025393
2022-10-01,20.0,90.42,29.865274
2022-10-01,21.75,89.75,29.913528
2022-10-01,21.42,89.33,30.043173
2022-10-01,21.42,87.92,29.834467
2022-10-01,20.17,90.0,29.805843
2022-10-01,21.25,90.58,29.793829
2022-10-01,20.08,89.92,29.739216
2022-10-01,21.33,90.75,29.904879
2022-10-01,20.17,88.08,29.900648
2022-10-01,21.42,91.0,30.063173
2022-10-01,21.33,89.25,30.009817
2022-10-01,20.0,87.83,29.827274
2022-10-01,20.25,87.33,29.790646
2022-10-01,21.5,90.42,29.929604
2022-10-01,20.0,88.5,29.794628
2022-10-01,20.0,90.0,29.676191
2022-10-01,20.0,90.83,29.876144
2022-10-01,21.75,90.83,29.733768
2022-10-01,21.58,89.08,30.209436
2022-10-01,21.58,88.92,30.052195
2022-10-01,21.42,90.67,29.99214
2022-10-01,21.42,87.83,29.874104
2022-10-01,20.08,88.83,29.81501
2022-10-01,21.83,90.83,29.686546
2022-10-01,21.5,89.08,30.104683
2022-10-01,21.58,90.08,29.922323
2022-10-01,21.58,90.58,29.825161
2022-10-01,21.25,90.75,29.830229
2022-10-01,21.67,89.33,30.10003
2022-10-01,20.17,87.08,29.792326
2022-10-01,20.17,87.33,29.765438
2022-10-01,20.08,88.0,29.864944
2022-10-01,20.08,87.67,29.873522
2022-10-01,20.0,91.0,29.845798
2022-10-01,21.33,89.17,30.033846
2022-10-01,21.92,90.0,29.874805
2022-10-01,20.25,87.25,29.792778
2022-10-01,21.42,90.75,29.996634
2022-10-01,20.0,87.58,29.815716
2022-10-01,21.58,87.42,29.91495
2022-10-01,20.08,89.17,29.82531
2022-10-01,21.67,90.58,29.749098
2022-10-01,21.67,88.92,30.074863
2022-10-01,21.75,90.75,29.72003
2022-10-01,21.42,90.83,30.006157
2022-10-01,21.58,88.08,29.985117
2022-10-01,21.75,89.83,29.817135
2022-10-01,21.83,90.75,29.675306
2022-10-01,21.42,89.0,30.048746
2022-10-01,21.5,89.5,30.019316
2022-10-01,21.58,89.33,30.044935
2022-10-01,20.08,89.67,29.790169
2022-10-01,21.83,90.67,29.675339
2022-10-01,20.17,87.67,29.873941
2022-10-01,20.08,87.17,29.748564
2022-10-01,21.67,90.25,29.802864
2022-10-01,20.17,88.67,29.853462
2022-10-01,21.42,89.58,30.02045
2022-10-01,21.58,88.75,30.032969
2022-10-01,20.17,90.25,29.926027
2022-10-01,21.58,87.83,29.840126
2022-10-01,21.42,87.67,29.971577
2022-10-01,21.42,87.42,29.907322
2022-10-01,21.42,89.17,30.047697
2022-10-01,21.33,87.33,29.835167
2022-10-01,21.42,89.67,30.036232
2022-10-01,22.08,90.58,29.743107
2022-10-01,20.17,90.83,29.923632
2022-10-01,21.42,87.33,29.846945
2022-10-01,21.33,88.75,30.028343
2022-10-01,20.17,87.58,29.806755
2022-10-01,21.33,87.58,30.000349
2022-10-01,20.0,88.25,29.769571
2022-10-01,20.17,91.0,29.93884
2022-10-01,20.17,88.83,29.85316
2022-10-01,20.0,89.92,29.662113
2022-10-01,21.33,87.42,29.875574
2022-10-01,21.83,88.0,30.05665
2022-10-01,20.0,90.5,29.879921
2022-10-01,21.33,88.58,29.9454
2022-10-01,21.75,88.17,30.225252
2022-10-01,21.5,89.58,30.015253
2022-10-01,21.42,87.58,30.00093
2022-10-01,21.58,87.33,29.908339
2022-10-01,21.5,90.17,29.980806
2022-10-01,21.92,90.83,29.666126
2022-10-01,21.33,87.5,29.937077
2022-10-01,21.83,90.58,29.680933
2022-10-01,21.42,89.25,30.01573
2022-10-01,20.08,88.75,29.803541
2022-10-01,20.17,87.83,29.890366
2022-10-01,21.58,91.0,29.892519
2022-10-01,21.42,87.5,30.026087
2022-10-01,20.17,87.75,29.863674
2022-10-01,21.42,89.42,30.050604
2022-10-01,20.17,88.75,29.850086
2022-10-01,21.33,88.67,29.996168
2022-10-01,21.58,90.42,29.853771
2022-10-01,20.17,90.92,29.925524
2022-10-01,21.58,87.75,29.886662
2022-10-01,21.92,90.5,29.690838
2022-10-01,21.42,89.5,30.031155
2022-10-01,20.0,87.5,29.807533
2022-10-01,21.83,88.08,30.140062
2022-10-01,20.08,87.75,29.856628
2022-10-01,20.08,88.5,29.825947
2022-10-01,22.67,90.83,30.11688
2022-10-01,21.92,90.92,29.672892
2022-10-01,21.42,89.75,30.056978
2022-10-01,21.83,88.17,30.208023
2022-10-01,21.67,90.42,29.766682
2022-10-01,21.42,87.75,29.926867
2022-10-01,21.42,87.17,29.830563
2022-10-01,20.17,88.92,29.853863
2022-10-01,20.08,89.75,29.75813
2022-10-01,20.08,89.33,29.767357
2022-10-01,21.42,90.0,30.017288
2022-10-01,20.17,90.17,29.91137
2022-10-01,20.0,87.92,29.79309
2022-10-01,21.58,87.25,29.934803
2022-10-01,21.33,87.08,29.804377
2022-10-01,20.17,87.42,29.768332
2022-10-01,21.67,89.08,30.282879
2022-10-01,21.67,88.17,30.212978
2022-10-01,21.42,90.08,30.008493
2022-10-01,21.67,87.58,29.986744
2022-10-01,21.5,89.67,30.026361
