time,latitude,longitude,thetao
2022-06-01,21.58,88.08,30.775854
2022-06-01,20.83,90.58,29.889753
2022-06-01,20.83,90.5,29.9205
2022-06-01,20.08,88.33,29.917063
2022-06-01,20.42,89.92,29.920637
2022-06-01,21.58,88.17,30.830656
2022-06-01,20.92,88.83,29.85366
2022-06-01,20.83,89.58,30.032206
2022-06-01,21.5,90.25,29.943516
2022-06-01,21.5,90.17,29.954292
2022-06-01,21.0,87.33,29.949917
2022-06-01,21.5,88.33,30.60913
2022-06-01,21.0,87.25,29.969408
2022-06-01,20.42,87.33,29.565407
2022-06-01,20.08,90.25,29.743073
2022-06-01,21.0,87.17,30.163515
2022-06-01,21.5,88.42,30.555515
2022-06-01,21.0,87.08,30.361559
2022-06-01,20.42,87.42,29.638742
2022-06-01,21.5,88.5,30.5545
2022-06-01,20.08,90.17,29.768412
2022-06-01,21.5,88.25,30.649286
2022-06-01,21.0,87.0,30.651009
2022-06-01,21.5,88.58,30.57745
2022-06-01,20.42,87.5,29.720272
2022-06-01,20.92,90.92,29.815836
2022-06-01,20.08,90.08,29.801378
2022-06-01,21.5,88.67,30.335745
2022-06-01,20.42,87.58,29.791483
2022-06-01,20.92,90.83,29.840273
2022-06-01,21.5,88.75,30.298622
2022-06-01,20.92,90.75,29.852001
2022-06-01,20.42,87.67,29.8698
2022-06-01,20.08,90.0,29.849962
2022-06-01,20.92,91.0,29.774342
2022-06-01,21.5,88.83,30.265734
2022-06-01,20.42,87.25,29.392445
2022-06-01,20.08,90.33,29.71624
2022-06-01,21.0,88.17,30.053432
2022-06-01,20.33,90.92,29.69493
2022-06-01,21.0,88.08,30.182224
2022-06-01,20.08,90.58,29.69641
2022-06-01,21.5,87.75,30.764778
2022-06-01,21.0,88.0,30.162893
2022-06-01,20.33,91.0,29.682777
2022-06-01,21.5,87.83,30.750505
2022-06-01,21.0,87.92,30.048395
2022-06-01,20.42,87.0,29.687761
2022-06-01,20.08,90.5,29.671125
2022-06-01,21.0,87.42,29.927013
2022-06-01,21.5,87.92,30.727804
2022-06-01,21.0,87.75,29.983717
2022-06-01,21.5,88.0,30.698444
2022-06-01,20.42,87.08,29.347155
2022-06-01,20.08,90.42,29.683338
2022-06-01,21.0,87.67,29.87632
2022-06-01,22.0,90.92,29.378857
2022-06-01,21.5,88.08,30.676933
2022-06-01,21.0,87.58,29.90137
2022-06-01,20.42,87.17,29.372059
2022-06-01,21.5,88.17,30.686163
2022-06-01,21.0,87.5,29.898273
2022-06-01,21.0,87.83,30.02258
2022-06-01,20.92,90.67,29.87393
2022-06-01,20.92,90.58,29.908888
2022-06-01,21.5,88.92,30.249308
2022-06-01,20.42,88.17,29.913885
2022-06-01,20.92,89.67,30.027372
2022-06-01,20.08,89.58,29.934057
2022-06-01,21.5,89.67,30.12975
2022-06-01,20.92,89.58,30.030663
2022-06-01,20.42,88.25,29.940931
2022-06-01,21.5,89.75,30.099922
2022-06-01,20.92,89.5,30.031609
2022-06-01,20.92,89.42,30.033087
2022-06-01,20.08,89.5,29.93415
2022-06-01,20.42,88.33,29.960524
2022-06-01,21.5,89.58,30.197289
2022-06-01,21.5,89.83,30.078371
2022-06-01,20.42,88.42,29.976831
2022-06-01,20.92,89.25,30.008404
2022-06-01,20.08,89.42,29.93796
2022-06-01,21.5,90.0,30.003984
2022-06-01,20.92,89.17,30.00075
2022-06-01,20.42,88.5,29.993559
2022-06-01,21.5,90.08,29.976025
2022-06-01,20.92,89.08,29.972837
2022-06-01,20.92,89.0,29.94756
2022-06-01,20.08,89.33,29.929317
2022-06-01,20.42,88.58,30.008183
2022-06-01,20.92,89.33,30.025827
2022-06-01,20.92,89.75,30.03019
2022-06-01,21.5,89.5,30.217031
2022-06-01,20.92,89.83,30.04293
2022-06-01,22.5,90.92,29.600546
2022-06-01,20.42,87.75,29.88167
2022-06-01,20.92,90.5,29.934845
2022-06-01,20.08,89.92,29.884327
2022-06-01,21.5,89.0,30.228851
2022-06-01,20.92,90.42,29.96664
2022-06-01,20.42,87.83,29.88624
2022-06-01,21.5,89.08,30.293613
2022-06-01,20.92,90.33,30.00651
2022-06-01,20.92,90.25,30.040354
2022-06-01,20.08,89.83,29.91338
2022-06-01,21.5,89.17,30.265137
2022-06-01,20.42,87.92,29.881142
2022-06-01,21.5,89.25,30.262514
2022-06-01,20.92,90.17,30.057941
2022-06-01,20.92,90.08,30.06699
2022-06-01,20.42,88.0,29.881083
2022-06-01,20.08,89.75,29.920593
2022-06-01,21.5,89.33,30.264736
2022-06-01,20.92,90.0,30.062784
2022-06-01,22.25,90.83,29.615444
2022-06-01,21.5,89.42,30.273676
2022-06-01,20.92,89.92,30.054014
2022-06-01,20.42,88.08,29.889223
2022-06-01,20.08,89.67,29.92502
2022-06-01,20.92,88.92,29.911263
2022-06-01,21.5,87.67,30.77735
2022-06-01,21.58,89.0,30.303041
2022-06-01,20.42,90.42,29.806156
2022-06-01,20.75,89.25,30.016527
2022-06-01,22.0,90.67,29.536974
2022-06-01,21.67,89.25,30.3189
2022-06-01,20.75,89.17,29.997398
2022-06-01,20.5,88.67,30.038902
2022-06-01,20.0,90.25,29.71563
2022-06-01,20.75,89.08,29.99921
2022-06-01,21.67,89.33,30.273373
2022-06-01,20.75,89.0,29.985155
2022-06-01,20.5,88.75,30.030872
2022-06-01,21.67,89.42,30.208296
2022-06-01,21.67,89.17,30.420849
2022-06-01,20.75,88.92,29.95455
2022-06-01,21.67,89.5,30.161867
2022-06-01,20.75,88.83,29.953308
2022-06-01,20.5,88.83,30.030306
2022-06-01,21.67,89.58,30.112719
2022-06-01,20.75,88.75,29.95472
2022-06-01,20.75,88.67,29.93538
2022-06-01,20.5,88.92,30.027842
2022-06-01,20.0,90.08,29.81122
2022-06-01,21.67,89.67,30.065458
2022-06-01,21.67,89.75,30.032627
2022-06-01,20.75,88.58,29.922058
2022-06-01,20.0,90.17,29.759289
2022-06-01,20.75,88.5,29.893705
2022-06-01,20.0,90.33,29.688267
2022-06-01,20.75,89.33,30.032106
2022-06-01,22.33,90.83,29.660582
2022-06-01,21.67,88.0,30.760695
2022-06-01,20.5,88.17,29.914898
2022-06-01,20.75,90.0,30.041742
2022-06-01,21.67,88.08,30.90923
2022-06-01,20.75,89.92,30.040165
2022-06-01,20.5,88.25,29.959293
2022-06-01,20.0,90.58,29.688324
2022-06-01,21.67,88.17,30.943417
2022-06-01,20.75,89.83,30.04075
2022-06-01,20.75,89.75,30.038427
2022-06-01,20.5,88.58,30.034811
2022-06-01,21.67,88.67,30.288408
2022-06-01,20.0,90.5,29.667137
2022-06-01,20.75,89.67,30.04127
2022-06-01,21.67,88.83,30.206882
2022-06-01,20.75,89.58,30.032818
2022-06-01,20.5,88.42,30.012152
2022-06-01,21.67,88.92,30.273682
2022-06-01,20.75,89.5,30.034037
2022-06-01,20.0,90.42,29.658854
2022-06-01,20.5,88.5,30.02762
2022-06-01,21.67,89.08,30.555899
2022-06-01,20.75,89.42,30.031664
2022-06-01,20.5,88.33,29.992096
2022-06-01,22.42,91.0,29.594778
2022-06-01,20.5,89.0,30.030367
2022-06-01,20.0,90.0,29.864027
2022-06-01,20.75,87.5,29.568033
2022-06-01,20.5,89.5,29.982666
2022-06-01,21.67,90.58,29.655306
2022-06-01,20.75,87.42,29.493876
2022-06-01,22.33,90.92,29.632454
2022-06-01,20.0,89.58,29.927607
2022-06-01,20.5,89.58,29.987514
2022-06-01,21.67,90.67,29.612772
2022-06-01,20.75,87.33,29.529123
2022-06-01,21.67,90.75,29.57694
2022-06-01,20.75,87.25,29.612581
2022-06-01,21.67,90.5,29.706448
2022-06-01,20.5,89.67,29.977852
2022-06-01,22.67,90.92,29.67285
2022-06-01,21.67,90.83,29.540373
2022-06-01,20.75,87.17,30.389748
2022-06-01,21.67,90.92,29.50487
2022-06-01,20.75,87.08,30.163212
2022-06-01,20.5,89.75,29.963434
2022-06-01,20.0,89.42,29.93091
2022-06-01,20.75,87.0,30.493193
2022-06-01,21.67,91.0,29.48049
2022-06-01,20.67,91.0,29.777977
2022-06-01,20.5,89.83,29.957386
2022-06-01,20.0,89.5,29.932346
2022-06-01,20.0,89.67,29.929007
2022-06-01,20.75,87.58,29.62191
2022-06-01,20.5,89.42,29.992088
2022-06-01,21.67,89.83,29.991737
2022-06-01,20.75,88.42,29.852243
2022-06-01,21.67,89.92,29.969818
2022-06-01,20.75,88.33,29.810411
2022-06-01,20.5,89.08,30.035658
2022-06-01,20.75,88.25,29.797577
2022-06-01,20.0,89.92,29.889498
2022-06-01,21.67,90.0,29.938684
2022-06-01,20.75,88.17,29.782862
2022-06-01,20.5,89.17,30.030115
2022-06-01,21.67,90.08,29.905827
2022-06-01,20.75,88.08,29.759718
2022-06-01,20.75,88.0,29.75598
2022-06-01,20.0,89.83,29.913984
2022-06-01,20.5,89.25,30.027403
2022-06-01,21.67,90.17,29.866863
2022-06-01,21.67,90.25,29.828259
2022-06-01,20.75,87.92,29.758165
2022-06-01,20.75,87.83,29.750376
2022-06-01,20.5,89.33,30.005995
2022-06-01,20.0,89.75,29.922638
2022-06-01,21.67,90.33,29.795097
2022-06-01,20.75,87.75,29.736122
2022-06-01,21.67,90.42,29.754118
2022-06-01,20.75,87.67,29.683764
2022-06-01,20.0,90.67,29.668762
2022-06-01,22.5,90.83,29.677431
2022-06-01,20.75,90.08,30.049976
2022-06-01,21.67,87.92,30.733105
2022-06-01,22.25,91.0,29.581457
2022-06-01,20.08,87.58,29.88483
2022-06-01,20.83,88.58,29.85726
2022-06-01,20.42,90.92,29.688347
2022-06-01,21.58,89.67,30.094707
2022-06-01,20.83,88.5,29.822918
2022-06-01,21.58,89.75,30.054565
2022-06-01,20.83,88.42,29.784075
2022-06-01,20.08,87.5,29.86363
2022-06-01,20.42,91.0,29.686707
2022-06-01,21.58,89.83,30.034304
2022-06-01,20.83,88.67,29.891907
2022-06-01,20.83,88.33,29.776197
2022-06-01,20.83,88.25,29.78647
2022-06-01,20.5,87.0,29.904293
2022-06-01,20.08,87.42,29.835405
2022-06-01,20.83,88.17,29.78614
2022-06-01,21.58,90.0,29.984943
2022-06-01,20.83,88.08,29.772686
2022-06-01,20.5,87.08,29.41718
2022-06-01,20.83,88.0,29.775215
2022-06-01,20.08,87.33,29.802795
2022-06-01,21.58,90.08,29.947727
2022-06-01,20.83,87.92,29.770695
2022-06-01,21.58,89.92,30.016445
2022-06-01,20.5,87.17,29.45523
2022-06-01,21.58,89.58,30.147787
2022-06-01,20.42,90.83,29.690104
2022-06-01,20.08,87.92,29.930134
2022-06-01,20.83,89.5,30.038385
2022-06-01,20.83,89.42,30.036114
2022-06-01,21.58,89.08,30.3932
2022-06-01,20.42,90.5,29.769806
2022-06-01,20.83,89.33,30.029095
2022-06-01,20.83,89.25,30.00609
2022-06-01,20.08,87.83,29.92436
2022-06-01,21.58,89.17,30.29976
2022-06-01,20.42,90.58,29.736261
2022-06-01,21.58,89.25,30.274818
2022-06-01,22.0,90.75,29.501038
2022-06-01,20.83,89.17,29.99582
2022-06-01,20.42,90.67,29.710814
2022-06-01,20.08,87.75,29.914433
2022-06-01,21.58,89.33,30.246853
2022-06-01,20.83,89.0,29.97397
2022-06-01,20.83,88.92,29.935024
2022-06-01,21.58,89.42,30.222506
2022-06-01,20.42,90.75,29.695946
2022-06-01,20.08,87.67,29.903084
2022-06-01,20.83,88.83,29.90298
2022-06-01,21.58,89.5,30.197136
2022-06-01,20.83,88.75,29.896175
2022-06-01,20.83,89.08,29.995247
2022-06-01,21.58,90.17,29.91349
2022-06-01,20.83,87.83,29.751768
2022-06-01,20.5,87.25,29.308249
2022-06-01,21.58,90.92,29.551886
2022-06-01,20.75,90.92,29.824669
2022-06-01,21.58,91.0,29.527515
2022-06-01,20.5,87.75,29.883827
2022-06-01,20.75,90.83,29.829609
2022-06-01,20.75,90.75,29.833988
2022-06-01,20.0,90.92,29.621172
2022-06-01,21.67,87.5,31.054386
2022-06-01,20.5,87.83,29.887526
2022-06-01,21.67,87.58,30.971607
2022-06-01,20.75,90.67,29.846668
2022-06-01,20.0,91.0,29.607813
2022-06-01,20.75,90.58,29.871021
2022-06-01,20.0,90.83,29.636677
2022-06-01,21.67,87.67,30.911621
2022-06-01,20.75,90.5,29.910114
2022-06-01,21.67,87.75,30.882153
2022-06-01,20.75,90.42,29.956936
2022-06-01,20.5,88.0,29.86548
2022-06-01,20.75,90.33,29.997036
2022-06-01,20.0,90.75,29.653282
2022-06-01,21.67,87.83,30.818941
2022-06-01,20.75,90.25,30.025341
2022-06-01,20.5,88.08,29.87834
2022-06-01,20.5,87.92,29.881554
2022-06-01,20.75,91.0,29.803228
2022-06-01,20.5,87.67,29.874214
2022-06-01,20.83,87.0,30.643768
2022-06-01,20.08,87.25,29.75817
2022-06-01,21.58,90.25,29.888044
2022-06-01,20.83,87.75,29.701572
2022-06-01,21.58,90.33,29.861856
2022-06-01,20.83,87.67,29.673098
2022-06-01,20.5,87.33,29.538637
2022-06-01,20.83,87.58,29.650946
2022-06-01,20.08,87.17,29.705011
2022-06-01,21.58,90.42,29.824188
2022-06-01,20.83,87.5,29.623556
2022-06-01,21.58,90.5,29.775951
2022-06-01,20.5,87.42,29.673763
2022-06-01,20.83,87.42,29.61247
2022-06-01,20.83,87.33,29.646149
2022-06-01,20.08,87.08,29.64103
2022-06-01,21.58,90.58,29.721764
2022-06-01,20.5,87.5,29.758821
2022-06-01,21.58,90.67,29.670626
2022-06-01,20.83,87.25,29.684793
2022-06-01,20.83,87.17,30.11403
2022-06-01,20.5,87.58,29.814995
2022-06-01,20.08,87.0,29.564999
2022-06-01,21.58,90.75,29.626345
2022-06-01,20.83,87.08,30.35717
2022-06-01,21.58,90.83,29.586231
2022-06-01,20.75,90.17,30.04743
2022-06-01,21.75,87.92,30.78636
2022-06-01,21.0,88.25,30.22251
2022-06-01,21.5,87.58,30.803057
2022-06-01,20.25,90.08,29.86796
2022-06-01,21.33,88.75,30.437124
2022-06-01,21.17,89.33,30.055277
2022-06-01,21.33,88.83,30.411945
2022-06-01,21.17,89.25,30.049587
2022-06-01,20.25,90.17,29.840738
2022-06-01,20.17,90.17,29.787266
2022-06-01,21.33,88.92,30.333044
2022-06-01,21.17,89.17,30.051456
2022-06-01,20.25,90.25,29.815096
2022-06-01,21.33,89.0,30.259083
2022-06-01,20.17,90.25,29.76862
2022-06-01,21.17,89.08,30.083656
2022-06-01,21.17,89.0,30.101562
2022-06-01,21.33,89.08,30.231483
2022-06-01,20.25,90.33,29.776373
2022-06-01,21.33,89.17,30.214247
2022-06-01,21.17,88.92,30.158562
2022-06-01,21.17,88.83,30.204075
2022-06-01,20.17,90.0,29.844389
2022-06-01,20.25,90.42,29.735922
2022-06-01,21.33,89.25,30.183409
2022-06-01,21.17,88.75,30.352251
2022-06-01,21.33,89.33,30.178274
2022-06-01,20.17,90.08,29.814146
2022-06-01,21.17,88.67,30.397778
2022-06-01,21.17,89.42,30.044098
2022-06-01,21.33,88.67,30.492517
2022-06-01,21.17,90.25,30.00833
2022-06-01,20.25,89.67,29.93388
2022-06-01,21.33,88.17,30.590048
2022-06-01,21.17,90.17,30.021082
2022-06-01,21.17,90.08,30.03849
2022-06-01,20.17,90.5,29.680477
2022-06-01,20.25,89.75,29.940454
2022-06-01,22.08,90.75,29.571644
2022-06-01,21.33,88.25,30.585155
2022-06-01,21.17,90.0,30.04819
2022-06-01,21.33,88.33,30.5759
2022-06-01,21.17,89.5,30.039137
2022-06-01,21.17,89.92,30.058706
2022-06-01,20.17,90.42,29.704775
2022-06-01,21.33,88.42,30.545776
2022-06-01,21.17,89.83,30.065664
2022-06-01,21.17,89.75,30.060677
2022-06-01,21.33,88.5,30.534924
2022-06-01,20.25,89.92,29.889997
2022-06-01,20.17,90.33,29.738651
2022-06-01,21.17,89.67,30.059322
2022-06-01,21.33,88.58,30.511168
2022-06-01,21.17,89.58,30.041647
2022-06-01,20.25,90.0,29.879494
2022-06-01,20.25,89.83,29.920937
2022-06-01,20.25,90.5,29.701103
2022-06-01,20.17,89.92,29.870815
2022-06-01,21.17,88.58,30.416576
2022-06-01,21.33,90.08,30.041422
2022-06-01,20.25,91.0,29.681623
2022-06-01,21.33,90.17,30.037996
2022-06-01,21.17,87.67,30.317362
2022-06-01,21.17,87.58,30.329437
2022-06-01,20.17,89.5,29.93037
2022-06-01,20.33,87.0,29.631723
2022-06-01,21.33,90.25,30.025394
2022-06-01,21.17,87.5,30.30943
2022-06-01,21.17,87.42,30.31854
2022-06-01,21.33,90.33,29.995434
2022-06-01,21.17,87.75,30.342157
2022-06-01,20.33,87.08,29.385702
2022-06-01,21.17,87.33,30.286842
2022-06-01,21.33,90.42,29.966146
2022-06-01,21.17,87.25,30.382236
2022-06-01,20.33,87.17,29.375158
2022-06-01,21.33,90.5,29.938873
2022-06-01,21.17,87.17,30.46655
2022-06-01,20.17,89.33,29.946642
2022-06-01,22.58,91.0,29.389153
2022-06-01,21.17,87.08,30.661915
2022-06-01,20.33,87.25,29.450953
2022-06-01,21.33,90.58,29.903072
2022-06-01,20.17,89.42,29.943922
2022-06-01,20.17,89.58,29.932858
2022-06-01,21.17,87.83,30.362736
2022-06-01,20.25,90.92,29.69277
2022-06-01,21.33,89.42,30.16335
2022-06-01,21.17,88.5,30.431652
2022-06-01,22.58,90.83,29.638315
2022-06-01,20.25,90.58,29.686218
2022-06-01,21.33,89.5,30.14145
2022-06-01,21.17,88.42,30.445547
2022-06-01,20.17,89.83,29.918392
2022-06-01,22.17,90.58,29.599474
2022-06-01,21.33,89.58,30.124857
2022-06-01,21.17,88.33,30.390608
2022-06-01,20.25,90.67,29.702433
2022-06-01,21.33,89.67,30.073517
2022-06-01,21.17,88.25,30.439785
2022-06-01,20.17,89.75,29.930002
2022-06-01,21.17,88.17,30.388033
2022-06-01,21.33,89.75,30.074251
2022-06-01,20.25,90.75,29.715443
2022-06-01,21.33,89.83,30.067654
2022-06-01,21.17,88.08,30.42867
2022-06-01,21.17,88.0,30.415836
2022-06-01,20.17,89.67,29.929129
2022-06-01,20.25,90.83,29.70851
2022-06-01,21.33,89.92,30.05434
2022-06-01,21.17,87.92,30.376223
2022-06-01,21.33,90.0,30.04051
2022-06-01,21.33,88.08,30.576805
2022-06-01,21.17,87.0,31.003872
2022-06-01,20.17,90.58,29.693491
2022-06-01,20.25,89.58,29.956593
2022-06-01,20.25,87.5,29.59359
2022-06-01,21.25,88.83,30.341295
2022-06-01,21.25,88.75,30.40392
2022-06-01,20.25,88.33,29.847473
2022-06-01,21.25,90.33,29.97036
2022-06-01,21.25,88.67,30.459372
2022-06-01,20.25,87.42,29.568438
2022-06-01,21.25,88.58,30.479837
2022-06-01,21.25,90.42,29.96159
2022-06-01,20.25,88.42,29.858341
2022-06-01,21.25,90.5,29.967245
2022-06-01,21.25,90.25,29.995274
2022-06-01,21.25,88.5,30.489164
2022-06-01,20.25,88.5,29.876736
2022-06-01,20.25,87.33,29.544264
2022-06-01,21.25,90.58,29.94802
2022-06-01,21.25,88.33,30.489368
2022-06-01,21.25,90.67,29.915173
2022-06-01,21.25,88.25,30.513548
2022-06-01,20.25,88.58,29.899675
2022-06-01,20.25,87.25,29.486109
2022-06-01,21.25,88.17,30.502625
2022-06-01,21.25,90.75,29.877464
2022-06-01,21.25,88.08,30.5017
2022-06-01,21.25,88.42,30.499575
2022-06-01,20.25,88.67,29.925028
2022-06-01,20.25,88.25,29.839195
2022-06-01,21.25,90.17,30.003853
2022-06-01,20.25,87.83,29.722628
2022-06-01,22.08,90.83,29.600777
2022-06-01,21.25,89.67,30.09131
2022-06-01,21.25,89.58,30.098484
2022-06-01,21.25,89.5,30.09965
2022-06-01,21.25,89.75,30.079897
2022-06-01,22.58,90.92,29.50187
2022-06-01,20.25,87.92,29.749983
2022-06-01,20.25,87.75,29.694904
2022-06-01,21.25,89.42,30.10788
2022-06-01,21.25,89.83,30.076277
2022-06-01,21.25,88.92,30.293154
2022-06-01,21.25,89.33,30.117016
2022-06-01,21.25,89.92,30.058226
2022-06-01,20.25,87.67,29.658361
2022-06-01,21.25,89.25,30.15385
2022-06-01,21.25,90.0,30.034002
2022-06-01,20.25,88.08,29.811058
2022-06-01,21.25,89.17,30.181995
2022-06-01,21.25,90.08,30.013517
2022-06-01,21.25,89.08,30.213917
2022-06-01,20.25,87.58,29.620192
2022-06-01,20.25,88.17,29.828917
2022-06-01,21.25,89.0,30.240276
2022-06-01,20.25,88.0,29.784767
2022-06-01,21.25,90.83,29.850433
2022-06-01,21.25,88.0,30.50389
2022-06-01,20.25,87.17,29.373447
2022-06-01,21.25,87.0,31.134342
2022-06-01,21.33,87.5,30.698109
2022-06-01,22.08,91.0,29.416348
2022-06-01,21.17,91.0,29.756268
2022-06-01,20.25,89.25,29.961271
2022-06-01,21.33,87.58,30.68788
2022-06-01,20.17,90.83,29.699347
2022-06-01,21.17,90.92,29.819937
2022-06-01,21.33,87.67,30.67623
2022-06-01,21.17,90.83,29.836864
2022-06-01,20.25,89.33,29.964516
2022-06-01,20.17,90.92,29.69184
2022-06-01,21.33,87.75,30.634745
2022-06-01,20.17,90.75,29.707705
2022-06-01,21.17,90.67,29.869772
2022-06-01,20.25,89.42,29.962942
2022-06-01,21.33,87.83,30.590828
2022-06-01,21.17,90.58,29.92314
2022-06-01,20.25,89.5,29.94938
2022-06-01,20.17,90.67,29.721004
2022-06-01,21.33,87.92,30.58532
2022-06-01,21.17,90.5,29.933832
2022-06-01,21.17,90.42,29.972929
2022-06-01,21.33,88.0,30.58293
2022-06-01,21.17,90.75,29.85906
2022-06-01,20.25,89.17,29.964296
2022-06-01,21.25,87.08,30.868616
2022-06-01,21.33,87.42,30.682081
2022-06-01,21.25,87.92,30.480984
2022-06-01,20.25,88.75,29.948298
2022-06-01,21.25,90.92,29.828281
2022-06-01,21.25,87.83,30.473558
2022-06-01,21.25,91.0,29.806465
2022-06-01,21.25,87.75,30.489832
2022-06-01,20.25,88.83,29.961763
2022-06-01,20.25,87.08,29.322544
2022-06-01,21.33,87.0,31.292597
2022-06-01,21.25,87.67,30.534363
2022-06-01,21.25,87.58,30.518093
2022-06-01,21.33,87.08,31.061726
2022-06-01,20.25,88.92,29.969662
2022-06-01,20.25,87.0,29.329908
2022-06-01,21.25,87.5,30.53549
2022-06-01,21.33,87.17,30.886904
2022-06-01,21.25,87.42,30.525661
2022-06-01,20.25,89.0,29.968168
2022-06-01,21.33,87.25,30.800745
2022-06-01,21.25,87.33,30.52062
2022-06-01,20.17,91.0,29.691595
2022-06-01,21.25,87.25,30.605326
2022-06-01,20.25,89.08,29.970493
2022-06-01,21.33,87.33,30.70954
2022-06-01,21.25,87.17,30.68088
2022-06-01,21.17,90.33,29.996058
2022-06-01,20.08,90.67,29.704222
2022-06-01,21.08,91.0,29.733013
2022-06-01,20.17,89.25,29.943182
2022-06-01,21.0,90.75,29.868813
2022-06-01,21.42,89.83,30.083181
2022-06-01,20.33,89.58,29.983063
2022-06-01,21.0,90.67,29.897425
2022-06-01,20.17,87.5,29.709652
2022-06-01,21.42,89.92,30.044878
2022-06-01,20.33,89.67,29.962076
2022-06-01,21.0,90.58,29.94116
2022-06-01,21.42,90.0,30.021484
2022-06-01,21.0,90.5,29.966375
2022-06-01,20.33,89.75,29.965382
2022-06-01,21.0,90.83,29.839611
2022-06-01,20.17,87.42,29.685886
2022-06-01,21.0,90.42,29.997614
2022-06-01,21.0,90.33,30.036535
2022-06-01,21.42,90.17,29.995075
2022-06-01,20.33,89.83,29.931915
2022-06-01,21.0,90.25,30.053682
2022-06-01,20.17,87.33,29.655302
