time,latitude,longitude,po4
2022-02-01,20.75,88.25,0.0009129421
2022-02-01,21.0,90.25,0.0024747625
2022-02-01,21.25,90.75,0.0012341954
2022-02-01,21.75,88.0,0.0015468234
2022-02-01,22.0,90.75,0.011123736
2022-02-01,20.75,91.0,0.0011944122
2022-02-01,21.25,90.5,0.001558003
2022-02-01,20.5,87.75,0.0011152005
2022-02-01,20.0,91.0,0.011176215
2022-02-01,22.25,90.75,0.021420341
2022-02-01,20.25,88.75,0.015403782
2022-02-01,21.25,90.25,0.047176156
2022-02-01,21.25,89.25,0.0060984762
2022-02-01,20.75,88.5,0.0011332473
2022-02-01,21.25,90.0,0.053038113
2022-02-01,20.0,87.5,0.01096835
2022-02-01,20.75,88.75,0.0013784092
2022-02-01,20.25,90.75,0.010693365
2022-02-01,21.0,90.75,0.0010084322
2022-02-01,21.25,89.75,0.008538256
2022-02-01,20.5,87.5,0.0007854822
2022-02-01,21.25,89.5,0.004334303
2022-02-01,21.75,90.25,0.017080992
2022-02-01,20.75,89.0,0.0021041937
2022-02-01,20.25,87.25,0.0015166487
2022-02-01,20.75,90.75,0.003524846
2022-02-01,21.0,90.5,0.0014193467
2022-02-01,21.5,88.25,0.0017933038
2022-02-01,21.25,87.5,0.000620403
2022-02-01,20.25,89.5,0.016003609
2022-02-01,21.0,87.75,0.00047348274
2022-02-01,21.0,87.5,0.00034661632
2022-02-01,21.0,89.0,0.0016003547
2022-02-01,20.5,89.75,0.011766131
2022-02-01,20.0,89.75,0.024723979
2022-02-01,22.5,90.75,0.019642113
2022-02-01,21.5,89.75,0.024961341
2022-02-01,21.5,90.5,0.0083877845
2022-02-01,21.5,89.0,0.008396422
2022-02-01,21.75,87.75,0.0027115738
2022-02-01,21.0,88.5,0.0014167605
2022-02-01,21.5,88.75,0.0016520111
2022-02-01,20.0,87.0,0.002883837
2022-02-01,20.25,90.0,0.014162041
2022-02-01,21.0,88.75,0.00146248
2022-02-01,21.0,89.25,0.0018507572
2022-02-01,20.5,91.0,0.006254665
2022-02-01,20.5,90.25,0.007895809
2022-02-01,20.5,90.0,0.009336487
2022-02-01,21.75,90.5,0.008529472
2022-02-01,20.0,89.25,0.030053694
2022-02-01,20.5,90.75,0.009492898
2022-02-01,21.5,90.25,0.012330654
2022-02-01,20.5,89.0,0.008603818
2022-02-01,20.25,89.75,0.015064942
2022-02-01,21.0,88.0,0.0011590362
2022-02-01,22.25,91.0,0.017621757
2022-02-01,20.0,88.5,0.027712727
2022-02-01,20.0,89.0,0.031449396
2022-02-01,21.75,90.75,0.008733048
2022-02-01,21.5,90.0,0.018057685
2022-02-01,21.75,91.0,0.008743851
2022-02-01,20.0,88.75,0.03027083
2022-02-01,20.5,90.5,0.008754137
2022-02-01,21.5,89.25,0.03280467
2022-02-01,20.0,89.5,0.027575562
2022-02-01,20.5,89.5,0.011798076
2022-02-01,21.5,91.0,0.009078167
2022-02-01,20.0,87.75,0.016769446
2022-02-01,20.5,88.5,0.005878193
2022-02-01,20.0,90.0,0.017983854
2022-02-01,21.5,88.5,0.0016621295
2022-02-01,20.75,87.0,0.0028234927
2022-02-01,21.0,88.25,0.001318597
2022-02-01,20.5,89.25,0.009989158
2022-02-01,20.0,87.25,0.005874076
2022-02-01,20.25,90.25,0.010682936
2022-02-01,21.75,90.0,0.028093727
2022-02-01,21.5,90.75,0.008639553
2022-02-01,21.5,89.5,0.027332367
2022-02-01,20.5,88.75,0.0073368023
2022-03-01,20.75,90.75,0.00031816887
2022-03-01,21.25,89.5,0.0017303283
2022-03-01,20.0,87.25,0.0063441135
2022-03-01,20.0,87.0,0.0072558136
2022-03-01,20.75,89.0,0.00020676336
2022-03-01,20.5,89.0,0.00030739116
2022-03-01,20.0,91.0,0.00022377216
2022-03-01,20.0,89.5,0.003369449
2022-03-01,20.25,89.5,0.002135254
2022-03-01,20.0,89.25,0.005979716
2022-03-01,20.25,88.75,0.0032274255
2022-03-01,21.0,88.75,0.00090449763
2022-03-01,20.5,87.5,0.00044291417
2022-03-01,21.25,90.0,0.0595339
2022-03-01,20.0,87.5,0.00695326
2022-03-01,21.0,90.5,0.000809615
2022-03-01,21.0,87.75,0.00027168702
2022-03-01,21.5,89.5,0.0076235496
2022-03-01,20.5,90.25,0.0004242836
2022-03-01,20.25,87.0,0.0075352145
2022-03-01,20.25,90.75,0.00023367221
2022-03-01,20.75,88.5,0.00023384062
2022-03-01,20.75,88.75,0.00022800112
2022-03-01,21.5,89.75,0.010593896
2022-03-01,21.0,90.75,0.0005077569
2022-03-01,20.5,90.5,0.00029864087
2022-03-01,21.25,89.75,0.0068164845
2022-03-01,21.25,90.25,0.058316525
2022-03-01,22.25,90.75,0.01778816
2022-03-01,21.75,90.25,0.07765289
2022-03-01,20.25,89.25,0.0019518284
2022-03-01,21.5,90.0,0.012812745
2022-03-01,20.25,87.75,0.0010575665
2022-03-01,22.5,91.0,0.010045557
2022-03-01,20.0,88.0,0.010085677
2022-03-01,21.25,88.25,0.0012481834
2022-03-01,21.5,90.75,0.013855575
2022-03-01,22.0,90.5,0.0175195
2022-03-01,20.5,87.0,0.0044958945
2022-03-01,20.5,89.25,0.00041464934
2022-03-01,20.25,91.0,0.00021001705
2022-03-01,21.25,88.0,0.0010802397
